,SMILES,pki
225,Nc1nc(C(=O)NCc2cccc(CO)n2)cc(-c2ccco2)n1,8.03152
226,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3F)c2n1,8.30103
227,CCOC(=O)c1nc2c(N)nc3ccc(Cl)cc3n2n1,5.3098
228,COCCCn1c(N)nc2cc(C(=O)NCc3cccc(OC)c3)ccc21,5.16941
229,Cc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N(C)C)n2)o1,5.74739
230,CCCn1c(=O)c2nc(C3CCCCC3)[nH]c2n(CCC)c1=O,6.72125
231,CCCCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O,5.46852
232,COc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.69897
233,Cc1[nH]c2nc(-c3ccccc3)nc(NC3CCC(O)CC3)c2c1C,6.12263
234,Nc1nc(-c2ccco2)c2nnn(Cc3ccco3)c2n1,8.05552
235,COCC1CCCN1c1cc(NC(C)=O)nc(-c2ccccn2)n1,7.319135
236,N#Cc1c(-c2ccccc2)nc(N)nc1-c1ccc2c(c1)OCO2,8.284
237,Cc1ccc(C(=O)c2nc(N)nc3ccsc23)s1,6.65758
238,CC(=O)Nc1cc(N2CCCC2CO)nc(-n2nc(C)cc2C)n1,7.58838
239,CC(=O)Nc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.31876
240,CCCn1c(=O)[nH]c2[nH]c(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)nc2c1=O,6.79048
241,COc1cccc(-n2c(=O)n(C)c3cnc(NC4CC4)nc32)c1,5.57823
242,CN(CCc1ccc(F)cc1)c1cc2nc(-c3ccco3)nn2c(N)n1,8.69897
243,O=C(c1ccsc1)c1nc(NCc2cccnc2)nc2ccsc12,6.39254
244,Nc1cccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)c1,7.63827
245,CCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12,6.4437
246,Nc1nc(-c2ccco2)c2nnn(Cc3ccccc3F)c2n1,8.56864
247,Cc1ccc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)cc1,7.4437
248,CCCn1c(=O)c2nc(C34CCC(C(=O)NCC[NH+](C)C)(CC3)CC4)[nH]c2n(CCC)c1=O,6.87943
249,CC(C)c1nc(N)c2nc(-n3nccn3)n(C)c2n1,6.31758
250,CNc1nc(-c2ccco2)c2sccc2n1,7.39794
251,CCc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2[nH+]1,5.58503
252,CN(C)c1nc(-c2nccs2)c2sccc2n1,8.63827
253,Cc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,6.765715
254,Nc1nc(-c2ccco2)c2ncn(Cc3cccc4ccccc34)c2n1,8.25181
255,Cc1ccc2c(O)c(C(=O)NC3CCCCC3)cnc2n1,6.05622
256,CC(C)C(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.52288
257,Cc1cccc(Nc2nc3c([nH]2)c(=O)n(C)c(=O)n3C)c1,5.92082
258,Cn1c(=O)c2[nH]c(-c3ccccc3)cc2n(C)c1=O,6.31966
259,Cc1ccc(C(=O)c2ncnc3ccsc23)s1,5.1749
260,Cc1ccc2c(O)c(C(=O)NCCc3ccccc3)cnc2n1,6.83889
261,CCCn1c(=O)c2c(nc3ccccn32)n(Cc2ccccc2)c1=O,6.92445
262,Cn1c(=O)c2[nH]c(-c3ccc(COC(=O)N4CCc5ccccc5C4)cc3)cc2n(C)c1=O,7.35952
263,CNc1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,7.17393
264,CCn1c(=O)[nH]c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2c1=O,5.42022
265,Cn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc21,6.82681
266,O=C(c1nc(NCc2cccnc2)nc2ccsc12)N1CCCC1,5.21211
267,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3cccs3)nn12,6.98297
268,CCc1ccc2cc(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)ccc2n1,8.56864
269,Nc1nc(CNC2CCC[NH+]2Cc2ccnc(Cl)c2)nc2nc(-c3ccco3)nn12,8.39794
270,Nc1nc(-c2nccs2)c2cnn(Cc3ccccc3F)c2n1,7.76955
271,N#Cc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,6.59346
272,CCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCN(c5ccc(Cl)cc5)CC4)cc3)[nH]c2c1=O,7.31515
273,Nc1ncnc2c1nc(Br)n2C1CCC1,6.18046
274,Cc1cnc2c(c1)C[NH+](CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)CC2,8.69897
275,Cc1ccc2c(O)c(Cc3ccccc3Cl)cnc2n1,6.00877
276,CSc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,8.92082
277,Cc1cccnc1CNC(=O)c1cc(-c2ccccc2C#N)nc(N)n1,6.91009
278,Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,6.62982
279,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc12,7.0
280,CCc1nc(C(=O)c2cccs2)c2sccc2n1,7.79588
281,CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C,8.0
282,Cc1ccc(CNC(=O)c2cc(-c3ccco3)nc(N)n2)cc1,8.02228
283,Nc1nc(-c2cc[nH]n2)c2nnn(Cc3ccccc3F)c2n1,6.6216
284,Cc1ccc2c(O)c(C(=O)NC3CCC(C)CC3)cnc2n1,6.42632
285,CCCn1c(=O)c2nc(C3CCC(CO)CC3)[nH]c2n(CCC)c1=O,6.50446
286,Cn1c(=O)c2c(nnn2C2CCCC2)n(C)c1=O,3.53462
287,CCCn1c(=O)c2[nH]c(-c3ccc(O)cc3)c(O)c2n(CCC)c1=O,6.92812
288,OC1CSC(n2cnc3c(NCc4cccc(Br)c4)ncnc32)C1O,6.37675
289,Nc1nc2c(cnn2CCCc2ccc(O)cc2)c2nc(-c3ccco3)nn12,7.31876
290,OCCNc1nc(-c2ccco2)c2sccc2n1,6.6925
291,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3)c2n1,8.52288
292,COc1ccc(-c2nc3c4cn(CCc5ccccc5)nc4nc(N)n3n2)cc1,5.85387
