,SMILES,pki
293,Nc1nc(-c2ccco2)c2cnn(Cc3cccnc3)c2n1,7.55284
294,CC(C)=CCn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,9.09691
295,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccco3)nn12,7.95861
296,Cc1ccc2c(O)c(C(=O)NC(C)c3ccccc3)cnc2n1,6.93006
297,CCCn1c(=O)c2c(nc(-c3ccccc3)n2C)n(CCC)c1=O,5.61979
298,CN(C)c1ccc2c(O)c(C(=O)NCc3ccccc3)cnc2n1,7.24413
299,Cc1cn2c(NC(=O)C3CCCC3)nc(-c3ccccc3)nc2[nH+]1,5.36653
300,Nc1nc(-c2ccco2)c2nnn(Cc3cnccn3)c2n1,6.91364
301,Oc1cc(-c2ccccc2)nc2nc(Cl)ccc12,6.34679
302,[O-]c1c(Br)cc2[nH]c3cnccc3c2c1Br,5.30803
303,CCCn1c(=O)c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(O)c2n(C)c1=O,6.32975
304,O=c1cc(-c2ccccc2)oc2ccccc12,5.5
305,Nc1nc(-c2ccco2)c2ncn(Cc3c(Cl)cccc3Cl)c2n1,8.14874
306,CCn1c(C#Cc2ccccc2)nc2c(N)ncnc21,6.22185
307,Nc1nc(C(=O)NCc2cccnc2)cc(-c2ccco2)n1,8.02687
308,COC(=O)C1CCCN1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,6.68825
309,Nc1nc2c(cnn2CC[NH+]2CCN(c3ccccc3F)CC2)c2nc(-c3ccco3)nn12,9.22185
310,Cn1c(=O)[nH]c2[nH]c(-c3ccccc3)nc2c1=O,6.0655
311,CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3)cc2n(CCC)c1=O,6.70115
312,Cc1cccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)c1,8.52288
313,COc1ccc(CN(C)c2cc3nc(-c4ccco4)nn3c(N)n2)cc1,7.33724
314,CC(=O)Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)cc1,6.93554
315,CCOc1ccccc1-c1cc(C(=O)NCc2ccccn2)nc(N)n1,6.59688
316,Nc1nc(-n2cncn2)c2nnn(Cc3ccccc3F)c2n1,6.39794
317,Nc1nc(-c2cc[nH]n2)c2cnn(Cc3ccccc3F)c2n1,7.79588
318,CCCN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.35655
319,CCCn1c(=O)[nH]c2[nH]c(-c3ccccc3)nc2c1=O,7.69897
320,CC(C)c1nc(-c2nccs2)c2sccc2n1,8.85387
321,CC1CCCN(C(=O)c2cc(N)c3nc(-c4ccc(Br)o4)nn3c2)C1,7.82391
322,Nc1nc(-c2ccco2)c2nnn(Cc3cccnc3)c2n1,7.83863
323,COc1cccc(-n2c(=O)n(Cc3ccccc3OC)c3cnc(NC4CC4)nc32)c1,7.61979
324,CCCn1c(=O)c2nc(C34CCC(CO)(CC3)CC4)[nH]c2n(CCC)c1=O,6.383
325,Nc1nc2n[nH]cc2c2nc(-c3ccco3)nn12,7.69897
326,Nc1nc(-c2ccco2)c2cnn(Cc3cccc(C(=O)[O-])c3)c2n1,5.87877
327,CCCn1c(=O)c2nc(C34CCC(C(=O)[O-])(CC3)CC4)[nH]c2n(CCC)c1=O,5.97062
328,Nc1nc2c(cnn2CCc2ccc(-c3cccnc3)cn2)c2nc(-c3ccco3)nn12,7.9431
329,Cn1cc2c(nc(N)n3nc(-c4ccco4)nc23)n1,8.55284
330,Nc1nc(-c2ccco2)c2nnn(Cc3cccc(O)c3)c2n1,8.39794
331,Cc1ccc2c(c1)-c1nc(N)nc(-c3ccco3)c1C2,8.17393
332,O=C(NCc1ccccc1)c1cnc2ncccc2c1O,5.93219
333,CC(C)c1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,8.82391
334,Cc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)o1,5.9024
335,C=CCn1c(=O)c2nc(-c3ccc(OCC(=O)[O-])cc3)[nH]c2n(CC=C)c1=O,5.62525
336,Nc1ncnc2c1nc(Br)n2C1CCCC1,5.72125
337,CCCn1c(=O)c2c(nnn2C2CCCC2)n(CCC)c1=O,5.0
338,CCCn1c(=O)c2[nH]c(-c3ccc(OC)cc3)c(O)c2n(CCC)c1=O,6.82974
339,COc1cccc2c1C[NH+](CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C2,8.22185
340,CC(O)(C#Cc1cn2nc(-c3ccco3)nc2c(N)n1)Cc1ccncc1,8.95861
341,CS(=O)(=O)c1ccc(Cn2ncc3c(-c4ccco4)nc(N)nc32)cc1,6.46852
342,Nc1nc(-c2ccco2)c2ncn(Cc3ccc(Cl)cc3)c2n1,7.66756
343,CCSc1nc(N)nc(-c2ccccc2)n1,8.30103
344,Nc1nc2c(cnn2CC[NH+]2CCOCC2)c2nn(CC3CC3)c(=O)n12,6.41908
345,C=CCCn1c(Br)nc2c(N)ncnc21,5.79588
346,CCn1c(=O)n(CC2CC2)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,6.63078
347,COCC1CCCN1c1cc(NC(=O)OC)nc(-n2nc(C)cc2C)n1,7.72125
348,Nc1nc2c(cnn2CC[NH+]2CCc3ncc(C4CC4)cc3C2)c2nc(-c3ccco3)nn12,8.72125
349,Cc1ccc(C(=O)c2nc(NCc3ccccn3)nc3ccsc23)s1,6.73049
350,COc1ccc(Cn2cnc3c(-c4ccco4)nc(N)nc32)cc1,8.11351
351,Cc1cc(C)nc(NC(=[NH2+])NCCc2c[nH]c3ccccc23)n1,6.39794
352,Cc1[nH]c2nc(-c3ccccc3)nc(NC3CCCCNC3=O)c2c1C,6.01682
353,Cn1ccnc1-c1nc(N)nc2c1cnn2Cc1ccccc1F,5.79156
354,Nc1cc(C(=O)N2CCCCC2)cc2nc(-c3ccco3)nn12,7.56864
355,CCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,7.13668
356,Cc1cccnc1CNC(=O)c1cc(-c2ccccc2)nc(N)n1,8.22185
357,Cc1ccc(C(=O)c2nc(NCCc3cccnc3)nc3ccsc23)s1,6.75203
358,Nc1nc(C(=O)NCc2ccccc2)cc(-c2ccco2)n1,8.11919
359,CC1CCCN(C(=O)c2cc(N)n3nc(-c4ccc(Br)o4)nc3c2)C1,8.52288
360,Cc1ccc2c(O)c(C(=O)NCc3ccc(N)cc3)cnc2n1,6.83565
361,Cn1c(=O)c2[nH]c(-c3ccc(S(C)(=O)=O)cc3)c(O)c2n(C)c1=O,6.15989
362,Cc1csc(-c2nc(N(C)C)nc3ccsc23)n1,8.88606
363,Nc1nc(C(=O)NCc2ccccc2Cl)nc(-c2ccco2)n1,8.3098
364,Nc1nc(-c2ccco2)c2nnn(CC3CCCCC3)c2n1,8.07058
365,CCOC(=O)c1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,8.39794
366,C[NH+](C)CCn1ncc2c1nc(N)n1c(=O)n(Cc3cccc(Cl)c3)nc21,8.284
367,COCC1CCCN1c1cc(NC(C)=O)nc(-c2cccs2)n1,7.44827
368,Cc1cccc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)c1,8.04576
369,Cc1ccc2c(O)cc(-c3ccccc3F)nc2n1,7.39794
370,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,6.90309
371,CN(C)C(=O)CN(C)C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.63827
372,CCCn1c(=O)c2c(cc(-c3ccc(OC)cc3)n2O)n(CCC)c1=O,6.19997
373,Cc1ccc2c(O)c(C(=O)NCc3ccc(Cl)cc3)cnc2n1,6.750845
374,Nc1nc2c(cnn2CC[NH+]2CCOCC2)c2nn(Cc3cccc(Cl)c3)c(=O)n12,7.84771
375,Cc1ccc(-c2nc(N(C)C)nc3ccsc23)nc1,7.72125
376,OCCNc1nc(-c2nccs2)c2sccc2n1,7.74473
377,Cn1c(=O)c2nn(C3CCCCC3)nc2n(C)c1=O,3.60206
378,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,6.0
379,CC(=O)Nc1cc(N2CCCC2COc2ccccn2)nc(-n2nc(C)cc2C)n1,6.87774
380,Oc1cc(-c2ccccc2)nc2ncccc12,5.69897
381,CC(c1ccccc1)n1cnc2c(-c3ccco3)nc(N)nc21,6.41908
382,Nc1nc(-c2ccco2)c2cnn(Cc3ccccc3N)c2n1,8.09691
383,Cc1csc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)n1,6.2321
