,SMILES,pki
291,COc1ccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1OCC[NH+](C)C,6.39794
292,Cn1c(-c2ccco2)nc2c(N)nc(C#CC3(O)CCCCC3)nc21,7.95861
293,COCc1cccc(CNC(=O)c2nc(N)nc(-c3ccco3)n2)n1,8.05552
294,CCc1nc(-c2cccc(C)n2)c2sccc2n1,7.92082
295,Cn1c(=O)c2c(nc3n2CCCN3CCc2ccccc2)n(C)c1=O,5.5391
296,Cc1csc(-c2cc(C(=O)NCc3ccccn3)nc(N)n2)n1,7.3279
297,Cc1ccc(C(=O)c2nc(NCc3ccncn3)nc3ccsc23)s1,6.93554
298,CCCCc1nc2[nH]cnc2c2nc(-c3ccc(O)cc3)nn12,7.23657
299,CCCn1c(=O)c2[nH]c(-c3ccc(N)cc3)c(O)c2n(CCC)c1=O,6.77989
300,CN(C)c1nc(-c2ccco2)c(C(=O)c2ccccc2)s1,5.16634
301,Nc1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,7.25964
302,CCCOc1cc(NC(=O)CC)nc(SC)n1,6.40012
303,Cc1ccc2c(c1)-c1nc(N)nc(-c3ccccn3)c1C2,6.81192
304,Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3)c2n1,7.39794
305,CNc1ncnc2c1ncn2C1SC(C(=O)NC2CCC2)C(O)C1O,6.96658
306,CCCn1c(=O)c2[nH]c3cccnc3c2n(CCC)c1=O,6.24413
307,CCCn1c(=O)c2[nH]c(-c3ccc(COC(=O)Nc4cc[nH]n4)cc3)cc2n(CCC)c1=O,8.0
308,CCn1cc2c(nc(N)n3nc(-c4ccc(Cl)cc4)nc23)n1,6.07417
309,Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12,6.91686
310,Cc1ccc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)cc1,7.79588
311,COc1cc(C(=O)Nc2nccs2)ccc1NC(=O)CC(C)(C)C,7.76955
312,COc1ccc(CCNc2cc3nc(-c4ccco4)nn3c(N)n2)cc1,8.23657
313,COc1ccc(CNC(=O)c2cnc3nc(C)ccc3c2O)cc1,5.87483
314,CCCCC=Cc1nc(N)c2ncn(C3SCC(O)C3O)c2n1,7.14267
315,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccco3)nc12,6.72125
316,Nc1nc(N2CC[NH+]3CC(COc4cccc(F)c4)CCC3C2)nc2nc(-c3ccco3)nn12,9.69897
317,COc1cc(OC)c2c(=O)c(OC)c(-c3ccccc3)oc2c1,5.2
318,Nc1nc(-c2ccco2)c2ncn(Cc3ccc4ccccc4c3)c2n1,8.85387
319,CCn1c(=O)c2nc(-c3cnn(Cc4ccccc4)c3)[nH]c2n(CC)c1=O,6.92082
320,Nc1cc(C(=O)N2CCCC2)cc2nc(-c3ccc(Br)o3)nn12,8.04576
321,COc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)cc1,6.19586
322,CCc1nc(-c2cccs2)c2sccc2n1,7.16115
323,Cc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12,6.25964
324,COCC1CCCN1C(=O)c1cc(N)c2nc(-c3ccc(Br)o3)nn2c1,7.505275
325,Oc1ccccc1-c1n[nH]c(-c2ccccc2)n1,6.1549
326,Nc1ccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c(F)c1,8.45593
327,Cc1ccc(-c2nc(N)nc(C(=O)NCc3ncccc3C)c2C)o1,6.80967
328,O=C(NCc1ccccc1)c1cnc2nc(Br)ccc2c1O,5.45063
329,COCC1CCCN1c1cc(NC(C)=O)nc(-c2nccs2)n1,7.76144
330,COc1nc(C(=O)c2cccs2)c2sccc2n1,7.09691
331,Nc1nc(C(=O)NCc2ccc(Cl)cc2)cc(-c2ccco2)n1,7.75696
332,CCCn1c(=O)c2[nH]c(-c3ccc(C)cc3)c(O)c2n(CCC)c1=O,7.05061
333,CCCn1c(=O)c2nc(C34CC5CC(C3)C(C5)C4)[nH]c2n(CCC)c1=O,6.17199
334,Cn1c(-n2nccn2)nc2c(N)ncnc21,7.33442
335,CC[NH+](CC)CCOc1cccc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)c1,7.0
336,CCC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,6.05061
337,CCCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(C)c1=O,6.6073
338,O=C(Nc1ncnc2nn(Cc3ccccc3)cc12)c1cccc(Cl)c1,5.3098
339,CCCn1cnc2c1nc(N)n1nc(-c3ccco3)nc21,8.22915
340,CCCc1nc(N)c2nc(-n3nccn3)n(C)c2n1,7.07727
341,COCC1CCC(C)N1c1cc(NC(C)=O)nc(-n2nc(C)cc2C)n1,7.3279
342,N#Cc1c(-c2ccccc2)cc(-c2cccs2)nc1N,7.05552
343,Nc1nc(-c2nccs2)c2nnn(Cc3ccccc3F)c2n1,8.07058
344,O=C(c1cncs1)c1nc(NCc2cccnc2)nc2ccsc12,5.76574
345,Nc1nc(-c2ccco2)c2nnn(Cc3ccsc3)c2n1,8.72125
346,CCCn1c(=O)c2nc(-c3cnn(CC(=O)Nc4ccccc4Cl)c3)[nH]c2n(CCC)c1=O,5.82391
347,CC(Nc1nc(C(=O)N2CCCC2)c2sccc2n1)c1cccnc1,5.62949
348,CCCn1c(=O)c2[nH]c(-c3ccccc3)c(O)c2n(CCC)c1=O,7.30103
349,CCCOc1cc(NC(C)=O)nc(SC)n1,5.95039
350,Cc1cccnc1CNC(=O)c1cc(-c2ccco2)nc(N)n1,8.55284
351,Nc1nc2c(ncn2CC[NH+]2CCN(c3ccccc3)CC2)c2nc(-c3ccco3)nn12,8.76955
352,Cn1c(=O)c2nc(-c3ccccc3)[nH]c2n(C)c1=O,5.72125
353,O=C(NCc1ccccc1)c1cnc2nc(Cl)ccc2c1O,7.17393
354,CCCc1cc(O)c2ccc(C)nc2n1,6.02288
355,COc1cc(-c2cc(-c3ccc(O)cc3)nc(N)c2C#N)ccc1O,6.82102
356,OCCNc1nc(-c2cccs2)c2sccc2n1,6.76447
357,COc1ccc(-c2nc3c4cn(C)nc4nc(N)n3n2)cc1,5.92445
358,COc1ccc2c(c1)-c1nc(N)nc(-c3ccc(Br)o3)c1C2,8.79588
359,Cc1cccnc1CNC(=O)c1cc(-c2cccc(F)c2)nc(N)n1,8.04576
360,Cc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,8.52288
361,Cc1ccc2c(O)c(C(=O)NN3CC[NH+](C)CC3)cnc2n1,5.64969
362,Cc1cccc(CNC(=O)c2cc(-c3ccc(C)o3)nc(N)n2)n1,8.60206
363,CCCCn1c(Br)nc2c(N)ncnc21,6.13668
364,CCc1nc(-c2ccoc2)c2sccc2n1,6.16685
365,Nc1cc(C(=O)N2CCCCC2)cn2nc(-c3ccc(Br)o3)nc12,7.56864
366,CCCCc1nc2[nH]cnc2c2nc(-c3ccco3)nn12,6.67778
367,Nc1cc(C(=O)N2CCCC2)cn2nc(-c3ccco3)nc12,7.24413
368,N#Cc1cccc(Cn2nnc3c(-c4ccco4)nc(N)nc32)c1,8.40894
369,Cc1ccc2c(c1)-c1nc(N)nc(-c3ccncc3)c1C2,7.24489
370,Nc1nc2c(ncn2CC[NH+]2CCN(c3cccc(Cl)c3)CC2)c2nc(-c3ccco3)nn12,9.39794
371,CCc1nc(-c2nccs2)c2sccc2n1,8.79588
372,Nc1nc(-c2cncs2)c2nnn(Cc3ccccc3F)c2n1,7.50864
373,Cc1nc(-c2ccco2)c2ncn(C(=O)NCc3ccccc3)c2n1,6.9914
374,CN(C)c1nc(-c2cnccn2)c2sccc2n1,7.09152
375,Nc1nc(-c2cccs2)c2ncn(C(=O)NCc3ccccc3)c2n1,7.88606
376,CCCn1c(=O)c2[nH]c(-c3ccco3)c(O)c2n(CCC)c1=O,6.98297
377,Cc1ccc2c([S-])cc(-c3ccccc3)nc2n1,6.63827
378,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4ccccc4)c3)nc2n(CC)c1=O,6.58336
379,Cn1c(=O)c2c(nnn2-c2ccc(Cl)cc2N)n(C)c1=O,4.33724
380,COc1cccc(-c2cc(C(=O)NCc3ncccc3C)nc(N)n2)c1,7.61979
381,CCNc1nc(C(=O)c2cccs2)c2sccc2n1,7.60206
382,Cc1ccc2c(O)c(C(=O)NCc3ccco3)cnc2n1,7.40136
