,Chi0,Chi1,Chi10,Chi2,Chi3,Chi3c,Chi3ch,Chi4,Chi4c,Chi4ch,Chi4pc,Chi5,Chi5ch,Chi6,Chi6ch,Chi7,Chi8,Chi9,Chiv0,Chiv1,Chiv10,Chiv2,Chiv3,Chiv3c,Chiv3ch,Chiv4,Chiv4c,Chiv4ch,Chiv4pc,Chiv5,Chiv5ch,Chiv6,Chiv6ch,Chiv7,Chiv8,Chiv9,dchi0,dchi1,dchi2,dchi3,dchi4,knotp,knotpv,mChi1
739,14.535,9.651,0.315,8.199,6.796,1.186,0.0,5.436,0.0,0.0,2.763,4.108,0.0,2.71,0.167,2.191,1.426,0.559,13.456,7.984,0.065,6.166,4.25,0.94,0.0,2.987,0.0,0.0,1.747,1.886,0.0,1.136,0.056,0.86,0.513,0.138,1.08,1.667,2.033,2.546,2.45,1.577,0.807,0.46
740,10.293,6.592,0.162,6.295,5.265,1.225,0.0,4.157,0.0,0.0,2.865,3.4,0.0,2.284,0.113,1.247,0.751,0.404,8.894,4.793,0.025,3.852,2.597,0.64,0.0,1.816,0.0,0.0,1.157,1.167,0.0,0.729,0.037,0.296,0.164,0.063,1.398,1.799,2.443,2.668,2.341,1.64,0.517,0.439
741,12.698,8.703,0.635,7.864,7.03,1.22,0.0,6.031,0.0,0.0,3.229,4.662,0.192,3.418,0.068,2.454,1.685,1.042,9.47,5.578,0.061,4.217,3.03,0.529,0.0,2.154,0.0,0.0,1.06,1.327,0.084,0.782,0.014,0.447,0.246,0.127,3.228,3.125,3.647,4.0,3.877,2.009,0.531,0.435
742,13.5,8.325,0.349,8.568,6.255,2.462,0.0,5.268,0.289,0.0,3.944,3.961,0.0,3.246,0.111,1.961,1.424,0.77,11.1,7.188,0.066,5.889,4.042,1.146,0.0,2.842,0.059,0.0,2.058,1.765,0.0,1.198,0.039,0.717,0.462,0.223,2.4,1.137,2.679,2.213,2.426,1.482,0.912,0.438
743,7.56,4.698,0.0,4.264,3.003,0.789,0.0,1.953,0.0,0.0,1.449,1.449,0.0,0.979,0.083,0.268,0.056,0.0,5.799,3.066,0.0,2.248,1.343,0.318,0.0,0.718,0.0,0.0,0.438,0.49,0.0,0.229,0.028,0.046,0.006,0.0,1.762,1.632,2.015,1.66,1.234,0.66,0.12,0.47
744,13.623,9.899,0.708,8.366,6.749,0.816,0.0,5.491,0.0,0.0,1.626,4.572,0.0,2.652,0.287,1.993,1.486,1.057,11.083,6.643,0.075,4.559,3.01,0.333,0.0,2.013,0.0,0.0,0.552,1.365,0.0,0.632,0.092,0.388,0.237,0.138,2.54,3.256,3.807,3.739,3.478,0.81,0.218,0.45
745,6.077,2.943,0.0,3.521,1.732,1.655,0.0,0.0,0.289,0.0,2.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.257,2.379,0.0,3.084,0.728,1.739,0.0,0.0,0.364,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.565,0.437,1.005,0.0,0.943,0.759,0.491
746,22.613,14.355,2.516,15.417,14.021,4.627,0.0,12.444,0.596,0.0,11.572,10.941,0.131,8.421,0.135,6.646,4.924,3.658,18.482,11.189,1.081,10.926,9.192,2.837,0.0,7.926,0.319,0.0,6.662,6.35,0.083,4.722,0.094,3.579,2.527,1.707,4.13,3.165,4.491,4.83,4.518,6.945,3.825,0.41
747,17.544,11.061,1.432,12.012,11.256,3.623,0.0,8.954,0.464,0.0,10.159,7.59,0.072,5.857,0.135,4.378,3.097,2.156,14.94,9.394,0.84,9.438,8.604,2.488,0.0,6.791,0.301,0.0,6.738,5.351,0.072,4.048,0.106,2.958,2.053,1.336,2.604,1.667,2.575,2.652,2.163,6.536,4.251,0.41
748,17.991,11.617,2.212,12.652,11.884,3.675,0.0,10.87,0.407,0.0,9.795,10.032,0.179,8.968,0.093,6.751,5.018,3.492,14.066,8.861,0.912,8.936,8.121,2.321,0.0,7.132,0.262,0.0,5.759,6.082,0.14,4.882,0.079,3.509,2.433,1.538,3.925,2.756,3.716,3.763,3.738,6.12,3.438,0.401
749,6.552,4.949,0.096,4.592,4.35,0.605,0.0,4.018,0.0,0.0,1.783,2.835,0.314,2.105,0.0,1.441,0.735,0.294,6.033,4.3,0.043,3.853,3.455,0.519,0.0,2.973,0.0,0.0,1.406,1.949,0.236,1.342,0.0,0.834,0.37,0.136,0.519,0.65,0.738,0.895,1.046,1.178,0.887,0.412
750,10.224,5.866,0.0,6.031,4.766,1.755,0.0,2.958,0.144,0.0,4.129,2.088,0.0,1.202,0.048,0.486,0.028,0.0,6.791,3.866,0.0,3.37,2.28,0.737,0.0,1.448,0.056,0.0,1.212,0.906,0.0,0.432,0.048,0.146,0.01,0.0,3.433,1.999,2.66,2.485,1.511,2.374,0.475,0.451
751,8.743,5.182,0.0,4.061,2.561,0.927,0.0,2.186,0.177,0.0,1.436,0.75,0.0,0.375,0.0,0.0,0.0,0.0,8.096,5.178,0.0,3.37,2.585,0.365,0.0,1.758,0.037,0.0,0.581,0.671,0.0,0.335,0.0,0.0,0.0,0.0,0.647,0.004,0.691,0.024,0.427,0.509,0.216,0.518
752,21.96,13.978,0.396,10.676,8.098,1.539,0.0,5.169,0.177,0.0,2.914,4.039,0.0,2.892,0.0,1.399,1.074,0.668,21.313,13.974,0.354,10.253,7.431,0.978,0.0,4.8,0.037,0.0,1.876,3.835,0.0,2.498,0.0,1.311,0.921,0.598,0.647,0.004,0.423,0.667,0.369,1.375,0.899,0.499
753,8.906,4.977,0.0,4.804,2.592,1.615,0.0,1.166,0.25,0.0,1.746,0.605,0.0,0.625,0.0,0.144,0.0,0.0,7.723,3.971,0.0,3.381,1.643,0.871,0.0,0.755,0.091,0.0,0.825,0.349,0.0,0.322,0.0,0.059,0.0,0.0,1.183,1.006,1.422,0.949,0.411,0.13,0.046,0.498
754,15.947,9.641,0.307,9.785,8.32,2.527,0.0,5.516,0.167,0.0,6.182,4.481,0.0,3.016,0.111,1.839,0.781,0.472,17.56,9.185,0.143,8.619,5.895,2.162,0.0,4.392,0.125,0.0,3.947,3.017,0.0,1.684,0.042,0.918,0.424,0.156,1.612,0.456,1.166,2.425,1.124,3.655,1.785,0.438
755,12.466,7.998,0.245,7.735,6.136,1.777,0.0,4.342,0.167,0.0,3.728,3.371,0.0,2.502,0.167,1.231,0.644,0.325,10.013,5.59,0.028,4.719,3.178,1.066,0.0,1.923,0.125,0.0,1.936,1.199,0.0,0.712,0.056,0.319,0.138,0.055,2.453,2.408,3.016,2.958,2.419,1.951,0.87,0.444
756,12.466,7.998,0.245,7.735,6.136,1.777,0.0,4.342,0.167,0.0,3.728,3.371,0.0,2.512,0.167,1.231,0.644,0.325,10.928,7.001,0.134,6.234,4.537,1.24,0.0,2.876,0.051,0.0,2.258,2.259,0.0,1.584,0.056,0.784,0.39,0.181,1.538,0.997,1.501,1.599,1.465,1.951,1.018,0.444
757,12.466,7.998,0.245,7.735,6.136,1.777,0.0,4.342,0.167,0.0,3.728,3.371,0.0,2.512,0.167,1.231,0.644,0.325,9.554,6.315,0.07,5.441,4.08,1.011,0.0,2.648,0.051,0.0,1.994,1.847,0.0,1.138,0.056,0.603,0.297,0.135,2.912,1.683,2.294,2.057,1.694,1.951,0.983,0.444
758,10.768,6.48,0.01,6.087,4.951,1.548,0.0,2.933,0.167,0.0,3.656,1.901,0.0,1.314,0.083,0.635,0.26,0.058,8.653,5.311,0.001,4.784,3.412,1.033,0.0,1.78,0.046,0.0,1.94,1.165,0.0,0.71,0.028,0.342,0.092,0.017,2.114,1.169,1.303,1.539,1.153,2.108,0.908,0.463
759,12.303,8.077,0.223,7.654,5.661,1.688,0.0,4.344,0.204,0.0,2.819,3.312,0.0,2.147,0.185,1.123,0.705,0.394,10.964,7.651,0.184,6.483,4.795,0.969,0.0,3.53,0.051,0.0,1.688,2.732,0.0,1.658,0.13,0.946,0.618,0.346,1.34,0.426,1.17,0.866,0.813,1.132,0.718,0.449
760,13.173,8.471,0.23,8.275,6.071,1.976,0.0,4.485,0.204,0.0,3.228,3.607,0.0,2.318,0.167,1.384,0.733,0.421,10.611,6.71,0.061,5.485,3.634,0.965,0.0,2.311,0.051,0.0,1.493,1.59,0.0,0.98,0.044,0.537,0.263,0.13,2.562,1.762,2.79,2.438,2.174,1.251,0.528,0.446
761,9.19,5.56,0.0,5.299,4.032,1.483,0.0,2.33,0.204,0.0,2.751,1.676,0.0,1.186,0.083,0.499,0.124,0.017,7.964,4.356,0.0,3.784,2.533,1.115,0.0,1.117,0.177,0.0,1.812,0.639,0.0,0.357,0.028,0.149,0.038,0.005,1.227,1.204,1.515,1.5,1.213,1.267,0.697,0.463
762,21.137,13.585,1.873,13.721,11.827,3.27,0.0,9.957,0.214,0.0,8.044,8.927,0.083,6.555,0.137,5.099,3.891,2.775,17.908,11.382,1.181,10.858,9.718,2.383,0.0,7.942,0.201,0.0,6.341,6.378,0.083,4.7,0.119,3.648,2.619,1.829,3.229,2.203,2.862,2.109,2.015,4.773,3.958,0.425
763,13.732,9.02,0.677,8.534,7.79,1.543,0.0,6.83,0.0,0.0,4.349,5.666,0.0,3.757,0.166,2.801,1.799,1.171,9.545,5.484,0.078,4.217,3.129,0.556,0.0,2.244,0.0,0.0,1.247,1.555,0.0,0.888,0.061,0.55,0.305,0.168,4.187,3.536,4.317,4.66,4.586,2.806,0.691,0.43
764,12.113,8.86,1.296,7.998,7.533,1.015,0.0,6.965,0.0,0.0,3.193,6.251,0.0,4.571,0.256,3.715,2.78,2.066,9.682,6.02,0.181,4.584,3.611,0.486,0.0,2.816,0.0,0.0,1.249,2.116,0.0,1.3,0.092,0.886,0.562,0.349,2.431,2.841,3.414,3.922,4.15,2.178,0.764,0.422
765,14.439,9.52,0.825,8.916,7.975,1.566,0.0,7.035,0.0,0.0,4.377,5.496,0.0,3.975,0.176,3.109,2.07,1.344,10.213,5.863,0.097,4.458,3.364,0.571,0.0,2.399,0.0,0.0,1.337,1.636,0.0,0.98,0.064,0.627,0.357,0.2,4.225,3.657,4.458,4.611,4.636,2.811,0.766,0.433
766,12.861,8.609,0.656,7.985,7.462,1.332,0.0,6.259,0.0,0.0,3.986,5.263,0.0,3.587,0.176,2.687,1.736,1.155,9.858,5.685,0.09,4.423,3.352,0.598,0.0,2.316,0.0,0.0,1.382,1.651,0.0,0.97,0.064,0.611,0.342,0.193,3.003,2.924,3.563,4.111,3.942,2.653,0.784,0.43
767,12.698,8.736,0.693,7.671,7.183,1.071,0.0,6.356,0.0,0.0,3.355,5.378,0.0,3.544,0.188,2.68,1.857,1.217,9.858,5.73,0.093,4.182,3.222,0.453,0.0,2.353,0.0,0.0,1.143,1.655,0.0,0.941,0.067,0.604,0.351,0.195,2.84,3.007,3.489,3.962,4.003,2.284,0.689,0.437
768,11.991,8.203,0.616,7.554,6.52,1.241,0.0,6.223,0.0,0.0,2.976,4.731,0.118,3.636,0.101,2.667,1.805,1.118,9.442,5.191,0.055,3.837,2.731,0.48,0.0,2.044,0.0,0.0,0.966,1.311,0.034,0.79,0.033,0.484,0.26,0.127,2.549,3.011,3.717,3.788,4.179,1.735,0.486,0.432
769,11.041,6.375,0.0,6.117,5.301,1.407,0.0,3.831,0.0,0.0,3.831,2.212,0.0,1.17,0.037,0.544,0.11,0.0,9.933,4.923,0.0,4.065,3.626,0.802,0.0,2.02,0.0,0.0,2.387,1.01,0.0,0.466,0.016,0.181,0.016,0.0,1.108,1.451,2.052,1.675,1.811,2.424,1.585,0.455
770,9.707,6.788,0.509,6.245,5.938,0.935,0.0,5.169,0.0,0.0,2.908,4.398,0.064,3.113,0.136,2.218,1.555,0.942,7.281,4.396,0.059,3.368,2.6,0.392,0.0,1.964,0.0,0.0,0.948,1.362,0.031,0.789,0.048,0.479,0.281,0.138,2.426,2.391,2.878,3.338,3.205,1.973,0.556,0.424
771,14.397,10.254,1.096,9.285,8.564,1.268,0.0,7.661,0.0,0.0,3.746,6.264,0.064,4.366,0.235,3.39,2.503,1.726,11.115,6.787,0.151,5.136,3.898,0.557,0.0,2.854,0.0,0.0,1.311,1.982,0.036,1.177,0.074,0.759,0.472,0.274,3.282,3.467,4.15,4.666,4.807,2.477,0.755,0.427
772,6.975,4.877,0.028,4.263,3.692,0.538,0.0,3.035,0.0,0.0,1.44,2.192,0.096,1.296,0.083,0.793,0.485,0.142,5.887,3.405,0.004,2.517,1.796,0.289,0.0,1.217,0.0,0.0,0.622,0.727,0.036,0.353,0.028,0.176,0.088,0.022,1.088,1.472,1.746,1.895,1.818,0.902,0.333,0.443
773,7.56,4.753,0.0,3.958,3.252,0.607,0.0,2.556,0.0,0.0,1.54,1.239,0.0,0.701,0.068,0.299,0.124,0.0,6.485,3.402,0.0,2.568,1.777,0.399,0.0,1.11,0.0,0.0,0.818,0.443,0.0,0.235,0.024,0.077,0.016,0.0,1.075,1.351,1.39,1.475,1.446,0.932,0.419,0.475
774,19.776,12.581,1.712,12.865,11.906,3.38,0.0,10.185,0.322,0.0,9.214,8.223,0.072,6.501,0.137,4.894,3.694,2.654,16.312,10.081,0.855,9.72,8.574,2.352,0.0,7.343,0.225,0.0,6.015,5.526,0.072,4.417,0.097,3.092,2.246,1.435,3.463,2.5,3.145,3.333,2.842,5.834,3.663,0.419
775,13.405,9.296,0.783,7.808,7.436,1.014,0.0,6.72,0.0,0.0,3.253,5.299,0.118,3.98,0.101,3.217,2.278,1.375,10.89,5.757,0.069,3.982,3.071,0.407,0.0,2.232,0.0,0.0,1.039,1.45,0.034,0.861,0.035,0.563,0.321,0.155,2.516,3.539,3.826,4.365,4.488,2.239,0.632,0.443
776,11.121,7.788,0.589,6.943,6.48,0.929,0.0,5.525,0.0,0.0,2.964,4.732,0.0,3.222,0.204,2.375,1.575,1.046,8.435,5.063,0.072,3.749,2.84,0.391,0.0,2.077,0.0,0.0,0.967,1.48,0.0,0.824,0.071,0.509,0.289,0.162,2.686,2.725,3.193,3.64,3.448,2.035,0.576,0.433
777,34.112,23.239,4.237,20.577,18.562,3.195,0.0,16.125,0.0,0.0,8.529,14.074,0.079,11.213,0.28,9.089,7.252,5.416,28.031,16.093,1.214,12.273,10.004,1.543,0.0,7.892,0.0,0.0,3.879,6.258,0.031,4.515,0.166,3.402,2.5,1.769,6.08,7.146,8.304,8.558,8.233,5.334,2.336,0.438
778,12.698,8.72,0.732,7.745,7.217,1.133,0.0,6.077,0.0,0.0,3.38,5.192,0.0,3.692,0.188,2.76,1.824,1.253,10.065,6.034,0.11,4.437,3.398,0.509,0.0,2.366,0.0,0.0,1.199,1.702,0.0,1.044,0.067,0.67,0.386,0.224,2.633,2.685,3.308,3.819,3.71,2.247,0.69,0.436
779,16.778,11.737,0.667,10.046,8.196,1.152,0.0,6.848,0.0,0.0,2.697,5.4,0.0,3.096,0.287,2.227,1.55,1.037,12.716,7.373,0.058,4.951,3.274,0.364,0.0,2.14,0.0,0.0,0.713,1.352,0.0,0.591,0.092,0.338,0.192,0.106,4.062,4.364,5.095,4.922,4.708,1.546,0.35,0.451
780,11.966,7.702,0.103,6.144,4.825,0.744,0.0,3.94,0.0,0.0,1.945,2.699,0.0,1.575,0.083,0.995,0.493,0.261,9.357,5.135,0.011,2.987,1.918,0.228,0.0,1.257,0.0,0.0,0.505,0.74,0.0,0.361,0.028,0.183,0.079,0.034,2.61,2.566,3.158,2.907,2.683,1.202,0.278,0.481
781,15.121,9.414,0.228,8.509,5.735,1.56,0.0,4.222,0.0,0.0,2.523,3.57,0.0,1.894,0.083,1.302,0.872,0.44,12.511,6.847,0.033,5.53,2.462,1.044,0.0,1.479,0.0,0.0,0.839,0.977,0.0,0.488,0.028,0.294,0.156,0.07,2.61,2.566,2.979,3.273,2.743,0.963,0.205,0.471
782,9.38,6.949,0.536,5.994,5.394,0.605,0.0,4.745,0.0,0.0,1.826,4.108,0.0,2.717,0.222,2.086,1.497,1.042,7.643,4.675,0.06,3.357,2.51,0.292,0.0,1.834,0.0,0.0,0.726,1.302,0.0,0.706,0.07,0.443,0.259,0.146,1.737,2.274,2.637,2.884,2.911,1.221,0.434,0.434
783,13.828,9.075,0.326,8.207,6.212,1.334,0.0,5.197,0.0,0.0,2.664,3.88,0.0,2.28,0.167,1.441,0.946,0.602,10.383,5.781,0.038,4.174,2.678,0.491,0.0,1.789,0.0,0.0,0.807,1.072,0.0,0.52,0.056,0.27,0.144,0.076,3.446,3.295,4.033,3.534,3.408,1.33,0.316,0.454
784,13.079,9.343,0.679,8.008,6.875,0.879,0.0,5.674,0.0,0.0,2.319,4.695,0.0,3.037,0.241,2.224,1.548,1.091,10.323,6.085,0.058,4.26,2.953,0.369,0.0,1.986,0.0,0.0,0.776,1.338,0.0,0.661,0.081,0.387,0.216,0.123,2.757,3.259,3.748,3.921,3.688,1.44,0.406,0.445
785,8.975,5.791,0.024,4.502,3.867,0.538,0.0,2.795,0.0,0.0,1.558,2.007,0.0,0.954,0.083,0.485,0.242,0.102,7.126,3.644,0.003,2.287,1.602,0.186,0.0,0.989,0.0,0.0,0.456,0.573,0.0,0.226,0.028,0.092,0.037,0.011,1.849,2.147,2.215,2.265,1.806,1.02,0.27,0.483
786,14.372,9.774,0.245,7.8,6.804,0.798,0.0,5.711,0.0,0.0,2.48,3.995,0.0,2.277,0.204,1.45,0.915,0.471,11.99,6.967,0.031,4.442,3.23,0.348,0.0,2.218,0.0,0.0,0.927,1.341,0.0,0.65,0.064,0.328,0.17,0.073,2.382,2.808,3.357,3.574,3.493,1.682,0.579,0.465
787,10.129,6.698,0.158,5.993,5.302,0.923,0.0,3.951,0.0,0.0,2.626,2.959,0.079,1.787,0.102,1.016,0.631,0.35,7.935,4.553,0.024,3.458,2.583,0.427,0.0,1.701,0.0,0.0,0.995,1.061,0.046,0.56,0.032,0.271,0.136,0.063,2.194,2.146,2.535,2.718,2.249,1.703,0.568,0.447
788,8.673,6.449,0.429,5.652,5.091,0.605,0.0,4.574,0.0,0.0,1.783,3.866,0.079,2.649,0.167,1.974,1.412,0.765,7.119,4.405,0.052,3.216,2.414,0.289,0.0,1.799,0.0,0.0,0.705,1.254,0.031,0.705,0.056,0.433,0.255,0.114,1.555,2.045,2.436,2.678,2.775,1.178,0.417,0.43
789,9.966,6.771,0.231,6.029,4.497,0.878,0.0,3.97,0.0,0.0,1.595,3.236,0.0,2.061,0.151,1.397,0.94,0.572,7.604,4.456,0.027,3.209,2.222,0.322,0.0,1.61,0.0,0.0,0.656,1.075,0.0,0.556,0.052,0.316,0.17,0.085,2.362,2.315,2.82,2.276,2.36,0.717,0.334,0.451
790,11.922,7.376,0.236,7.854,5.503,2.337,0.0,4.335,0.289,0.0,3.562,3.72,0.0,2.657,0.124,1.823,0.948,0.645,8.9,5.815,0.043,4.82,3.058,0.937,0.0,2.027,0.046,0.0,1.416,1.481,0.0,0.923,0.045,0.537,0.244,0.133,3.023,1.561,3.034,2.445,2.308,1.224,0.478,0.434
791,11.38,7.771,0.26,6.643,5.339,0.812,0.0,4.314,0.0,0.0,1.876,3.083,0.0,1.715,0.185,1.11,0.729,0.411,8.552,4.916,0.027,3.337,2.18,0.271,0.0,1.386,0.0,0.0,0.506,0.849,0.0,0.364,0.06,0.194,0.103,0.053,2.829,2.855,3.305,3.158,2.928,1.064,0.235,0.457
792,8.975,5.753,0.038,4.692,3.653,0.607,0.0,2.86,0.0,0.0,1.5,1.741,0.0,0.924,0.083,0.471,0.253,0.086,6.91,3.77,0.004,2.308,1.456,0.197,0.0,0.892,0.0,0.0,0.396,0.495,0.0,0.208,0.028,0.087,0.035,0.012,2.064,1.983,2.384,2.197,1.968,0.892,0.199,0.479
793,11.707,7.575,0.307,7.262,5.051,1.422,0.0,4.636,0.0,0.0,2.255,3.415,0.192,2.582,0.0,1.878,1.161,0.603,7.884,4.432,0.016,3.331,2.405,0.41,0.0,1.831,0.0,0.0,0.831,1.059,0.111,0.664,0.0,0.371,0.144,0.048,3.823,3.143,3.931,2.645,2.805,0.833,0.42,0.446
794,13.121,8.575,0.321,7.856,6.053,1.327,0.0,4.605,0.0,0.0,2.83,3.708,0.096,2.472,0.102,1.718,1.025,0.576,10.622,5.589,0.028,4.134,2.357,0.567,0.0,1.483,0.0,0.0,0.789,0.971,0.029,0.501,0.032,0.285,0.138,0.063,2.499,2.986,3.722,3.696,3.122,1.503,0.222,0.451
795,9.259,6.271,0.161,5.675,4.256,0.878,0.0,3.756,0.0,0.0,1.595,2.871,0.096,1.899,0.083,1.308,0.82,0.343,8.041,4.469,0.025,3.597,2.161,0.563,0.0,1.603,0.0,0.0,0.738,1.021,0.036,0.567,0.028,0.326,0.169,0.062,1.218,1.802,2.078,2.094,2.153,0.717,0.175,0.448
796,6.853,4.215,0.0,3.745,3.114,0.664,0.0,1.848,0.0,0.0,1.734,1.072,0.0,0.565,0.068,0.254,0.0,0.0,5.943,3.1,0.0,2.361,1.719,0.372,0.0,0.806,0.0,0.0,0.871,0.394,0.0,0.174,0.024,0.074,0.0,0.0,0.91,1.116,1.383,1.395,1.042,1.07,0.499,0.468
797,6.853,4.215,0.0,3.745,3.114,0.664,0.0,1.848,0.0,0.0,1.734,1.072,0.0,0.574,0.068,0.254,0.0,0.0,6.634,3.445,0.0,2.728,2.135,0.469,0.0,1.001,0.0,0.0,1.209,0.457,0.0,0.239,0.024,0.103,0.0,0.0,0.22,0.77,1.017,0.979,0.848,1.07,0.74,0.468
798,8.483,5.016,0.0,5.234,3.224,1.72,0.0,2.603,0.289,0.0,2.202,1.449,0.0,0.691,0.083,0.364,0.197,0.0,7.257,3.801,0.0,3.767,1.712,1.387,0.0,1.108,0.25,0.0,1.247,0.534,0.0,0.222,0.028,0.103,0.039,0.0,1.227,1.215,1.467,1.512,1.495,0.482,0.14,0.456
799,7.56,4.715,0.0,4.17,3.034,0.705,0.0,2.335,0.0,0.0,1.498,1.342,0.0,0.625,0.083,0.316,0.152,0.0,5.372,2.859,0.0,1.952,1.226,0.214,0.0,0.721,0.0,0.0,0.398,0.367,0.0,0.127,0.028,0.05,0.015,0.0,2.188,1.856,2.218,1.808,1.614,0.793,0.183,0.472
800,7.56,4.715,0.0,4.17,3.034,0.705,0.0,2.335,0.0,0.0,1.498,1.342,0.0,0.614,0.083,0.316,0.152,0.0,5.573,2.916,0.0,2.044,1.312,0.246,0.0,0.768,0.0,0.0,0.463,0.382,0.0,0.132,0.028,0.053,0.015,0.0,1.987,1.799,2.126,1.722,1.567,0.793,0.217,0.472
801,7.56,4.715,0.0,4.17,3.034,0.705,0.0,2.335,0.0,0.0,1.498,1.342,0.0,0.625,0.083,0.316,0.152,0.0,5.707,2.983,0.0,2.116,1.369,0.265,0.0,0.805,0.0,0.0,0.503,0.396,0.0,0.142,0.028,0.056,0.017,0.0,1.853,1.732,2.054,1.665,1.531,0.793,0.237,0.472
802,8.431,5.109,0.0,4.803,3.377,0.994,0.0,2.505,0.0,0.0,1.851,1.898,0.0,0.693,0.068,0.409,0.124,0.0,6.073,3.115,0.0,2.319,1.383,0.352,0.0,0.812,0.0,0.0,0.513,0.523,0.0,0.161,0.024,0.063,0.009,0.0,2.358,1.994,2.484,1.994,1.694,0.858,0.161,0.464
803,9.301,5.52,0.0,5.311,3.946,1.177,0.0,2.817,0.0,0.0,2.527,1.974,0.0,1.077,0.056,0.421,0.101,0.0,7.82,3.944,0.0,3.196,2.211,0.593,0.0,1.262,0.0,0.0,1.209,0.795,0.0,0.325,0.021,0.108,0.012,0.0,1.481,1.575,2.115,1.735,1.555,1.35,0.616,0.46
804,8.268,5.253,0.0,4.311,3.553,0.607,0.0,2.493,0.0,0.0,1.569,1.629,0.0,0.721,0.083,0.395,0.198,0.054,7.041,4.032,0.0,2.868,2.08,0.352,0.0,1.124,0.0,0.0,0.812,0.622,0.0,0.246,0.028,0.118,0.049,0.011,1.227,1.221,1.443,1.473,1.369,0.961,0.46,0.478
805,8.431,5.109,0.0,4.803,3.354,0.994,0.0,2.679,0.0,0.0,1.838,1.463,0.0,1.083,0.068,0.298,0.124,0.0,7.257,3.905,0.0,3.217,1.808,0.603,0.0,1.142,0.0,0.0,0.898,0.589,0.0,0.411,0.024,0.086,0.026,0.0,1.174,1.204,1.586,1.546,1.537,0.845,0.294,0.464
806,11.502,8.433,0.612,7.139,6.084,0.674,0.0,5.215,0.0,0.0,1.766,4.35,0.0,2.737,0.253,2.04,1.49,1.054,9.428,5.732,0.071,4.018,2.842,0.311,0.0,2.011,0.0,0.0,0.682,1.384,0.0,0.707,0.084,0.436,0.261,0.152,2.074,2.701,3.121,3.242,3.204,1.092,0.371,0.444
807,9.301,5.575,0.0,4.959,4.499,0.98,0.0,2.872,0.0,0.0,2.849,1.887,0.0,0.987,0.045,0.456,0.051,0.0,6.122,3.432,0.0,2.584,1.743,0.391,0.0,0.98,0.0,0.0,0.758,0.536,0.0,0.223,0.023,0.079,0.007,0.0,3.179,2.143,2.375,2.755,1.892,1.869,0.367,0.465
808,14.698,9.486,0.35,8.697,7.006,1.526,0.0,5.06,0.0,0.0,3.622,3.688,0.0,2.756,0.167,2.127,1.068,0.578,12.421,6.583,0.053,5.212,3.292,0.814,0.0,1.989,0.0,0.0,1.448,1.232,0.0,0.761,0.056,0.466,0.226,0.105,2.277,2.903,3.485,3.714,3.071,2.097,0.634,0.452
809,9.803,6.877,0.184,5.655,4.787,0.526,0.0,3.705,0.0,0.0,1.542,2.846,0.0,1.47,0.204,0.984,0.588,0.328,7.552,4.385,0.02,2.91,1.934,0.199,0.0,1.234,0.0,0.0,0.416,0.782,0.0,0.331,0.057,0.18,0.093,0.044,2.252,2.492,2.745,2.853,2.47,1.016,0.217,0.458
810,6.812,4.966,0.063,4.089,3.466,0.333,0.0,2.858,0.0,0.0,0.943,2.316,0.0,1.247,0.167,0.84,0.522,0.318,6.812,4.966,0.063,4.089,3.466,0.333,0.0,2.858,0.0,0.0,0.943,2.316,0.0,1.247,0.167,0.84,0.522,0.318,0.0,0.0,0.0,0.0,0.0,0.609,0.609,0.451
811,6.812,4.966,0.063,4.089,3.466,0.333,0.0,2.858,0.0,0.0,0.943,2.316,0.0,1.247,0.167,0.84,0.522,0.318,5.489,3.264,0.006,2.196,1.512,0.148,0.0,1.016,0.0,0.0,0.331,0.664,0.0,0.285,0.049,0.155,0.077,0.038,1.323,1.702,1.893,1.954,1.842,0.609,0.183,0.451
812,8.268,5.253,0.0,4.361,3.349,0.636,0.0,2.621,0.0,0.0,1.488,1.799,0.0,0.75,0.083,0.406,0.192,0.068,5.981,3.028,0.0,1.929,1.282,0.161,0.0,0.781,0.0,0.0,0.347,0.431,0.0,0.142,0.028,0.06,0.02,0.004,2.286,2.225,2.432,2.067,1.84,0.852,0.186,0.478
813,12.414,8.151,0.397,7.128,6.007,1.16,0.0,5.15,0.0,0.0,2.718,3.546,0.0,2.732,0.124,1.943,1.363,0.686,10.487,5.948,0.045,4.101,3.064,0.51,0.0,2.099,0.0,0.0,1.163,1.123,0.0,0.701,0.039,0.453,0.267,0.097,1.927,2.203,3.026,2.944,3.051,1.558,0.653,0.453
814,7.845,5.288,0.054,4.78,4.215,0.731,0.0,3.335,0.0,0.0,2.015,2.529,0.079,1.543,0.083,0.878,0.531,0.193,5.626,3.236,0.003,2.329,1.626,0.246,0.0,1.092,0.0,0.0,0.514,0.655,0.031,0.309,0.028,0.151,0.073,0.019,2.219,2.052,2.452,2.589,2.244,1.284,0.267,0.441
815,7.682,5.36,0.099,4.723,3.802,0.622,0.0,3.108,0.0,0.0,1.292,2.61,0.0,1.535,0.151,0.975,0.58,0.351,6.119,3.604,0.011,2.607,1.774,0.263,0.0,1.208,0.0,0.0,0.482,0.829,0.0,0.392,0.052,0.208,0.103,0.052,1.563,1.756,2.116,2.028,1.9,0.67,0.219,0.447
