,Chi0,Chi1,Chi10,Chi2,Chi3,Chi3c,Chi3ch,Chi4,Chi4c,Chi4ch,Chi4pc,Chi5,Chi5ch,Chi6,Chi6ch,Chi7,Chi8,Chi9,Chiv0,Chiv1,Chiv10,Chiv2,Chiv3,Chiv3c,Chiv3ch,Chiv4,Chiv4c,Chiv4ch,Chiv4pc,Chiv5,Chiv5ch,Chiv6,Chiv6ch,Chiv7,Chiv8,Chiv9,dchi0,dchi1,dchi2,dchi3,dchi4,knotp,knotpv,mChi1
0,10.008,6.02,0.0,5.702,4.098,1.205,0.0,2.926,0.0,0.0,2.499,2.081,0.0,1.507,0.068,0.566,0.298,0.0,6.893,3.482,0.0,2.557,1.657,0.377,0.0,0.941,0.0,0.0,0.682,0.567,0.0,0.267,0.024,0.085,0.024,0.0,3.115,2.537,3.145,2.441,1.984,1.294,0.305,0.463
1,8.431,5.126,0.0,4.675,3.626,0.898,0.0,2.564,0.0,0.0,2.125,1.597,0.0,0.714,0.068,0.502,0.124,0.0,5.482,2.869,0.0,1.978,1.245,0.238,0.0,0.704,0.0,0.0,0.437,0.368,0.0,0.13,0.024,0.057,0.01,0.0,2.949,2.257,2.697,2.381,1.86,1.228,0.199,0.466
2,8.431,5.147,0.0,4.581,3.645,0.883,0.0,2.68,0.0,0.0,1.968,1.77,0.0,0.777,0.056,0.416,0.062,0.0,5.921,3.454,0.0,2.605,1.73,0.362,0.0,1.083,0.0,0.0,0.647,0.6,0.0,0.248,0.032,0.094,0.01,0.0,2.51,1.693,1.976,1.915,1.597,1.084,0.285,0.468
3,8.431,5.109,0.0,4.772,3.582,0.971,0.0,2.195,0.0,0.0,2.126,1.744,0.0,1.026,0.068,0.438,0.045,0.0,5.482,2.863,0.0,2.009,1.222,0.258,0.0,0.656,0.0,0.0,0.416,0.395,0.0,0.156,0.024,0.05,0.005,0.0,2.949,2.246,2.763,2.359,1.538,1.155,0.158,0.464
4,8.431,5.126,0.0,4.675,3.626,0.898,0.0,2.564,0.0,0.0,2.125,1.597,0.0,0.714,0.068,0.502,0.124,0.0,5.612,2.934,0.0,2.044,1.314,0.255,0.0,0.74,0.0,0.0,0.489,0.381,0.0,0.136,0.024,0.061,0.011,0.0,2.819,2.192,2.632,2.313,1.824,1.228,0.234,0.466
5,7.439,4.037,0.0,3.851,1.981,0.977,0.0,1.016,0.0,0.0,1.412,0.544,0.0,0.0,0.0,0.0,0.0,0.0,5.297,3.372,0.0,2.409,1.284,0.329,0.0,0.675,0.0,0.0,0.404,0.183,0.0,0.0,0.0,0.0,0.0,0.0,2.142,0.665,1.442,0.698,0.341,0.435,0.075,0.505
6,5.699,3.27,0.0,2.536,1.135,0.408,0.0,0.612,0.0,0.0,0.289,0.408,0.0,0.0,0.0,0.0,0.0,0.0,4.054,2.19,0.0,1.286,0.595,0.065,0.0,0.253,0.0,0.0,0.046,0.087,0.0,0.0,0.0,0.0,0.0,0.0,1.645,1.081,1.25,0.54,0.359,0.12,0.019,0.545
7,8.268,5.182,0.0,4.755,2.94,0.901,0.0,2.231,0.0,0.0,1.05,1.746,0.0,0.848,0.083,0.615,0.156,0.039,5.819,3.18,0.0,2.237,1.292,0.257,0.0,0.788,0.0,0.0,0.313,0.49,0.0,0.191,0.028,0.087,0.022,0.004,2.448,2.002,2.518,1.648,1.443,0.149,0.056,0.471
8,7.276,4.164,0.0,3.485,1.934,0.697,0.0,0.822,0.0,0.0,0.781,0.687,0.0,0.236,0.0,0.0,0.0,0.0,4.962,2.601,0.0,1.637,0.845,0.167,0.0,0.348,0.0,0.0,0.177,0.17,0.0,0.044,0.0,0.0,0.0,0.0,2.314,1.563,1.848,1.088,0.474,0.085,0.01,0.52
9,3.414,1.914,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.309,1.132,0.0,0.447,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106,0.782,0.553,0.4,0.0,0.0,0.0,0.638
10,10.431,5.93,0.0,5.605,2.832,1.316,0.0,1.876,0.0,0.0,1.543,1.469,0.0,0.657,0.0,0.272,0.0,0.0,7.111,3.649,0.0,2.524,1.322,0.321,0.0,0.771,0.0,0.0,0.379,0.41,0.0,0.134,0.0,0.043,0.0,0.0,3.32,2.282,3.081,1.509,1.106,0.227,0.057,0.494
11,6.975,4.877,0.028,4.263,3.683,0.538,0.0,3.089,0.0,0.0,1.44,2.063,0.118,1.293,0.068,0.824,0.457,0.145,5.074,2.773,0.001,1.86,1.252,0.177,0.0,0.784,0.0,0.0,0.366,0.393,0.032,0.179,0.014,0.086,0.035,0.008,1.901,2.104,2.403,2.431,2.305,0.902,0.189,0.443
12,13.569,9.13,0.671,8.263,7.759,1.332,0.0,6.388,0.0,0.0,3.985,4.806,0.175,3.673,0.068,2.581,1.764,1.113,9.787,5.686,0.059,4.312,3.178,0.574,0.0,2.166,0.0,0.0,1.256,1.324,0.074,0.8,0.014,0.445,0.243,0.125,3.781,3.444,3.951,4.58,4.222,2.653,0.681,0.435
13,8.431,5.092,0.0,4.943,3.058,1.099,0.0,2.607,0.0,0.0,1.515,1.686,0.096,0.792,0.0,0.33,0.124,0.0,5.379,2.767,0.0,1.904,1.061,0.241,0.0,0.661,0.0,0.0,0.315,0.294,0.036,0.108,0.0,0.034,0.009,0.0,3.051,2.325,3.039,1.997,1.946,0.416,0.074,0.463
14,7.724,4.626,0.0,4.25,3.702,0.856,0.0,2.088,0.0,0.0,2.341,1.346,0.0,0.676,0.056,0.295,0.0,0.0,5.214,2.965,0.0,2.272,1.474,0.338,0.0,0.791,0.0,0.0,0.606,0.438,0.0,0.16,0.032,0.052,0.0,0.0,2.51,1.66,1.978,2.228,1.297,1.485,0.267,0.463
15,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.523,0.102,0.27,0.068,0.0,4.742,2.588,0.0,1.671,1.021,0.129,0.0,0.581,0.0,0.0,0.22,0.33,0.0,0.098,0.032,0.035,0.007,0.0,1.948,1.716,1.971,1.572,1.22,0.54,0.091,0.478
16,11.544,7.665,0.35,7.016,5.105,1.166,0.0,4.314,0.0,0.0,1.963,3.173,0.192,2.217,0.0,1.563,0.965,0.531,9.756,6.619,0.179,5.534,4.576,0.618,0.0,3.808,0.0,0.0,1.504,2.612,0.208,1.824,0.0,1.202,0.656,0.33,1.788,1.046,1.483,0.529,0.506,0.797,0.886,0.451
17,17.035,10.766,0.39,10.622,7.351,2.615,0.0,5.764,0.25,0.0,3.848,4.224,0.0,2.898,0.167,2.05,1.544,0.522,12.16,7.472,0.065,5.455,3.42,0.751,0.0,2.356,0.041,0.0,1.011,1.454,0.0,0.812,0.056,0.552,0.293,0.114,4.875,3.294,5.167,3.931,3.408,1.233,0.26,0.449
18,5.983,3.805,0.0,3.239,2.54,0.471,0.0,1.502,0.0,0.0,1.138,1.024,0.0,0.392,0.083,0.18,0.0,0.0,4.204,2.275,0.0,1.489,0.882,0.129,0.0,0.464,0.0,0.0,0.207,0.259,0.0,0.066,0.028,0.018,0.0,0.0,1.779,1.53,1.75,1.659,1.037,0.667,0.078,0.476
19,15.284,9.362,0.204,8.403,6.583,1.595,0.0,4.225,0.0,0.0,3.786,3.099,0.0,2.123,0.083,1.328,0.681,0.372,11.583,6.356,0.031,4.988,2.945,0.83,0.0,1.622,0.0,0.0,1.304,1.076,0.0,0.585,0.028,0.294,0.142,0.06,3.701,3.007,3.415,3.638,2.603,2.191,0.473,0.468
20,16.077,9.155,0.724,11.501,14.387,4.491,0.0,13.277,0.644,0.125,17.291,11.778,0.135,9.47,0.0,6.67,4.222,1.953,16.747,9.374,0.68,12.034,15.306,4.879,0.0,13.98,0.728,0.125,19.291,12.246,0.125,9.602,0.0,6.756,4.185,1.853,0.67,0.219,0.533,0.919,0.703,12.8,14.412,0.366
21,21.137,13.585,1.873,13.721,11.827,3.27,0.0,9.957,0.214,0.0,8.044,8.927,0.083,6.555,0.137,5.099,3.891,2.775,18.257,11.846,1.465,11.435,10.334,2.524,0.0,8.684,0.214,0.0,6.763,7.192,0.083,5.359,0.137,4.238,3.125,2.23,2.88,1.739,2.285,1.493,1.273,4.773,4.239,0.425
22,10.646,5.776,0.0,6.005,3.143,1.908,0.0,2.42,0.144,0.0,2.901,1.276,0.0,0.333,0.0,0.0,0.0,0.0,6.428,3.171,0.0,2.478,1.285,0.57,0.0,0.714,0.056,0.0,0.708,0.236,0.0,0.046,0.0,0.0,0.0,0.0,4.218,2.605,3.527,1.858,1.706,0.994,0.138,0.481
23,15.784,9.687,0.388,10.037,7.136,2.909,0.0,5.487,0.354,0.0,4.134,4.256,0.079,3.214,0.068,1.998,1.3,0.82,11.406,7.282,0.064,5.614,3.355,0.938,0.0,2.228,0.045,0.0,1.249,1.516,0.045,0.958,0.017,0.543,0.309,0.157,4.378,2.405,4.422,3.781,3.259,1.226,0.311,0.44
24,7.682,5.36,0.099,4.723,3.802,0.622,0.0,3.108,0.0,0.0,1.292,2.61,0.0,1.535,0.151,0.975,0.58,0.351,5.781,3.35,0.007,2.292,1.529,0.19,0.0,1.011,0.0,0.0,0.362,0.67,0.0,0.298,0.045,0.155,0.075,0.036,1.901,2.01,2.431,2.273,2.097,0.67,0.171,0.447
25,5.983,3.805,0.0,3.239,2.54,0.471,0.0,1.502,0.0,0.0,1.138,1.024,0.0,0.381,0.083,0.18,0.0,0.0,4.757,2.551,0.0,1.786,1.115,0.209,0.0,0.563,0.0,0.0,0.37,0.317,0.0,0.094,0.028,0.033,0.0,0.0,1.227,1.254,1.453,1.425,0.938,0.667,0.161,0.476
26,7.56,4.715,0.0,4.17,3.034,0.705,0.0,2.335,0.0,0.0,1.498,1.342,0.0,0.625,0.083,0.316,0.152,0.0,5.112,2.729,0.0,1.822,1.134,0.182,0.0,0.654,0.0,0.0,0.333,0.342,0.0,0.113,0.028,0.043,0.011,0.0,2.448,1.987,2.347,1.9,1.681,0.793,0.151,0.472
27,11.707,7.559,0.378,7.286,5.165,1.439,0.0,4.708,0.0,0.0,2.315,3.415,0.0,2.629,0.124,1.696,1.318,0.591,8.942,4.79,0.027,3.5,2.184,0.475,0.0,1.535,0.0,0.0,0.774,0.916,0.0,0.537,0.039,0.293,0.168,0.062,2.764,2.768,3.786,2.98,3.173,0.876,0.299,0.445
28,7.82,4.77,0.0,3.597,1.885,0.408,0.0,1.156,0.0,0.0,0.289,0.693,0.0,0.401,0.0,0.217,0.144,0.0,6.598,3.988,0.0,2.558,1.494,0.065,0.0,0.88,0.0,0.0,0.046,0.497,0.0,0.263,0.0,0.116,0.053,0.0,1.222,0.782,1.039,0.391,0.276,0.12,0.019,0.53
29,5.862,3.126,0.0,3.023,0.943,0.816,0.0,0.943,0.0,0.0,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.087,2.025,0.0,1.447,0.47,0.247,0.0,0.253,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.775,1.101,1.577,0.473,0.69,0.345,0.119,0.521
30,6.69,4.343,0.0,3.43,2.813,0.402,0.0,2.0,0.0,0.0,1.069,1.21,0.0,0.518,0.083,0.259,0.093,0.0,5.165,2.663,0.0,1.672,1.085,0.123,0.0,0.63,0.0,0.0,0.254,0.329,0.0,0.104,0.028,0.04,0.011,0.0,1.525,1.679,1.758,1.728,1.37,0.667,0.131,0.483
31,9.682,6.198,0.078,5.347,3.654,0.811,0.0,2.535,0.0,0.0,1.309,2.01,0.0,0.961,0.102,0.579,0.301,0.147,6.858,3.75,0.006,2.442,1.436,0.199,0.0,0.847,0.0,0.0,0.299,0.514,0.0,0.208,0.032,0.099,0.043,0.017,2.824,2.449,2.904,2.218,1.688,0.498,0.1,0.477
32,6.732,3.553,0.0,3.347,2.103,0.859,0.0,0.77,0.0,0.0,1.821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.288,2.01,0.0,1.398,0.741,0.25,0.0,0.106,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.444,1.543,1.949,1.362,0.664,0.962,0.155,0.508
33,6.853,4.198,0.0,3.922,2.678,0.789,0.0,1.857,0.0,0.0,1.39,1.208,0.118,0.572,0.0,0.079,0.0,0.0,4.755,2.721,0.0,1.997,1.293,0.227,0.0,0.799,0.0,0.0,0.367,0.342,0.072,0.123,0.0,0.018,0.0,0.0,2.098,1.477,1.925,1.385,1.057,0.601,0.14,0.466
34,7.439,4.037,0.0,3.851,1.981,0.977,0.0,1.016,0.0,0.0,1.412,0.544,0.0,0.0,0.0,0.0,0.0,0.0,4.443,2.164,0.0,1.452,0.653,0.209,0.0,0.253,0.0,0.0,0.222,0.075,0.0,0.0,0.0,0.0,0.0,0.0,2.997,1.872,2.399,1.328,0.763,0.435,0.013,0.505
35,6.784,3.417,0.0,4.159,1.021,1.969,0.0,1.225,0.354,0.0,0.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.707,3.478,0.0,2.862,1.024,0.71,0.0,0.529,0.077,0.0,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.078,0.061,1.296,0.003,0.696,1.152,0.356,0.488
36,9.138,5.592,0.0,5.263,3.512,1.084,0.0,2.54,0.0,0.0,1.723,1.835,0.0,1.126,0.068,0.674,0.206,0.032,6.189,3.32,0.0,2.394,1.395,0.312,0.0,0.854,0.0,0.0,0.42,0.505,0.0,0.225,0.024,0.094,0.024,0.004,2.949,2.272,2.87,2.116,1.686,0.639,0.108,0.466
37,7.113,4.27,0.0,3.243,1.635,0.408,0.0,0.979,0.0,0.0,0.289,0.568,0.0,0.306,0.0,0.204,0.0,0.0,5.468,3.19,0.0,1.993,1.095,0.065,0.0,0.597,0.0,0.0,0.046,0.297,0.0,0.127,0.0,0.044,0.0,0.0,1.645,1.081,1.25,0.54,0.382,0.12,0.019,0.534
38,6.146,3.698,0.0,3.531,2.52,0.76,0.0,1.83,0.0,0.0,1.41,0.905,0.096,0.263,0.0,0.0,0.0,0.0,4.587,2.281,0.0,1.72,1.003,0.28,0.0,0.532,0.0,0.0,0.43,0.195,0.035,0.054,0.0,0.0,0.0,0.0,1.559,1.418,1.811,1.517,1.298,0.65,0.149,0.462
39,5.983,3.788,0.0,3.377,2.199,0.577,0.0,1.737,0.0,0.0,0.742,0.971,0.0,0.51,0.083,0.096,0.0,0.0,4.088,2.097,0.0,1.33,0.697,0.129,0.0,0.383,0.0,0.0,0.139,0.184,0.0,0.056,0.019,0.009,0.0,0.0,1.896,1.691,2.047,1.501,1.355,0.164,0.01,0.473
40,11.707,7.613,0.231,6.936,5.713,1.229,0.0,4.695,0.0,0.0,2.754,3.217,0.096,2.455,0.068,1.427,0.81,0.494,8.484,4.906,0.026,3.657,2.546,0.466,0.0,1.695,0.0,0.0,0.892,1.022,0.056,0.604,0.017,0.291,0.139,0.067,3.223,2.707,3.279,3.167,3.0,1.524,0.426,0.448
41,7.682,5.36,0.099,4.723,3.802,0.622,0.0,3.108,0.0,0.0,1.292,2.61,0.0,1.533,0.151,0.975,0.58,0.351,6.04,3.647,0.011,2.582,1.795,0.22,0.0,1.22,0.0,0.0,0.442,0.839,0.0,0.398,0.053,0.213,0.106,0.053,1.642,1.713,2.141,2.007,1.888,0.67,0.222,0.447
42,13.905,9.593,1.432,9.377,8.691,1.878,0.0,7.351,0.118,0.0,5.092,6.175,0.083,4.889,0.172,3.905,2.928,2.196,12.062,7.945,0.61,7.217,6.419,1.331,0.0,5.34,0.102,0.0,3.473,4.193,0.072,3.064,0.114,2.324,1.616,1.054,1.843,1.648,2.16,2.272,2.011,3.214,2.142,0.417
43,8.146,4.591,0.0,3.869,2.693,0.761,0.0,1.375,0.0,0.0,1.778,0.455,0.0,0.192,0.0,0.0,0.0,0.0,6.509,3.263,0.0,2.084,1.25,0.31,0.0,0.433,0.0,0.0,0.604,0.184,0.0,0.059,0.0,0.0,0.0,0.0,1.637,1.329,1.785,1.443,0.942,1.016,0.294,0.51
44,9.464,5.464,0.0,5.155,4.976,1.155,0.0,2.873,0.0,0.0,3.643,1.659,0.0,0.851,0.037,0.351,0.0,0.0,10.267,5.928,0.0,5.69,5.857,1.309,0.0,3.381,0.0,0.0,4.481,1.952,0.0,1.02,0.037,0.431,0.0,0.0,0.803,0.464,0.536,0.881,0.508,2.488,3.172,0.455
45,15.707,9.273,0.063,8.256,5.486,1.668,0.0,3.149,0.0,0.0,2.914,2.39,0.0,1.218,0.0,0.647,0.456,0.215,11.43,6.289,0.01,4.263,2.613,0.468,0.0,1.414,0.0,0.0,0.77,0.816,0.0,0.395,0.0,0.21,0.11,0.042,4.277,2.984,3.994,2.874,1.735,1.246,0.302,0.488
46,5.82,3.932,0.0,2.939,2.172,0.204,0.0,1.707,0.0,0.0,0.433,0.799,0.144,0.407,0.0,0.186,0.042,0.0,4.593,2.606,0.0,1.616,0.969,0.102,0.0,0.577,0.0,0.0,0.177,0.223,0.037,0.091,0.0,0.031,0.005,0.0,1.227,1.326,1.324,1.203,1.13,0.229,0.075,0.491
47,9.259,6.271,0.161,5.675,4.256,0.878,0.0,3.756,0.0,0.0,1.595,2.871,0.096,1.91,0.083,1.308,0.82,0.346,6.949,4.04,0.016,2.93,2.017,0.311,0.0,1.441,0.0,0.0,0.617,0.895,0.036,0.481,0.028,0.263,0.133,0.045,2.31,2.231,2.745,2.239,2.315,0.717,0.307,0.448
48,10.836,7.182,0.233,6.503,5.294,1.038,0.0,3.9,0.0,0.0,2.536,3.097,0.096,2.143,0.083,1.503,1.006,0.48,7.858,4.494,0.024,3.265,2.264,0.364,0.0,1.526,0.0,0.0,0.734,0.984,0.036,0.549,0.028,0.31,0.166,0.064,2.979,2.688,3.238,3.03,2.373,1.497,0.37,0.449
49,13.569,9.13,0.671,8.263,7.759,1.332,0.0,6.388,0.0,0.0,3.985,4.806,0.175,3.673,0.068,2.581,1.764,1.113,9.671,5.659,0.059,4.286,3.171,0.561,0.0,2.176,0.0,0.0,1.24,1.335,0.074,0.804,0.016,0.447,0.246,0.125,3.898,3.472,3.978,4.588,4.211,2.653,0.679,0.435
50,8.812,5.788,0.095,4.829,3.119,0.612,0.0,2.285,0.0,0.0,0.722,1.291,0.144,0.776,0.0,0.565,0.327,0.18,8.625,6.671,0.124,5.756,4.901,0.418,0.0,4.24,0.0,0.0,0.979,2.268,0.433,1.441,0.0,0.936,0.549,0.274,0.187,0.883,0.927,1.782,1.956,0.109,0.561,0.482
51,9.464,5.464,0.0,5.155,4.976,1.155,0.0,2.873,0.0,0.0,3.643,1.659,0.0,0.851,0.037,0.351,0.0,0.0,6.147,3.549,0.0,2.944,2.099,0.516,0.0,1.212,0.0,0.0,1.058,0.7,0.0,0.297,0.037,0.102,0.0,0.0,3.317,1.915,2.211,2.877,1.661,2.488,0.542,0.455
52,12.251,8.203,0.415,7.173,5.604,1.082,0.0,4.455,0.0,0.0,2.118,3.467,0.096,2.706,0.068,1.909,1.265,0.767,10.04,5.589,0.059,3.958,2.743,0.417,0.0,1.865,0.0,0.0,0.814,1.208,0.036,0.778,0.024,0.458,0.253,0.128,2.211,2.614,3.215,2.861,2.59,1.036,0.398,0.456
53,11.585,6.968,0.0,6.393,4.922,1.332,0.0,3.734,0.0,0.0,2.852,2.863,0.0,1.381,0.045,0.834,0.379,0.095,8.199,4.547,0.0,3.455,2.27,0.528,0.0,1.488,0.0,0.0,0.951,0.911,0.0,0.42,0.026,0.208,0.065,0.014,3.386,2.422,2.938,2.652,2.246,1.521,0.423,0.465
54,11.544,7.665,0.308,7.004,5.18,1.166,0.0,4.212,0.0,0.0,2.022,3.332,0.096,2.423,0.068,1.656,1.124,0.66,9.079,5.2,0.043,3.777,2.519,0.423,0.0,1.746,0.0,0.0,0.753,1.125,0.036,0.681,0.024,0.392,0.219,0.106,2.465,2.464,3.228,2.661,2.466,0.856,0.33,0.451
55,7.397,4.788,0.0,4.134,2.529,0.612,0.0,2.09,0.0,0.0,0.642,1.455,0.0,0.654,0.102,0.361,0.191,0.048,5.795,3.115,0.0,2.047,1.094,0.185,0.0,0.725,0.0,0.0,0.189,0.413,0.0,0.144,0.032,0.063,0.027,0.006,1.602,1.673,2.086,1.435,1.365,0.03,0.004,0.479
56,6.812,4.966,0.063,4.089,3.466,0.333,0.0,2.858,0.0,0.0,0.943,2.316,0.0,1.247,0.167,0.84,0.522,0.318,5.619,3.405,0.008,2.347,1.659,0.167,0.0,1.133,0.0,0.0,0.385,0.757,0.0,0.333,0.056,0.186,0.095,0.048,1.193,1.562,1.742,1.808,1.725,0.609,0.218,0.451
57,14.276,9.542,0.898,9.12,7.345,1.66,0.0,6.567,0.0,0.0,3.379,4.965,0.0,3.948,0.194,2.55,1.934,1.188,10.407,6.091,0.101,4.663,3.25,0.587,0.0,2.3,0.0,0.0,1.087,1.57,0.0,0.954,0.069,0.562,0.335,0.185,3.869,3.45,4.457,4.095,4.267,1.719,0.5,0.434
58,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.523,0.102,0.27,0.068,0.0,4.742,2.503,0.0,1.606,0.946,0.142,0.0,0.509,0.0,0.0,0.236,0.276,0.0,0.082,0.025,0.031,0.006,0.0,1.948,1.801,2.036,1.647,1.292,0.54,0.093,0.478
59,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.523,0.102,0.27,0.068,0.0,4.612,2.438,0.0,1.547,0.908,0.129,0.0,0.489,0.0,0.0,0.209,0.265,0.0,0.076,0.025,0.027,0.005,0.0,2.078,1.866,2.095,1.684,1.312,0.54,0.08,0.478
60,8.389,5.877,0.124,4.97,4.183,0.538,0.0,3.437,0.0,0.0,1.44,2.32,0.118,1.323,0.102,0.872,0.529,0.27,7.402,4.479,0.026,3.425,2.59,0.37,0.0,1.904,0.0,0.0,0.885,1.035,0.091,0.54,0.025,0.297,0.147,0.066,0.986,1.398,1.545,1.594,1.532,0.902,0.515,0.452
61,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.51,0.102,0.27,0.068,0.0,5.834,3.029,0.0,2.23,1.273,0.298,0.0,0.726,0.0,0.0,0.493,0.414,0.0,0.144,0.032,0.065,0.014,0.0,0.856,1.276,1.412,1.32,1.075,0.54,0.195,0.478
62,6.95,4.414,0.0,2.768,1.707,0.0,0.0,1.03,0.0,0.0,0.0,0.604,0.0,0.338,0.0,0.177,0.088,0.0,6.397,4.023,0.0,2.491,1.512,0.0,0.0,0.892,0.0,0.0,0.0,0.506,0.0,0.269,0.0,0.128,0.04,0.0,0.553,0.391,0.276,0.195,0.138,0.0,0.0,0.552
63,7.56,4.698,0.0,4.264,3.003,0.789,0.0,1.953,0.0,0.0,1.449,1.449,0.0,0.979,0.083,0.268,0.056,0.0,5.242,2.788,0.0,1.927,1.158,0.225,0.0,0.626,0.0,0.0,0.331,0.39,0.0,0.158,0.028,0.039,0.006,0.0,2.318,1.911,2.337,1.846,1.327,0.66,0.106,0.47
64,9.464,5.464,0.0,5.155,4.976,1.155,0.0,2.873,0.0,0.0,3.643,1.659,0.0,0.851,0.037,0.351,0.0,0.0,9.117,4.558,0.0,3.808,3.443,0.765,0.0,1.722,0.0,0.0,2.304,0.861,0.0,0.391,0.016,0.144,0.0,0.0,0.347,0.906,1.346,1.533,1.151,2.488,1.539,0.455
65,9.38,6.949,0.536,5.994,5.394,0.605,0.0,4.745,0.0,0.0,1.826,4.108,0.0,2.717,0.222,2.086,1.497,1.042,7.774,4.815,0.072,3.508,2.654,0.311,0.0,1.955,0.0,0.0,0.778,1.409,0.0,0.776,0.076,0.496,0.295,0.17,1.607,2.134,2.486,2.74,2.79,1.221,0.467,0.434
66,6.527,4.432,0.0,3.293,2.422,0.204,0.0,1.884,0.0,0.0,0.433,1.309,0.0,0.565,0.102,0.288,0.132,0.029,5.378,3.172,0.0,2.024,1.276,0.118,0.0,0.811,0.0,0.0,0.219,0.463,0.0,0.175,0.032,0.075,0.027,0.005,1.149,1.259,1.268,1.146,1.073,0.229,0.102,0.492
67,9.259,6.271,0.143,5.616,4.435,0.827,0.0,3.822,0.0,0.0,1.725,2.752,0.096,1.51,0.102,0.951,0.585,0.314,6.781,3.935,0.014,2.806,1.907,0.278,0.0,1.297,0.0,0.0,0.536,0.763,0.036,0.357,0.032,0.185,0.089,0.038,2.479,2.336,2.809,2.528,2.525,0.898,0.257,0.448
68,9.138,5.626,0.0,5.1,3.587,0.939,0.0,2.844,0.0,0.0,1.943,2.103,0.0,0.857,0.083,0.468,0.222,0.111,6.02,3.183,0.0,2.156,1.388,0.236,0.0,0.856,0.0,0.0,0.461,0.47,0.0,0.16,0.028,0.068,0.024,0.005,3.118,2.443,2.944,2.2,1.988,1.004,0.225,0.469
69,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.523,0.102,0.27,0.068,0.0,4.612,2.448,0.0,1.52,0.884,0.11,0.0,0.489,0.0,0.0,0.177,0.271,0.0,0.081,0.025,0.027,0.005,0.0,2.078,1.856,2.122,1.709,1.312,0.54,0.066,0.478
70,4.284,2.27,0.0,1.802,0.816,0.408,0.0,0.0,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.179,1.56,0.0,1.032,0.264,0.183,0.0,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.106,0.71,0.77,0.552,0.0,0.0,0.101,0.568
71,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.523,0.102,0.27,0.068,0.0,4.612,2.363,0.0,1.455,0.816,0.123,0.0,0.426,0.0,0.0,0.19,0.227,0.0,0.068,0.019,0.024,0.005,0.0,2.078,1.942,2.187,1.777,1.375,0.54,0.067,0.478
72,6.69,4.305,0.0,3.642,2.593,0.5,0.0,1.801,0.0,0.0,1.04,1.25,0.0,0.523,0.102,0.27,0.068,0.0,4.482,2.298,0.0,1.396,0.782,0.11,0.0,0.41,0.0,0.0,0.168,0.217,0.0,0.063,0.019,0.021,0.004,0.0,2.208,2.007,2.246,1.81,1.391,0.54,0.058,0.478
73,9.138,5.626,0.0,5.1,3.587,0.939,0.0,2.844,0.0,0.0,1.943,2.103,0.0,0.857,0.083,0.468,0.222,0.111,5.89,3.043,0.0,2.01,1.241,0.219,0.0,0.748,0.0,0.0,0.404,0.397,0.0,0.129,0.022,0.053,0.018,0.004,3.248,2.583,3.09,2.347,2.095,1.004,0.185,0.469
74,4.992,2.77,0.0,2.183,0.866,0.408,0.0,0.577,0.0,0.0,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.563,1.635,0.0,0.924,0.328,0.065,0.0,0.151,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429,1.135,1.258,0.538,0.426,0.12,0.032,0.554
75,9.724,5.54,0.0,4.489,3.912,0.856,0.0,1.78,0.0,0.0,2.479,0.753,0.0,0.268,0.0,0.056,0.0,0.0,6.291,3.328,0.0,2.31,1.39,0.349,0.0,0.602,0.0,0.0,0.618,0.236,0.0,0.069,0.0,0.01,0.0,0.0,3.433,2.212,2.18,2.522,1.178,1.623,0.269,0.504
76,5.914,3.061,0.0,3.311,1.0,1.561,0.0,0.75,0.354,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48,3.322,0.0,2.647,1.127,0.552,0.0,0.447,0.065,0.0,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.434,0.261,0.664,0.127,0.303,0.811,0.226,0.51
