,AWeight,PC1,PC2,PC3,PC4,PC5,PC6,Weight,naccr,naro,ncarb,ncobr,ncocl,ncof,ncoi,ndb,ndonr,nhal,nhet,nhev,nhyd,nnitro,noxy,nphos,nring,nrot,nsb,nsulph,nta,ntb
200,13.133,17,25,30,41,51,52,210.124,4,6,11,0,0,0,0,1,1,0,5,16,13,1,4,0,2,1,10,4,29,0
201,15.086,29,46,55,75,101,119,407.31,5,12,15,0,0,3,0,4,3,3,12,27,14,3,4,0,3,3,13,4,41,0
202,13.248,26,35,39,44,50,45,331.208,3,12,19,0,0,3,0,1,1,3,6,25,20,1,2,0,2,7,13,2,45,0
203,12.676,9,11,12,12,12,7,114.083,1,6,7,0,0,0,0,1,1,0,2,9,7,1,1,0,1,1,2,1,16,0
204,12.455,9,11,12,12,12,7,112.091,1,6,7,0,0,0,0,1,2,0,2,9,8,2,0,0,1,1,2,0,17,0
205,18.727,24,35,49,65,82,91,411.992,3,16,17,2,0,0,0,1,1,2,5,22,12,0,3,0,3,3,7,3,34,0
206,12.011,24,36,55,83,122,150,240.22,0,24,20,0,0,0,0,0,0,0,0,20,12,0,0,0,5,0,0,0,32,0
207,12.842,12,15,17,18,20,17,154.104,3,6,9,0,0,0,0,1,1,0,3,12,11,1,2,0,1,2,5,2,23,0
208,12.866,23,33,45,60,73,83,270.179,4,6,16,0,0,0,0,2,1,0,5,21,19,1,4,0,3,3,15,4,40,0
209,16.071,28,42,51,67,83,101,417.836,6,12,15,0,1,0,0,5,2,1,11,26,14,3,4,0,3,5,11,4,40,0
210,12.509,17,21,25,28,32,26,200.152,2,12,14,0,0,0,0,1,0,0,2,16,12,0,2,0,2,3,4,2,28,0
211,12.705,24,30,37,44,51,46,292.205,4,12,19,0,0,0,0,2,0,0,4,23,20,0,4,0,2,7,10,4,43,0
212,15.573,26,40,49,66,83,104,373.758,5,12,14,0,1,0,0,4,3,1,10,24,14,3,4,0,3,3,10,4,38,0
213,13.008,18,26,37,52,66,76,208.128,4,15,12,0,0,0,0,1,0,0,4,16,8,0,4,0,3,1,2,4,24,0
214,12.391,24,34,48,67,90,100,260.207,2,22,19,0,0,0,0,1,0,0,2,21,12,0,2,0,4,1,1,2,33,0
215,13.074,34,51,77,112,151,197,392.234,8,12,22,0,0,0,0,1,1,0,8,30,22,0,8,0,5,4,21,8,52,0
216,12.177,27,36,49,65,79,84,292.256,2,23,22,0,0,0,0,0,0,0,2,24,18,2,0,0,4,4,4,0,42,0
217,12.676,29,39,48,64,80,85,342.245,5,18,22,0,0,0,0,2,0,0,5,27,19,1,4,0,3,5,9,4,46,0
218,16.104,20,26,32,35,40,38,322.077,4,6,14,1,0,0,0,1,2,1,6,20,22,3,2,0,1,7,13,2,42,0
219,15.275,28,39,48,55,70,73,397.138,3,12,21,1,0,1,0,1,1,2,5,26,23,1,2,0,3,6,15,2,49,0
220,22.916,14,20,27,34,41,37,297.913,2,11,9,2,0,0,0,0,1,2,4,13,5,1,1,0,2,0,3,1,18,0
221,12.883,16,19,21,23,27,25,206.136,3,6,12,0,0,0,0,1,2,0,4,16,17,1,3,0,1,6,9,3,33,0
222,13.771,26,36,43,55,74,82,344.263,5,12,17,0,0,0,0,3,3,0,8,25,20,2,5,0,2,8,11,5,45,0
223,16.585,13,18,11,10,9,8,232.194,6,0,6,0,0,0,0,4,0,0,8,14,14,0,6,0,0,7,9,6,28,0
224,12.555,22,26,29,31,35,32,276.21,4,6,18,0,0,0,0,1,1,0,4,22,30,2,2,0,1,11,15,2,52,0
225,12.723,14,17,19,20,23,21,178.126,3,6,11,0,0,0,0,1,1,0,3,14,15,1,2,0,1,4,7,2,29,0
226,26.188,4,6,0,0,0,0,130.942,1,0,2,0,0,0,0,1,1,0,3,5,7,0,2,0,0,0,3,2,12,0
227,12.625,30,49,72,107,150,200,328.238,4,5,22,0,0,0,0,1,1,0,4,26,30,0,4,0,5,2,24,4,56,0
228,13.151,15,23,33,42,48,50,184.114,6,10,8,0,0,0,0,2,0,0,6,14,10,4,2,0,2,0,3,2,24,0
229,12.374,12,21,31,36,37,38,136.109,1,0,10,0,0,0,0,1,0,0,1,11,16,0,1,0,2,0,11,1,27,0
230,12.454,20,28,39,54,70,75,224.178,1,12,15,0,0,0,0,2,1,0,3,18,12,2,1,0,3,0,6,1,30,0
231,13.606,10,15,20,17,10,4,136.062,2,0,6,0,0,0,0,2,2,0,4,10,8,0,4,0,1,2,8,4,18,0
232,13.138,25,37,49,67,87,97,302.181,7,0,15,0,0,0,0,5,1,0,8,23,19,3,5,0,3,6,20,5,42,0
233,12.932,13,15,16,17,13,13,168.115,3,5,8,0,0,0,0,1,3,0,5,13,14,4,1,0,1,5,7,1,27,0
234,13.119,17,22,20,21,21,16,236.142,4,0,12,0,0,0,0,2,2,0,6,18,24,2,4,0,0,7,15,4,42,0
235,17.082,11,12,13,12,9,5,204.98,3,0,5,0,2,0,0,2,1,2,7,12,9,3,2,0,0,5,9,2,21,0
236,13.77,21,31,42,56,74,89,261.623,1,15,15,0,1,0,0,1,2,1,4,19,12,1,2,0,3,2,5,2,31,0
237,15.186,32,46,62,84,101,114,440.407,12,10,14,0,0,0,0,4,2,0,15,29,14,8,4,0,4,7,18,4,43,0
238,14.126,28,43,52,65,87,110,367.267,4,17,17,0,0,3,0,2,1,3,9,26,14,3,2,0,3,3,9,2,40,0
239,13.048,28,40,57,77,96,114,326.207,9,10,16,0,0,0,0,0,4,0,9,25,23,5,4,0,4,4,18,4,48,0
240,15.003,19,23,26,30,34,34,285.065,2,6,14,0,2,0,0,1,1,2,5,19,19,1,2,0,1,9,12,2,38,0
241,13.602,23,32,43,59,78,88,285.649,3,12,16,0,1,0,0,3,1,1,5,21,14,3,1,0,3,1,8,1,35,0
242,17.04,18,29,35,45,55,67,289.681,5,6,7,0,1,0,0,5,2,1,10,17,6,3,4,0,2,1,7,4,23,0
243,16.078,14,20,27,34,41,37,209.011,2,11,9,0,2,0,0,0,1,2,4,13,5,1,1,0,2,0,3,1,18,0
244,14.754,10,14,16,17,16,12,147.54,1,6,8,0,1,0,0,0,1,1,2,10,9,0,1,0,1,0,4,1,19,0
245,14.598,16,20,20,21,26,20,233.566,4,6,10,0,1,0,0,1,2,1,6,16,12,1,4,0,1,5,9,4,28,0
246,15.508,17,23,25,28,30,29,263.641,3,6,10,0,1,0,0,3,2,1,7,17,13,2,3,0,1,4,8,3,30,0
247,18.861,18,25,29,34,38,35,339.503,5,6,9,0,3,0,0,1,0,3,9,18,11,1,3,1,1,6,11,3,29,0
248,14.895,24,38,51,69,86,99,327.684,4,12,14,0,1,0,0,3,3,1,8,22,11,2,4,0,3,2,9,4,33,0
249,15.049,12,17,21,28,32,30,165.535,2,10,7,0,1,0,0,1,1,1,4,11,4,1,2,0,2,0,1,2,15,0
250,13.15,15,21,27,34,43,42,184.106,3,11,10,0,0,0,0,2,1,0,4,14,6,0,4,0,2,1,2,4,20,0
251,13.837,25,40,55,74,93,109,318.249,5,0,15,0,0,0,0,3,3,0,8,23,23,3,4,0,3,3,22,4,46,0
252,12.676,30,40,52,67,81,82,342.253,6,11,20,0,0,0,0,1,1,0,7,27,27,5,2,0,4,7,18,2,54,0
253,13.895,17,20,23,24,20,18,236.219,4,5,10,0,0,0,0,1,3,0,7,17,16,6,0,0,1,5,10,0,33,1
254,12.374,25,36,52,71,96,103,272.222,3,11,19,0,0,0,0,1,1,0,3,22,22,2,1,0,5,3,13,1,44,0
255,12.374,12,20,24,31,38,37,136.109,1,0,10,0,0,0,0,0,0,0,1,11,18,0,1,0,3,0,12,1,29,0
256,13.271,21,31,44,60,79,96,252.141,6,11,12,0,0,0,0,2,1,0,7,19,10,2,5,0,3,2,8,5,29,0
257,15.28,19,30,34,37,42,41,275.046,2,6,13,0,2,0,0,1,1,2,5,18,14,0,3,0,2,4,12,3,32,0
258,13.074,16,22,29,38,49,51,196.117,4,11,11,0,0,0,0,1,0,0,4,15,10,0,4,0,2,2,4,4,25,0
259,14.508,28,40,53,66,77,84,391.727,7,0,18,0,1,0,0,1,4,1,9,27,33,2,5,0,2,7,27,5,60,0
260,23.112,14,20,27,34,41,37,300.462,2,11,9,0,1,0,1,0,1,2,4,13,5,1,1,0,2,0,3,1,18,0
261,13.674,37,53,71,100,144,172,451.231,4,27,27,0,2,0,0,1,1,2,6,33,22,4,0,0,5,4,9,0,55,0
262,13.482,21,29,37,46,55,51,269.646,2,12,17,0,1,0,0,0,1,1,3,20,20,1,1,0,2,5,9,1,40,0
263,14.224,16,22,24,25,28,22,227.582,3,6,12,0,1,0,0,1,0,1,4,16,15,0,3,0,1,4,9,3,31,0
264,14.54,14,20,21,20,24,19,203.56,2,6,10,0,1,0,0,1,1,1,4,14,11,0,3,0,1,3,7,3,25,0
265,14.131,25,38,42,53,62,65,339.136,1,12,21,0,2,0,0,0,1,2,3,24,26,0,1,0,2,4,13,1,50,0
266,14.804,23,34,41,49,57,57,325.692,4,6,14,0,1,0,0,3,2,1,8,22,20,3,3,0,2,3,14,3,42,0
267,13.108,28,39,58,84,107,114,327.709,2,23,22,0,1,0,0,0,0,1,3,25,17,2,0,0,4,4,5,0,42,0
268,14.463,13,18,24,30,36,30,173.558,2,11,9,0,1,0,0,0,1,1,3,12,6,1,1,0,2,0,2,1,18,0
269,13.377,26,37,50,68,95,112,307.679,4,12,18,0,1,0,0,2,1,1,5,23,19,4,0,0,4,1,12,0,42,0
270,12.827,24,34,47,62,77,88,282.19,5,6,17,0,0,0,0,2,0,0,5,22,21,1,4,0,3,3,16,4,43,0
271,12.905,31,44,62,86,115,148,374.243,6,13,22,0,0,0,0,2,1,0,7,29,25,1,6,0,3,5,16,6,54,0
272,12.723,30,42,54,70,87,97,356.248,5,0,23,0,0,0,0,4,1,0,5,28,34,0,5,0,3,6,26,5,62,0
273,12.625,30,45,67,97,135,170,328.242,4,10,21,0,0,0,0,1,2,0,5,26,26,2,3,0,5,1,19,3,52,0
274,15.757,23,33,42,53,62,70,346.643,6,11,14,0,1,0,0,2,0,1,8,22,16,0,5,1,2,6,10,5,38,0
275,12.787,20,27,36,45,57,57,230.158,3,6,14,0,0,0,0,1,0,0,4,18,17,1,3,0,3,1,13,3,35,0
276,15.728,25,39,48,65,78,102,361.747,5,6,13,0,1,0,0,4,3,1,10,23,18,3,4,0,3,3,15,4,41,0
277,15.573,27,44,58,82,105,136,373.758,5,6,14,0,1,0,0,5,3,1,10,24,16,3,4,0,4,2,16,4,40,0
278,12.62,39,59,81,118,158,200,454.332,5,6,30,0,0,0,0,5,3,0,6,36,39,1,5,0,4,3,28,5,75,0
279,13.341,9,12,12,15,12,10,120.071,4,6,4,0,0,0,0,1,3,0,5,9,6,4,1,0,1,0,2,1,15,0
280,13.895,18,26,32,36,44,46,236.211,4,12,12,0,0,0,0,2,2,0,5,17,12,2,2,0,2,2,4,2,29,0
281,12.676,11,11,9,8,7,6,152.108,1,0,10,0,0,0,0,1,1,0,2,12,20,0,2,0,0,8,10,2,32,0
282,13.008,10,14,17,16,16,11,130.082,3,6,7,0,0,0,0,1,1,0,3,10,9,1,2,0,1,0,3,2,19,0
283,13.136,38,45,46,41,42,41,512.309,9,0,25,0,0,0,0,5,6,0,14,39,48,6,8,0,0,23,33,8,87,0
284,13.665,21,29,38,51,68,75,259.631,2,12,15,0,1,0,0,2,1,1,4,19,11,2,1,0,3,1,7,1,30,0
285,12.676,21,25,28,30,34,31,266.191,3,6,17,0,0,0,0,1,2,0,4,21,27,1,3,0,1,10,14,3,48,0
286,12.358,26,41,63,87,114,145,284.229,2,0,21,0,0,0,0,3,1,0,2,23,26,0,2,0,4,1,22,2,49,1
287,12.973,31,53,84,116,156,203,363.235,5,0,22,0,0,1,0,4,3,1,6,28,29,0,5,0,4,2,27,5,57,0
288,14.904,19,26,29,36,38,39,283.184,6,6,12,0,0,0,0,1,0,0,7,19,21,2,3,1,1,7,12,3,40,0
289,15.973,15,23,28,38,46,44,223.62,3,6,8,0,1,0,0,3,1,1,6,14,7,2,2,0,2,0,6,2,21,0
290,12.57,26,33,42,52,65,71,314.239,4,11,20,0,0,0,0,1,1,0,5,25,29,3,2,0,2,10,14,2,54,0
291,12.809,20,24,29,34,38,35,256.172,4,6,16,0,0,0,0,2,0,0,4,20,22,0,4,0,1,8,12,4,42,0
292,17.22,19,26,32,40,48,46,309.966,0,12,14,0,4,0,0,1,0,4,4,18,8,0,0,0,2,2,6,0,26,0
293,15.238,18,25,30,36,46,41,259.047,2,12,13,0,2,0,0,0,2,2,4,17,10,0,2,0,2,2,6,2,27,0
294,18.695,16,26,28,32,40,39,299.116,4,6,6,0,2,0,0,4,2,2,10,16,6,2,4,0,1,2,6,4,22,0
295,18.097,11,14,14,9,9,7,217.167,5,0,5,0,0,0,0,2,1,0,7,12,12,1,3,1,0,5,9,3,24,0
296,13.631,16,23,28,33,40,40,218.104,5,6,8,0,0,0,0,3,1,0,8,16,7,3,5,0,1,3,7,5,23,0
297,12.326,20,25,30,37,44,42,234.193,2,12,17,0,0,0,0,0,0,0,2,19,21,1,1,0,2,6,8,1,40,0
298,12.296,15,19,24,28,32,26,172.142,1,12,13,0,0,0,0,1,0,0,1,14,10,0,1,0,2,2,2,1,24,0
299,12.925,24,33,42,47,47,47,310.204,4,0,17,0,0,0,0,3,3,0,7,24,31,3,4,0,1,8,21,4,55,0
300,12.898,39,52,72,100,139,172,464.316,12,11,24,0,0,0,0,0,4,0,12,36,40,8,4,0,4,12,28,4,76,0
301,12.41,26,36,48,59,64,70,310.251,3,12,21,0,0,0,0,1,1,0,4,25,29,3,1,0,2,8,13,1,54,0
302,17.275,15,18,21,18,12,12,276.392,4,0,10,0,0,0,0,2,0,0,6,16,20,2,0,0,0,4,13,0,36,0
303,18.233,13,15,15,15,11,9,255.261,5,0,8,0,0,0,0,1,0,0,6,14,19,0,2,1,0,9,12,2,33,0
304,12.809,9,10,10,9,6,1,128.086,1,0,8,0,0,0,0,1,1,0,2,10,16,0,2,0,0,5,8,2,26,0
305,12.486,20,21,21,18,16,15,262.203,3,0,18,0,0,0,0,0,3,0,3,21,39,1,2,0,0,16,20,2,60,0
306,14.012,17,21,23,25,28,23,238.203,3,6,12,0,0,0,0,2,3,0,5,17,15,1,3,0,1,6,9,3,32,0
307,13.391,34,49,68,94,117,131,401.728,5,20,22,0,1,0,0,2,2,1,8,30,24,5,2,0,5,5,12,2,54,0
308,12.759,31,43,57,74,92,99,357.259,4,16,22,0,0,1,0,3,1,1,6,28,22,3,2,0,4,6,12,2,50,0
309,12.715,18,23,28,33,40,38,216.155,4,6,13,0,0,0,0,0,2,0,4,17,20,2,2,0,2,4,12,2,37,0
310,13.341,19,28,39,50,61,70,240.134,8,10,10,0,0,0,0,2,2,0,8,18,14,4,4,0,2,3,7,4,32,0
311,16.569,18,25,35,47,58,62,265.109,2,16,13,0,0,0,0,1,0,0,3,16,9,1,1,0,3,1,1,1,25,0
312,13.465,82,118,157,193,227,250,1036.767,18,22,51,0,0,0,0,10,4,0,26,77,64,12,12,0,6,7,50,12,141,0
313,14.6,23,36,46,61,81,88,306.606,2,6,14,0,1,3,0,1,1,4,7,21,9,1,2,0,3,0,15,2,30,1
314,12.221,22,33,50,73,100,120,232.201,1,20,17,0,0,0,0,0,1,0,2,19,14,2,0,0,4,0,2,0,33,0
315,12.771,21,26,31,34,37,33,268.183,4,0,17,0,0,0,0,4,2,0,4,21,26,0,4,0,1,10,17,4,47,0
316,13.008,22,34,48,70,92,108,260.16,5,12,15,0,0,0,0,2,3,0,5,20,10,0,5,0,3,0,8,5,30,0
317,13.182,25,36,50,67,90,104,303.188,6,11,15,0,0,1,0,2,2,1,8,23,17,4,3,0,3,3,12,3,40,0
318,12.95,18,25,32,43,50,51,220.147,6,11,11,0,0,0,0,0,0,0,6,17,14,4,2,0,2,3,7,2,31,0
319,12.625,29,44,61,87,117,147,328.238,4,6,22,0,0,0,0,2,0,0,4,26,28,0,4,0,4,2,21,4,54,0
320,12.471,29,43,61,85,115,143,324.25,3,6,23,0,0,0,0,1,1,0,3,26,32,0,3,0,4,4,22,3,58,0
321,12.581,24,38,56,78,106,131,264.195,3,6,18,0,0,0,0,0,3,0,3,21,24,0,3,0,4,0,18,3,45,0
322,15.318,19,26,32,35,40,41,291.045,3,6,13,0,2,0,0,3,1,2,6,19,12,0,4,0,1,6,10,4,31,0
323,12.866,13,14,15,12,9,8,180.122,4,0,10,0,0,0,0,0,4,0,4,14,24,2,2,0,0,9,13,2,38,0
324,12.842,12,15,18,21,21,15,154.104,2,6,9,0,0,0,0,1,1,0,3,12,11,1,2,0,1,3,5,2,23,0
325,19.069,18,23,24,25,18,19,362.311,8,0,9,0,0,0,0,2,0,0,10,19,22,0,4,2,0,12,16,4,41,0
326,12.809,16,22,30,38,41,41,192.133,2,6,11,0,0,0,0,2,1,0,4,15,12,2,2,0,2,2,8,2,27,0
327,12.385,17,25,30,41,51,54,198.16,2,6,14,0,0,0,0,1,1,0,2,16,19,1,1,0,2,2,10,1,35,0
328,15.515,17,25,30,38,49,56,248.244,5,10,9,0,0,0,0,2,1,0,7,16,10,2,3,0,2,3,5,3,26,0
329,17.997,10,18,18,9,0,0,197.963,3,0,2,0,0,0,0,2,5,0,9,11,8,0,7,2,0,2,8,7,19,0
330,12.778,13,16,18,20,22,17,166.115,3,6,10,0,0,0,0,0,3,0,3,13,15,1,2,0,1,4,7,2,28,0
331,12.676,23,34,49,70,91,111,266.191,2,10,17,0,0,0,0,1,2,0,4,21,21,1,3,0,3,4,12,3,42,0
332,12.367,30,42,56,74,89,96,346.284,4,17,24,0,0,0,0,1,0,0,4,28,31,3,1,0,3,7,12,1,59,0
333,13.184,17,21,22,25,30,28,224.131,4,6,11,0,0,0,0,2,2,0,6,17,14,2,4,0,1,5,9,4,31,0
334,12.509,17,22,26,32,38,36,200.152,1,12,14,0,0,0,0,1,1,0,2,16,12,0,2,0,2,3,4,2,28,0
335,14.604,26,37,51,69,88,101,365.107,5,6,18,0,2,0,0,4,1,2,7,25,19,1,4,0,2,4,16,4,44,0
336,13.631,23,31,39,51,63,70,286.251,4,16,15,0,0,0,0,1,2,0,6,21,13,3,2,0,3,3,6,2,34,0
337,12.641,20,26,31,36,44,44,240.173,2,12,16,0,0,0,0,2,1,0,3,19,14,0,3,0,2,5,6,3,33,0
338,13.587,26,37,43,49,59,56,339.669,4,12,20,0,1,0,0,2,0,1,5,25,21,0,4,0,2,6,12,4,46,0
339,16.451,16,22,26,27,29,29,263.215,5,6,10,0,0,0,0,1,0,0,6,16,15,0,3,1,1,5,9,3,31,0
340,13.618,30,41,52,64,79,83,367.683,5,12,20,0,1,0,0,1,0,1,7,27,21,2,4,0,4,5,17,4,48,0
341,13.372,24,34,43,57,60,70,294.18,7,16,13,0,0,2,0,0,1,2,9,22,12,6,1,0,3,5,8,1,34,0
342,13.896,9,12,13,13,14,8,125.062,3,6,4,0,0,1,0,1,2,1,5,9,4,3,1,0,1,0,2,1,13,0
343,13.042,33,55,83,113,154,201,391.245,6,0,23,0,0,1,0,4,2,1,7,30,31,0,6,0,4,3,29,6,61,0
344,13.558,21,30,35,42,50,48,271.153,2,12,14,0,0,3,0,1,2,3,6,20,10,1,2,0,2,3,8,2,30,0
345,13.145,24,35,49,67,88,111,289.181,5,11,15,0,0,1,0,2,0,1,7,22,14,3,3,0,3,2,11,3,36,0
346,13.113,21,32,45,64,90,107,249.156,3,11,14,0,0,1,0,2,1,1,5,19,12,1,3,0,3,1,8,3,31,0
347,13.195,36,63,98,149,214,283,422.254,6,0,24,0,0,2,0,4,2,2,8,32,30,0,6,0,5,2,32,6,62,0
348,12.861,30,52,81,112,154,202,347.236,4,0,22,0,0,1,0,4,2,1,5,27,29,0,4,0,4,1,26,4,56,0
349,14.117,9,12,13,13,14,8,127.054,2,6,4,0,0,1,0,2,2,1,5,9,3,2,2,0,1,0,1,2,12,0
350,12.842,19,26,33,39,46,47,231.161,1,12,15,0,0,1,0,1,1,1,3,18,13,0,2,0,2,3,6,2,31,0
351,12.695,39,55,75,97,124,138,444.335,3,18,29,0,0,2,0,1,1,2,6,35,31,3,1,0,5,7,20,1,66,0
352,13.954,19,28,31,36,44,39,265.126,3,6,11,0,0,3,0,2,1,3,8,19,11,2,3,0,1,3,11,3,30,0
353,12.548,28,39,53,71,84,86,326.246,3,17,22,0,0,0,0,2,1,0,4,26,21,1,3,0,3,5,9,3,47,0
354,13.247,49,64,67,77,84,78,662.366,12,0,34,0,0,0,0,6,8,0,16,50,59,1,15,0,0,29,43,15,109,0
355,15.222,22,32,38,47,52,61,319.661,5,11,12,0,1,0,0,3,3,1,9,21,11,2,5,0,2,5,8,5,32,0
356,12.778,13,16,18,19,22,21,166.115,2,6,10,0,0,0,0,1,1,0,3,13,13,1,2,0,1,4,6,2,26,0
357,12.676,24,37,55,82,119,156,266.191,4,6,17,0,0,0,0,1,1,0,4,21,21,1,3,0,4,1,17,3,42,0
358,13.452,19,26,34,43,50,57,242.13,8,10,9,0,0,0,0,1,4,0,9,18,13,5,4,0,2,5,8,4,31,0
359,12.676,18,25,27,25,28,23,228.162,2,6,15,0,0,0,0,1,1,0,3,18,22,0,3,0,1,6,11,3,40,0
360,13.461,11,15,17,19,20,12,148.073,3,6,7,0,0,0,0,1,3,0,4,11,6,0,4,0,1,1,4,4,17,0
361,13.739,24,35,43,55,59,68,302.25,4,6,15,0,0,0,0,3,2,0,7,22,21,3,3,0,3,3,15,3,43,0
362,13.422,36,51,63,76,83,87,456.354,5,6,24,0,0,0,0,6,3,0,10,34,34,4,5,0,3,7,24,5,68,0
363,13.494,33,45,53,62,71,73,418.329,6,12,21,0,0,0,0,4,3,0,10,31,27,5,4,0,3,7,17,4,58,0
364,14.115,35,48,58,70,80,79,465.789,5,12,23,0,1,0,0,4,3,1,10,33,28,3,5,0,3,8,19,5,61,0
365,13.985,26,40,61,87,117,147,335.634,6,6,17,0,1,0,0,3,0,1,7,24,17,0,6,0,3,3,17,6,41,0
366,12.011,16,23,30,37,44,52,180.165,0,10,15,0,0,0,0,0,0,0,0,15,18,0,0,0,2,1,6,0,33,0
367,13.15,14,17,20,21,23,20,184.106,4,6,10,0,0,0,0,0,2,0,4,14,14,0,4,0,1,5,8,4,28,0
368,13.712,22,32,44,58,70,69,274.24,4,11,14,0,0,0,0,2,1,0,6,20,17,3,2,0,3,2,9,2,37,0
369,13.565,28,39,48,55,70,73,352.687,3,12,21,0,1,1,0,1,1,2,5,26,23,1,2,0,3,6,15,2,49,0
370,21.664,19,35,59,86,112,137,368.281,0,0,10,0,7,0,0,2,0,7,7,17,5,0,0,0,3,0,17,0,22,0
371,13.099,24,35,47,63,78,93,288.17,6,12,16,0,0,0,0,1,3,0,6,22,14,0,6,0,3,2,11,6,36,0
372,19.089,22,33,44,52,64,66,400.859,2,12,13,0,6,0,0,0,2,6,8,21,6,0,2,0,2,2,10,2,27,0
373,12.41,21,28,36,44,53,50,248.196,2,12,18,0,0,0,0,0,2,0,2,20,22,0,2,0,2,5,9,2,42,0
374,12.261,24,31,34,43,48,55,294.252,3,0,21,0,0,0,0,0,1,0,3,24,45,3,0,0,1,12,24,0,69,0
375,12.95,18,27,38,45,52,49,220.143,3,0,12,0,0,0,0,4,1,0,5,17,16,2,3,0,2,1,14,3,33,0
376,12.676,12,16,18,18,20,20,152.108,2,7,10,0,0,0,0,1,1,0,2,12,12,0,2,0,1,1,4,2,24,0
377,12.866,13,14,11,10,9,8,180.122,2,0,10,0,0,0,0,2,2,0,4,14,20,2,2,0,0,7,11,2,34,0
378,13.292,27,37,52,69,91,108,332.299,5,16,20,0,0,0,0,1,2,0,5,25,24,2,2,0,3,7,10,2,49,0
379,17.04,18,29,35,45,55,67,289.681,5,6,7,0,1,0,0,4,3,1,10,17,8,3,4,0,2,1,8,4,25,0
380,12.778,29,48,73,102,136,174,332.226,5,0,21,0,0,0,0,3,3,0,5,26,30,0,5,0,4,2,26,5,56,0
381,12.836,32,52,76,106,143,184,372.247,6,0,23,0,0,0,0,4,2,0,6,29,32,0,6,0,4,3,28,6,61,0
382,16.162,21,35,41,54,73,82,323.233,5,6,8,0,0,3,0,4,3,3,12,20,8,3,4,0,2,1,11,4,28,0
383,14.405,4,4,2,0,0,0,72.023,2,0,1,0,0,0,0,1,3,0,4,5,4,2,2,0,0,0,3,2,9,0
384,12.48,18,26,35,47,60,63,212.167,3,10,14,0,0,0,0,1,0,0,3,17,18,2,1,0,2,3,7,1,35,0
385,12.543,15,20,22,24,26,25,188.141,1,6,13,0,0,0,0,1,1,0,2,15,18,0,2,0,1,4,8,2,33,0
386,12.48,17,22,26,29,30,24,212.167,2,6,14,0,0,0,0,1,1,0,3,17,22,2,1,0,1,5,10,1,39,0
387,20.177,18,26,34,42,50,54,343.012,6,6,9,0,0,0,1,2,3,1,8,17,11,2,5,0,2,2,10,5,28,0
388,17.569,14,18,22,25,27,20,245.969,2,0,7,0,2,0,0,1,1,2,7,14,15,2,2,1,1,5,13,2,29,0
389,12.724,15,20,25,29,36,33,178.13,3,12,10,0,0,0,0,1,2,0,4,14,9,3,1,0,2,1,2,1,23,0
390,14.571,26,39,50,65,79,85,349.714,4,12,16,0,1,0,0,3,2,1,8,24,16,3,3,0,3,3,11,3,40,0
391,12.555,12,16,22,28,30,28,138.105,1,10,9,0,0,0,0,0,2,0,2,11,9,1,1,0,2,1,2,1,20,0
392,13.667,27,39,53,73,98,116,341.665,4,16,19,0,1,0,0,2,1,1,6,25,16,1,4,0,3,4,9,4,41,0
393,12.676,23,33,45,57,70,80,266.191,2,12,17,0,0,0,0,2,1,0,4,21,15,1,3,0,3,3,9,3,36,0
394,30.147,14,20,27,34,41,37,391.913,2,11,9,0,0,0,2,0,1,2,4,13,5,1,1,0,2,0,3,1,18,0
395,23.38,34,47,60,75,92,107,794.933,9,6,19,0,0,0,3,3,8,3,15,34,26,3,9,0,1,12,25,9,60,0
396,32.873,17,24,30,33,37,37,558.838,2,6,11,0,0,0,3,1,2,3,6,17,12,1,2,0,1,4,10,2,29,0
397,23.966,32,44,56,69,82,93,766.923,8,6,18,0,0,0,3,3,6,3,14,32,24,3,8,0,1,11,23,8,56,0
398,33.107,35,50,63,80,85,88,1125.652,4,12,20,0,0,0,6,4,4,6,14,34,14,2,6,0,2,9,19,6,48,0
399,29.017,44,64,87,114,133,152,1247.715,7,12,24,0,0,0,6,6,6,6,19,43,21,5,8,0,2,10,26,8,64,0
400,12.581,23,32,42,56,71,79,264.195,3,17,18,0,0,0,0,1,0,0,3,21,16,0,3,0,3,3,5,3,37,0
401,13.008,17,25,34,45,54,58,208.136,5,10,10,0,0,0,0,2,1,0,6,16,14,4,2,0,2,2,5,2,30,0
402,12.832,18,23,27,31,32,28,218.151,4,11,12,0,0,0,0,1,2,0,5,17,13,3,2,0,2,4,6,2,30,0
403,16.081,27,37,47,58,64,70,402.023,3,17,18,0,4,0,0,0,0,4,7,25,14,2,1,0,3,6,10,1,39,0
404,13.009,10,12,14,14,14,9,130.086,3,6,6,0,0,0,0,1,2,0,4,10,7,3,1,0,1,1,3,1,17,0
405,12.971,29,42,58,83,105,128,350.225,8,10,19,0,0,0,0,4,1,0,8,27,21,3,5,0,3,4,15,5,48,0
406,13.888,17,22,28,35,39,39,222.204,3,11,12,0,0,0,0,1,2,0,4,16,11,1,2,0,2,3,5,2,27,0
407,12.723,14,17,19,18,19,16,178.126,2,6,11,0,0,0,0,1,2,0,3,14,15,1,2,0,1,4,7,2,29,0
408,13.619,55,79,108,142,173,208,667.343,12,28,35,0,2,0,0,1,0,2,14,49,38,8,4,0,7,11,26,4,87,0
409,14.135,50,71,89,112,132,151,664.322,6,16,36,1,0,0,0,5,4,1,11,47,45,4,6,0,4,3,29,6,92,0
