,AWeight,PC1,PC2,PC3,PC4,PC5,PC6,Weight,naccr,naro,ncarb,ncobr,ncocl,ncof,ncoi,ndb,ndonr,nhal,nhet,nhev,nhyd,nnitro,noxy,nphos,nring,nrot,nsb,nsulph,nta,ntb
620,13.871,16,22,30,40,46,52,194.198,3,15,10,0,0,0,0,0,1,0,4,14,7,3,0,0,3,1,1,0,21,0
621,16.103,13,21,27,33,33,24,177.128,1,0,6,0,0,0,0,1,0,0,5,11,12,3,0,1,3,3,12,0,23,0
622,19.029,11,14,13,8,8,8,228.348,4,0,6,0,0,0,0,2,0,0,6,12,12,2,0,0,0,0,9,0,24,0
623,13.79,19,26,33,38,42,45,248.218,3,11,14,0,0,0,0,2,1,0,4,18,12,0,3,0,2,4,6,3,30,0
624,14.687,19,26,34,43,51,52,249.681,2,11,14,0,1,0,0,0,0,1,3,17,14,1,0,0,3,2,8,0,31,0
625,14.636,16,23,26,28,29,31,234.172,6,5,8,0,0,0,0,3,0,0,8,16,13,3,4,0,1,5,8,4,29,0
626,13.821,22,30,34,40,44,48,290.239,4,6,14,0,0,0,0,3,2,0,7,21,21,3,3,0,2,3,13,3,42,0
627,14.012,18,24,26,29,31,31,252.21,3,6,12,0,0,0,0,3,2,0,6,18,18,2,3,0,1,5,9,3,36,0
628,13.195,24,33,42,52,64,63,290.282,2,17,19,0,0,0,0,1,0,0,3,22,17,1,1,0,3,2,6,1,39,0
629,12.736,23,31,43,59,72,87,280.202,6,10,16,0,0,0,0,1,1,0,6,22,24,4,2,0,2,7,12,2,46,0
630,12.676,16,22,30,40,46,48,190.145,5,10,10,0,0,0,0,0,0,0,5,15,15,5,0,0,2,3,6,0,30,0
631,13.606,14,17,14,15,16,13,204.093,6,0,9,0,0,0,0,3,0,0,6,15,14,0,6,0,0,5,11,6,29,0
632,12.746,21,30,40,54,70,78,242.181,7,17,12,0,0,0,0,0,3,0,7,19,11,7,0,0,3,1,4,0,30,0
633,18.63,21,34,41,54,70,86,372.598,5,6,8,0,3,0,0,4,3,3,12,20,8,3,4,0,2,2,11,4,28,0
634,16.617,18,25,30,36,44,41,282.489,2,12,12,0,3,0,0,0,1,3,5,17,7,0,2,0,2,2,6,2,24,0
635,13.69,31,45,58,76,105,122,383.313,4,12,21,0,0,3,0,0,0,3,7,28,24,3,0,0,4,4,19,0,52,0
636,13.008,10,13,14,15,16,10,130.082,2,6,7,0,0,0,0,1,0,0,3,10,7,1,2,0,1,1,3,2,17,0
637,12.961,22,30,39,49,58,57,272.179,7,12,14,0,0,0,0,0,2,0,7,21,18,4,3,0,2,5,10,3,39,0
638,12.715,19,29,40,57,74,85,216.151,3,15,14,0,0,0,0,1,0,0,3,17,12,0,3,0,3,0,3,3,29,0
639,12.581,22,28,36,43,48,42,264.199,3,12,17,0,0,0,0,1,1,0,4,21,20,2,2,0,2,6,9,2,41,0
640,12.581,24,35,49,66,79,90,264.199,3,10,17,0,0,0,0,1,1,0,4,21,20,2,2,0,4,2,13,2,41,0
641,12.609,10,12,13,14,16,11,126.094,2,6,8,0,0,0,0,0,2,0,2,10,11,1,1,0,1,2,4,1,21,0
642,12.391,21,32,36,44,52,55,260.211,3,6,18,0,0,0,0,1,1,0,3,21,22,2,1,0,1,1,12,1,43,2
643,12.795,30,41,54,64,76,74,358.252,8,12,20,0,0,0,0,2,1,0,8,28,29,5,3,0,3,7,16,3,57,0
644,12.768,31,43,58,69,81,79,370.263,8,12,21,0,0,0,0,2,1,0,8,29,31,5,3,0,3,7,17,3,60,0
645,12.326,21,28,37,46,56,55,234.193,2,6,17,0,0,0,0,0,1,0,2,19,25,1,1,0,3,2,15,1,44,0
646,12.625,30,48,76,118,178,245,328.242,5,10,21,0,0,0,0,1,1,0,5,26,26,2,3,0,5,2,19,3,52,0
647,13.614,16,21,26,31,36,31,204.213,3,6,12,0,0,0,0,1,1,0,3,15,16,2,0,0,2,1,9,0,31,0
648,12.531,26,36,50,69,88,105,288.221,4,21,19,0,0,0,0,0,1,0,4,23,16,2,2,0,4,4,5,2,39,0
649,12.909,22,30,41,55,67,76,258.176,5,15,13,0,0,0,0,1,2,0,7,20,13,5,2,0,3,4,6,2,33,0
650,13.586,20,27,33,41,52,53,258.139,4,12,12,0,0,2,0,1,1,2,7,19,10,2,3,0,2,4,7,3,29,0
651,14.583,15,22,25,34,39,40,204.166,4,10,8,0,0,0,0,2,1,0,6,14,8,2,3,0,2,2,3,3,22,0
652,12.973,31,53,84,116,156,203,363.235,5,0,22,0,0,1,0,4,3,1,6,28,29,0,5,0,4,2,27,5,57,0
653,12.836,32,52,76,106,143,184,372.247,6,0,23,0,0,0,0,4,2,0,6,29,32,0,6,0,4,3,28,6,61,0
654,12.836,32,52,76,106,143,184,372.247,6,0,23,0,0,0,0,5,1,0,6,29,30,0,6,0,4,3,27,6,59,0
655,13.175,27,44,68,103,149,204,316.188,8,0,15,0,0,0,0,5,3,0,9,24,18,4,5,0,4,3,22,5,42,0
656,12.649,28,45,67,97,129,164,316.227,4,0,21,0,0,0,0,3,2,0,4,25,30,0,4,0,4,2,25,4,55,0
657,12.778,29,48,73,102,136,174,332.226,5,0,21,0,0,0,0,3,3,0,5,26,30,0,5,0,4,2,26,5,56,0
658,12.778,29,48,73,102,136,174,332.226,5,0,21,0,0,0,0,4,3,0,5,26,28,0,5,0,4,2,25,5,54,0
659,12.581,24,38,56,78,106,131,264.195,3,6,18,0,0,0,0,0,3,0,3,21,24,0,3,0,4,0,18,3,45,0
660,12.41,23,36,53,73,98,122,248.196,2,6,18,0,0,0,0,0,2,0,2,20,24,0,2,0,4,0,17,2,44,0
661,16.998,11,15,18,21,16,12,186.981,1,6,7,0,2,0,0,1,1,2,4,11,4,0,2,0,1,1,4,2,15,0
662,12.917,49,72,106,150,208,263,568.368,10,16,33,0,0,0,0,2,1,0,11,44,40,2,9,0,6,8,31,9,84,0
663,12.486,23,31,39,50,61,65,262.207,4,12,17,0,0,0,0,1,2,0,4,21,19,3,1,0,3,4,10,1,40,0
664,14.005,10,14,18,19,16,11,140.05,5,0,5,0,0,0,0,0,4,0,5,10,10,0,5,0,1,1,10,5,20,0
665,14.005,11,14,16,12,8,4,168.06,6,0,6,0,0,0,0,0,6,0,6,12,14,0,6,0,0,5,11,6,26,0
666,13.83,18,26,34,42,50,54,235.106,6,6,9,0,0,1,0,2,3,1,8,17,11,2,5,0,2,2,10,5,28,0
667,12.48,19,26,35,45,55,58,212.167,2,16,14,0,0,0,0,0,2,0,3,17,12,2,1,0,3,2,3,1,29,0
668,12.455,10,13,17,21,21,18,112.091,1,10,7,0,0,0,0,0,1,0,2,9,6,2,0,0,2,0,0,0,15,0
669,12.759,8,10,11,10,10,5,102.072,2,6,6,0,0,0,0,0,2,0,2,8,7,1,1,0,1,0,2,1,15,0
670,31.908,25,36,44,52,62,68,765.784,4,12,15,0,0,0,4,1,3,4,9,24,11,1,4,0,2,5,12,4,35,0
671,13.253,33,54,80,117,166,221,384.327,5,0,24,0,0,0,0,4,0,0,5,29,32,0,4,0,5,1,29,4,61,0
672,12.836,32,52,76,106,143,184,372.247,6,0,23,0,0,0,0,5,2,0,6,29,30,0,6,0,4,3,27,6,59,0
673,12.778,29,46,70,102,137,172,332.226,5,0,21,0,0,0,0,4,2,0,5,26,28,0,5,0,4,3,25,5,54,0
674,12.778,29,48,73,102,136,174,332.226,5,0,21,0,0,0,0,5,2,0,5,26,26,0,5,0,4,2,24,5,52,0
675,12.41,23,36,53,73,98,122,248.196,2,6,18,0,0,0,0,1,1,0,2,20,22,0,2,0,4,0,16,2,42,0
676,12.809,33,54,79,112,152,199,384.258,6,0,24,0,0,0,0,5,2,0,6,30,32,0,6,0,4,3,28,6,62,0
677,12.391,24,39,58,79,107,134,260.207,2,0,19,0,0,0,0,1,1,0,2,21,30,0,2,0,4,0,23,2,51,0
678,12.391,24,39,58,79,107,134,260.207,2,0,19,0,0,0,0,1,1,0,2,21,30,0,2,0,4,0,23,2,51,0
679,12.391,24,39,58,79,107,134,260.207,2,0,19,0,0,0,0,2,1,0,2,21,28,0,2,0,4,0,22,2,49,0
680,15.352,22,33,47,62,78,94,307.048,6,10,12,0,2,0,0,0,3,2,8,20,12,2,4,0,3,2,12,4,32,0
681,13.771,18,26,35,44,51,55,234.103,8,6,8,0,0,0,0,2,4,0,9,17,11,3,6,0,2,2,10,6,28,0
682,13.75,25,38,51,72,89,101,316.253,4,6,16,0,0,0,0,3,2,0,7,23,18,2,4,0,3,4,16,4,41,0
683,20.177,18,26,34,42,50,54,343.012,6,6,9,0,0,0,1,2,3,1,8,17,11,2,5,0,2,2,10,5,28,0
684,12.759,8,10,11,10,10,5,102.076,3,6,5,0,0,0,0,0,2,0,3,8,7,3,0,0,1,0,2,0,15,0
685,27.777,24,34,41,48,59,62,638.88,4,12,15,0,0,0,3,1,3,3,8,23,12,1,4,0,2,5,11,4,35,0
686,13.151,6,6,6,3,0,0,92.057,2,0,4,0,0,0,0,1,0,0,3,7,10,2,1,0,0,3,5,1,17,0
687,12.344,19,25,29,33,39,38,222.186,3,12,15,0,0,0,0,1,0,0,3,18,17,3,0,0,2,3,6,0,35,0
688,12.602,30,47,67,93,125,158,340.249,4,0,23,0,0,0,0,4,0,0,4,27,32,0,4,0,4,3,26,4,59,0
689,15.552,20,27,32,33,38,39,311.036,5,6,11,0,2,0,0,2,3,2,9,20,12,2,5,0,1,6,12,5,32,0
690,12.709,22,34,49,70,88,106,254.184,4,6,15,0,0,0,0,1,1,0,5,20,21,3,2,0,3,1,15,2,41,0
691,12.374,25,40,60,81,108,138,272.218,2,6,20,0,0,0,0,0,2,0,2,22,24,0,2,0,4,0,18,2,46,1
692,12.358,26,42,62,87,115,146,284.229,2,0,21,0,0,0,0,3,0,0,2,23,30,0,2,0,4,1,23,2,53,0
693,12.49,28,44,64,88,121,152,312.239,3,0,22,0,0,0,0,3,0,0,3,25,32,0,3,0,4,2,25,3,57,0
694,12.011,23,34,51,73,101,116,240.22,0,21,20,0,0,0,0,0,0,0,0,20,16,0,0,0,4,0,2,0,36,0
695,12.598,18,26,36,48,52,53,214.163,4,11,13,0,0,0,0,1,0,0,4,17,17,3,1,0,2,2,6,1,34,0
696,12.374,25,42,62,83,113,144,272.218,2,0,20,0,0,0,0,2,1,0,2,22,30,0,2,0,4,0,23,2,52,0
697,12.391,24,39,58,79,107,134,260.207,2,0,19,0,0,0,0,2,1,0,2,21,28,0,2,0,4,0,22,2,49,0
698,12.618,25,36,49,67,93,109,290.213,4,6,19,0,0,0,0,1,0,0,4,23,27,1,3,0,3,4,18,3,50,0
699,13.481,21,31,45,60,72,86,256.133,8,10,10,0,0,0,0,1,4,0,9,19,12,4,5,0,3,2,10,5,31,0
700,14.628,28,40,53,72,90,102,380.318,7,5,16,0,0,0,0,5,2,0,10,26,16,2,6,0,3,6,18,6,42,0
701,13.653,18,26,35,44,51,55,232.107,7,6,9,0,0,0,0,2,4,0,8,17,12,2,6,0,2,2,10,6,29,0
702,17.412,18,26,34,42,50,54,296.012,6,6,9,1,0,0,0,2,3,1,8,17,11,2,5,0,2,2,10,5,28,0
703,14.005,12,17,22,23,24,19,168.06,6,0,6,0,0,0,0,0,5,0,6,12,12,0,6,0,1,1,12,6,24,0
704,13.195,34,47,57,70,89,94,422.252,9,17,19,0,0,0,0,4,6,0,13,32,19,7,6,0,3,9,13,6,51,0
705,13.008,11,15,19,25,27,23,130.082,2,10,7,0,0,0,0,1,1,0,3,10,5,1,2,0,2,0,0,2,15,0
706,13.293,14,19,21,21,25,22,186.102,4,6,9,0,0,0,0,1,4,0,5,14,11,1,4,0,1,3,7,4,25,0
707,12.41,16,20,23,26,32,26,186.153,3,12,12,0,0,0,0,1,1,0,3,15,11,3,0,0,2,2,3,0,26,0
708,12.454,9,10,11,12,12,7,112.087,1,6,8,0,0,0,0,0,1,0,1,9,10,0,1,0,1,2,3,1,19,0
709,12.318,14,18,24,31,35,35,160.135,1,10,11,0,0,0,0,0,2,0,2,13,14,2,0,0,2,3,4,0,27,0
710,14.868,15,21,27,33,33,38,208.158,5,5,6,0,0,0,0,2,1,0,8,14,6,4,3,0,2,2,8,3,20,0
711,14.868,12,17,21,28,32,30,163.543,3,10,7,0,1,0,0,0,1,1,4,11,5,2,1,0,2,0,2,1,16,0
712,13.507,12,16,18,18,20,21,162.08,3,6,7,0,0,0,0,2,1,0,5,12,5,1,4,0,1,2,4,4,17,0
713,16.585,6,8,4,3,0,0,116.097,3,0,3,0,0,0,0,2,0,0,4,7,8,0,3,0,0,2,4,3,15,0
714,13.607,4,4,2,0,0,0,68.035,2,0,2,0,0,0,0,1,0,0,3,5,6,2,1,0,0,1,3,1,11,0
715,12.391,24,39,58,79,107,134,260.207,2,0,19,0,0,0,0,3,0,0,2,21,26,0,2,0,4,0,21,2,47,0
716,12.676,16,21,27,34,42,40,190.137,2,11,12,0,0,0,0,1,1,0,3,15,11,1,2,0,2,1,4,2,26,0
717,12.51,27,43,64,89,119,150,300.228,3,0,21,0,0,0,0,3,1,0,3,24,30,0,3,0,4,2,24,3,54,0
718,12.905,31,44,62,86,115,148,374.243,6,13,22,0,0,0,0,2,1,0,7,29,25,1,6,0,3,5,16,6,54,0
719,13.536,18,26,35,44,51,55,230.115,8,6,9,0,0,0,0,1,4,0,8,17,13,3,5,0,2,2,11,5,30,0
720,12.836,33,55,85,120,159,212,372.247,6,0,23,0,0,0,0,3,3,0,6,29,32,0,6,0,5,2,30,6,61,0
721,12.908,21,30,36,46,51,50,258.168,4,0,15,0,0,0,0,3,2,0,5,20,23,1,4,0,2,3,18,4,43,0
722,12.866,16,23,31,42,54,60,180.118,3,15,11,0,0,0,0,1,0,0,3,14,6,0,3,0,3,0,0,3,20,0
723,13.195,36,63,98,149,214,283,422.254,6,0,24,0,0,2,0,4,2,2,8,32,30,0,6,0,5,2,32,6,62,0
724,12.374,25,40,60,81,108,138,272.218,2,0,20,0,0,0,0,2,1,0,2,22,26,0,2,0,4,0,22,2,48,1
725,12.374,25,40,60,81,108,138,272.218,2,0,20,0,0,0,0,2,1,0,2,22,26,0,2,0,4,0,22,2,48,1
726,12.51,27,45,68,91,121,156,300.228,3,0,21,0,0,0,0,3,1,0,3,24,30,0,3,0,4,1,24,3,54,0
727,13.271,21,31,45,60,72,86,252.145,8,10,11,0,0,0,0,0,4,0,8,19,14,4,4,0,3,2,11,4,33,0
728,13.761,26,40,55,75,93,107,330.26,5,6,16,0,0,0,0,3,3,0,8,24,19,3,4,0,3,4,17,4,43,0
729,14.005,11,14,16,12,8,4,168.06,6,0,6,0,0,0,0,0,6,0,6,12,14,0,6,0,0,5,11,6,26,0
730,13.536,18,26,35,44,51,55,230.115,8,6,9,0,0,0,0,1,4,0,8,17,13,3,5,0,2,2,11,5,30,0
731,14.256,21,32,40,51,59,72,285.113,6,6,10,0,0,3,0,2,3,3,10,20,11,2,5,0,2,2,13,5,31,0
732,14.741,11,16,16,16,18,17,162.149,2,6,7,0,0,0,0,2,1,0,4,11,9,1,2,0,1,1,3,2,20,0
733,12.736,11,14,16,16,18,15,140.097,2,6,9,0,0,0,0,1,1,0,2,11,10,0,2,0,1,2,4,2,21,0
734,12.676,5,4,3,2,1,0,76.054,1,0,5,0,0,0,0,0,1,0,1,6,12,0,1,0,0,3,5,1,18,0
735,12.581,31,51,76,109,146,183,352.26,4,0,24,0,0,0,0,4,0,0,4,28,34,0,4,0,4,2,27,4,62,0
736,12.358,26,41,62,83,111,143,284.229,2,6,21,0,0,0,0,0,1,0,2,23,26,0,2,0,4,1,19,2,49,1
737,12.431,21,30,42,57,72,74,236.189,3,17,16,0,0,0,0,1,0,0,3,19,14,2,1,0,3,1,3,1,33,0
738,12.897,20,30,44,60,80,88,232.15,4,12,14,0,0,0,0,2,2,0,4,18,8,0,4,0,3,0,6,4,26,0
739,14.355,21,28,36,44,52,54,287.104,0,12,18,0,2,0,0,0,0,2,2,20,20,0,0,0,2,5,9,0,40,0
740,15.787,15,22,29,37,47,46,221.022,2,11,10,0,2,0,0,0,1,2,4,14,7,1,1,0,2,0,4,1,21,0
741,13.23,20,29,41,56,67,78,238.142,8,10,10,0,0,0,0,0,3,0,8,18,13,5,3,0,3,2,10,3,31,0
742,15.425,19,29,36,47,59,70,277.648,4,6,10,0,1,0,0,3,3,1,8,18,12,3,3,0,2,2,10,3,30,0
743,15.153,10,13,14,14,16,13,151.528,1,6,7,0,1,0,0,1,1,1,3,10,5,0,2,0,1,1,3,2,15,0
744,12.211,22,28,34,42,52,47,244.212,2,18,18,0,0,0,0,0,2,0,2,20,16,2,0,0,3,4,4,0,36,0
745,23.197,6,9,6,0,0,0,162.379,1,0,2,0,3,0,0,1,1,3,5,7,1,0,2,0,0,0,5,2,8,0
746,13.008,35,61,95,143,203,268,403.256,6,0,24,0,0,1,0,4,2,1,7,31,31,0,6,0,5,2,31,6,62,0
747,12.801,27,47,72,98,135,173,307.215,3,0,20,0,0,1,0,2,2,1,4,24,29,0,3,0,4,0,25,3,53,0
748,12.968,29,52,84,135,207,300,324.203,5,0,19,0,0,0,0,4,3,0,6,25,22,0,6,0,5,1,25,6,47,0
749,12.011,12,18,27,39,43,49,120.11,0,0,10,0,0,0,0,2,0,0,0,10,12,0,0,0,3,0,10,0,22,0
750,13.852,13,20,24,25,28,24,180.071,5,0,7,0,0,0,0,1,5,0,6,13,12,0,6,0,1,1,12,6,25,0
751,15.185,10,12,12,12,6,3,167.036,4,0,6,0,0,0,0,1,0,0,5,11,15,0,4,1,0,6,9,4,26,0
752,13.215,28,33,36,36,42,42,383.234,4,0,24,0,0,0,0,1,0,0,5,29,51,0,4,1,0,21,27,4,80,0
753,12.374,10,13,10,7,6,7,136.109,1,0,10,0,0,0,0,2,1,0,1,11,18,0,1,0,0,4,8,1,29,0
754,25.323,22,34,44,50,64,68,531.779,2,12,15,4,0,0,0,0,2,4,6,21,12,0,2,0,2,2,10,2,33,0
755,12.48,18,26,32,36,44,46,212.163,2,12,15,0,0,0,0,0,2,0,2,17,16,0,2,0,2,2,6,2,33,0
756,16.418,18,26,32,36,44,46,279.103,2,12,12,0,2,0,0,2,0,2,5,17,8,0,2,0,2,2,4,2,25,0
757,14.129,18,26,32,36,44,46,240.195,4,12,12,0,0,0,0,2,2,0,5,17,10,0,4,0,2,2,4,4,27,0
758,14.583,14,20,24,23,24,23,204.166,4,6,8,0,0,0,0,3,0,0,6,14,10,2,3,0,1,3,5,3,24,0
759,13.777,18,25,29,34,40,38,234.215,2,6,13,0,0,0,0,2,1,0,4,17,19,1,2,0,2,3,10,2,36,0
760,15.314,19,27,31,36,44,42,275.656,5,12,10,0,1,0,0,2,2,1,8,18,9,4,2,0,2,3,5,2,27,0
761,12.343,12,17,19,18,20,19,148.12,1,6,11,0,0,0,0,0,1,0,1,12,16,0,1,0,1,2,6,1,28,0
762,12.699,32,51,74,105,148,185,368.259,4,0,24,0,0,0,0,4,1,0,5,29,34,0,5,0,4,4,28,5,63,0
763,13.06,21,32,47,66,88,97,248.149,5,12,14,0,0,0,0,2,3,0,5,19,8,0,5,0,3,0,7,5,27,0
764,12.233,21,31,47,69,97,112,220.186,1,17,17,0,0,0,0,1,0,0,1,18,10,0,1,0,4,0,3,1,28,0
765,12.908,22,33,48,66,86,100,258.168,4,12,15,0,0,0,0,3,2,0,5,20,9,1,4,0,3,1,7,4,29,0
766,12.565,20,30,44,60,80,88,226.17,3,12,15,0,0,0,0,2,1,0,3,18,11,1,2,0,3,0,6,2,29,0
767,12.565,20,29,43,60,79,85,226.17,3,12,15,0,0,0,0,2,1,0,3,18,11,1,2,0,3,1,6,2,29,0
768,12.949,19,28,40,58,72,85,220.139,4,15,13,0,0,0,0,1,0,0,4,17,10,0,4,0,3,1,3,4,27,0
769,21.095,14,21,28,32,32,27,295.336,2,6,6,0,5,0,0,1,0,5,8,14,0,1,2,0,1,1,7,2,14,0
770,12.581,16,24,36,51,66,72,176.13,2,14,12,0,0,0,0,2,0,0,2,14,6,0,2,0,3,0,0,2,20,0
771,12.486,24,35,51,71,91,103,262.203,3,17,18,0,0,0,0,2,0,0,3,21,11,1,2,0,4,1,5,2,32,0
772,12.211,11,15,20,25,26,23,122.106,0,10,9,0,0,0,0,0,1,0,1,10,9,1,0,0,2,0,1,0,19,0
773,17.098,10,13,16,17,14,10,170.982,1,6,7,0,2,0,0,1,0,2,3,10,4,0,1,0,1,1,3,1,14,0
774,12.75,30,50,76,108,145,189,344.237,5,0,22,0,0,0,0,4,3,0,5,27,30,0,5,0,4,2,26,5,57,0
775,12.956,21,30,45,63,80,96,246.157,5,15,14,0,0,0,0,0,0,0,5,19,13,1,4,0,3,3,6,4,32,0
776,12.509,18,26,38,52,69,73,200.152,2,12,14,0,0,0,0,2,0,0,2,16,8,0,2,0,3,0,4,2,24,0
777,13.008,53,77,111,157,219,277,624.388,12,16,35,0,0,0,0,3,1,0,13,48,42,2,11,0,6,9,34,11,90,0
778,12.454,20,29,42,57,77,86,224.174,2,12,16,0,0,0,0,2,0,0,2,18,12,0,2,0,3,1,6,2,30,0
779,12.676,26,34,43,54,64,59,304.216,4,18,20,0,0,0,0,2,0,0,4,24,14,0,4,0,3,4,6,4,38,0
780,13.008,16,20,25,30,32,27,208.128,4,6,12,0,0,0,0,2,0,0,4,16,14,0,4,0,1,4,8,4,30,0
781,12.809,20,26,29,34,40,35,256.172,4,6,16,0,0,0,0,2,0,0,4,20,22,0,4,0,1,6,12,4,42,0
782,12.154,16,22,31,42,55,55,170.15,1,16,13,0,0,0,0,0,0,0,1,14,9,1,0,0,3,0,0,0,23,0
783,12.746,20,27,33,41,46,41,242.169,2,12,15,0,0,0,0,2,2,0,4,19,13,1,3,0,2,3,6,3,32,0
784,12.326,21,28,37,47,59,58,234.197,3,17,16,0,0,0,0,1,1,0,3,19,13,3,0,0,3,2,3,0,32,0
785,12.842,12,15,19,21,21,14,154.104,3,6,9,0,0,0,0,1,1,0,3,12,11,1,2,0,1,2,5,2,23,0
786,12.41,21,27,36,44,48,43,248.2,1,12,17,0,0,0,0,1,0,0,3,20,20,2,1,0,2,4,8,1,40,0
787,12.723,15,21,28,34,38,36,178.126,2,6,11,0,0,0,0,2,0,0,3,14,11,1,2,0,2,1,7,2,25,0
788,12.165,15,21,30,42,53,56,158.139,0,15,12,0,0,0,0,0,1,0,1,13,9,1,0,0,3,0,0,0,22,0
789,12.581,15,20,25,33,40,37,176.13,1,11,12,0,0,0,0,1,1,0,2,14,10,0,2,0,2,2,3,2,24,0
790,14.386,17,26,31,39,52,56,230.18,4,11,10,0,0,0,0,2,3,0,6,16,9,1,4,0,2,1,4,4,25,0
791,12.634,17,22,27,32,35,30,202.148,2,12,13,0,0,0,0,1,2,0,3,16,11,1,2,0,2,2,4,2,27,0
792,12.842,12,15,18,20,19,14,154.104,3,6,9,0,0,0,0,1,1,0,3,12,11,1,2,0,1,2,5,2,23,0
793,14.254,17,24,30,42,47,56,228.072,8,0,6,0,0,0,0,2,0,0,10,16,8,2,8,0,2,4,15,8,24,0
794,12.787,19,26,32,40,48,50,230.162,4,11,13,0,0,0,0,1,0,0,5,18,15,3,2,0,2,2,7,2,33,0
795,12.318,14,19,24,32,36,36,160.135,1,10,11,0,0,0,0,0,1,0,2,13,14,2,0,0,2,2,4,0,27,0
796,14.837,9,12,14,13,12,8,133.537,1,6,7,0,1,0,0,0,1,1,2,9,8,1,0,0,1,0,3,0,17,0
797,19.825,9,12,14,13,12,8,178.425,0,6,6,0,3,0,0,0,0,3,3,9,3,0,0,0,1,0,3,0,12,0
798,12.374,11,16,17,19,16,11,136.109,1,6,10,0,0,0,0,0,1,0,1,11,14,0,1,0,1,0,5,1,25,0
799,12.809,10,13,15,16,14,9,128.09,2,6,7,0,0,0,0,1,2,0,3,10,8,2,1,0,1,1,3,1,18,0
800,13.008,10,13,15,16,14,9,130.082,2,6,7,0,0,0,0,1,0,0,3,10,7,1,2,0,1,1,3,2,17,0
801,15.352,10,13,15,16,14,9,153.524,2,6,6,0,1,0,0,1,0,1,4,10,4,1,2,0,1,1,3,2,14,0
802,13.099,11,15,17,19,20,12,144.089,3,6,7,0,0,0,0,1,1,0,4,11,8,2,2,0,1,1,4,2,19,0
803,18.702,12,17,20,22,24,19,224.43,2,6,6,0,3,0,0,1,0,3,6,12,2,1,2,0,1,1,5,2,14,0
804,12.374,11,14,17,18,17,11,136.109,1,6,10,0,0,0,0,0,1,0,1,11,14,0,1,0,1,2,5,1,25,0
805,12.374,11,15,17,19,18,16,136.109,1,6,10,0,0,0,0,0,1,0,1,11,14,0,1,0,1,1,5,1,25,0
806,12.128,19,25,33,43,54,52,206.183,1,17,16,0,0,0,0,0,1,0,1,17,13,1,0,0,3,2,2,0,30,0
807,14.005,12,17,22,23,24,19,168.06,6,0,6,0,0,0,0,1,4,0,6,12,10,0,6,0,1,1,11,6,22,0
808,12.41,21,29,36,40,48,54,248.2,3,12,17,0,0,0,0,1,0,0,3,20,20,2,1,0,2,4,8,1,40,0
809,12.438,15,19,24,28,32,26,174.138,2,12,12,0,0,0,0,1,0,0,2,14,9,1,1,0,2,2,2,1,23,0
810,12.011,11,14,18,22,26,20,120.11,0,0,10,0,0,0,0,0,0,0,0,10,18,0,0,0,2,0,11,0,28,0
811,12.211,11,14,18,22,26,20,122.106,1,11,9,0,0,0,0,0,0,0,1,10,7,1,0,0,2,0,0,0,17,0
812,13.28,11,14,17,19,18,11,146.081,3,6,7,0,0,0,0,1,0,0,4,11,7,1,3,0,1,2,4,3,18,0
813,12.598,18,25,33,42,50,57,214.159,3,11,14,0,0,0,0,1,0,0,3,17,17,1,2,0,2,3,6,2,34,0
814,12.918,12,17,23,29,32,29,142.093,2,6,8,0,0,0,0,2,1,0,3,11,5,1,2,0,2,0,4,2,16,0
815,12.192,12,16,20,25,31,26,134.117,1,11,10,0,0,0,0,0,1,0,1,11,9,1,0,0,2,0,1,0,20,0
816,12.192,12,16,20,25,31,26,134.117,1,11,10,0,0,0,0,0,0,0,1,11,9,1,0,0,2,0,1,0,20,0
817,12.192,11,13,16,17,16,11,134.117,1,6,10,0,0,0,0,0,0,0,1,11,15,1,0,0,1,3,5,0,26,0
818,12.724,15,20,24,31,36,33,178.134,5,12,9,0,0,0,0,0,2,0,5,14,9,5,0,0,2,1,3,0,23,0
819,12.709,21,27,33,39,43,37,254.18,3,12,16,0,0,0,0,2,1,0,4,20,15,1,3,0,2,5,7,3,35,0
820,13.426,19,27,35,46,60,67,228.235,3,16,14,0,0,0,0,0,1,0,3,17,12,2,0,0,3,1,3,0,29,0
821,12.676,13,17,21,26,28,25,152.112,2,6,9,0,0,0,0,1,1,0,3,12,10,2,1,0,2,1,6,1,22,0
822,12.676,13,18,22,28,36,32,152.108,2,11,10,0,0,0,0,1,0,0,2,12,8,0,2,0,2,0,1,2,20,0
823,12.136,17,21,26,31,36,30,194.172,1,12,15,0,0,0,0,0,0,0,1,16,17,1,0,0,2,4,5,0,33,0
824,17.234,14,18,22,26,32,28,224.036,0,12,12,1,0,0,0,0,0,1,1,13,9,0,0,0,2,1,2,0,22,0
825,12.165,14,18,22,26,32,28,158.139,1,12,12,0,0,0,0,0,1,0,1,13,11,1,0,0,2,1,2,0,24,0
826,12.296,16,22,30,40,54,55,172.142,1,12,13,0,0,0,0,0,0,0,1,14,10,0,1,0,3,0,4,1,24,0
827,13.586,16,22,30,40,54,55,190.206,2,12,12,0,0,0,0,0,1,0,2,14,9,1,0,0,3,0,4,0,23,0
828,12.296,15,20,24,28,36,34,172.146,2,12,12,0,0,0,0,0,2,0,2,14,12,2,0,0,2,1,3,0,26,0
829,12.277,16,21,26,30,36,36,184.153,1,12,14,0,0,0,0,1,0,0,1,15,12,0,1,0,2,2,3,1,27,0
