,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S6,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S7,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S8,S9,Smax1,Smax10,Smax11,Smax12,Smax13,Smax14,Smax15,Smax16,Smax17,Smax18,Smax19,Smax2,Smax20,Smax21,Smax22,Smax23,Smax24,Smax25,Smax26,Smax27,Smax28,Smax29,Smax3,Smax30,Smax31,Smax32,Smax33,Smax34,Smax35,Smax36,Smax37,Smax38,Smax39,Smax4,Smax40,Smax41,Smax42,Smax43,Smax44,Smax45,Smax46,Smax47,Smax48,Smax49,Smax5,Smax50,Smax51,Smax52,Smax53,Smax54,Smax55,Smax56,Smax57,Smax58,Smax59,Smax6,Smax60,Smax61,Smax62,Smax63,Smax64,Smax65,Smax66,Smax67,Smax68,Smax69,Smax7,Smax70,Smax71,Smax72,Smax73,Smax74,Smax75,Smax76,Smax77,Smax78,Smax8,Smax9,Smin1,Smin10,Smin11,Smin12,Smin13,Smin14,Smin15,Smin16,Smin17,Smin18,Smin19,Smin2,Smin20,Smin21,Smin22,Smin23,Smin24,Smin25,Smin26,Smin27,Smin28,Smin29,Smin3,Smin30,Smin31,Smin32,Smin33,Smin34,Smin35,Smin36,Smin37,Smin38,Smin39,Smin4,Smin40,Smin41,Smin42,Smin43,Smin44,Smin45,Smin46,Smin47,Smin48,Smin49,Smin5,Smin50,Smin51,Smin52,Smin53,Smin54,Smin55,Smin56,Smin57,Smin58,Smin59,Smin6,Smin60,Smin61,Smin62,Smin63,Smin64,Smin65,Smin66,Smin67,Smin68,Smin69,Smin7,Smin70,Smin71,Smin72,Smin73,Smin74,Smin75,Smin76,Smin77,Smin78,Smin8,Smin9
70,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.139,0,0.0,0.0,-0.56,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.111,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.528,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,-0.139,0.0,0,0.0,0.0,-0.56,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.894,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.528,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,-0.139,0.0
71,0.0,0.0,0.0,4.217,0.0,0.0,0.0,-0.553,0.192,0.0,0.0,0.0,0.0,4.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.284,0.0,0.0,0.0,0.0,0.0,0.0,10.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.479,0.0,0,0.0,-0.553,0.192,0.0,0.0,0,0,4.872,0,0.0,0.0,0.0,0.0,0,0.0,3.643,0.0,0,0.0,0.0,0,0.0,10.321,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.322,0.0,0,0.0,-0.553,0.192,0.0,0.0,0,0,4.872,0,0.0,0.0,0.0,0.0,0,0.0,3.641,0.0,0,0.0,0.0,0,0.0,10.321,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
72,0.0,0.0,0.0,3.957,0.0,0.0,0.0,-1.053,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.079,0.0,0.0,0.0,0.0,0.0,8.282,10.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.423,0.0,0,0.0,-1.053,-0.03,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.563,0.0,0,0.0,0.0,0,8.282,10.098,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.197,0.0,0,0.0,-1.053,-0.03,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.516,0.0,0,0.0,0.0,0,8.282,10.098,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
73,0.0,0.0,0.0,3.796,0.0,0.0,0.0,-2.631,-0.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.419,0.0,0.0,0.0,0.0,0.0,17.0,20.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.371,0.0,0,0.0,-1.291,-0.301,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.419,0.0,0,0.0,0.0,0,8.511,10.423,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.193,0.0,0,0.0,-1.34,-0.44,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3.419,0.0,0,0.0,0.0,0,8.489,10.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851,9.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042,0,0.0,0.0,0.0,0,0.0,-0.822,0.0,0.0,0.0,0,0,0.0,0,0.0,2.468,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.851,9.537,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.591,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.042,0.0,0,0.0,0.0,0.0,0,0.0,-0.822,0.0,0.0,0.0,0,0,0.0,0,0.0,2.468,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.851,9.537,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.591,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.042,0.0
75,0.0,0.0,0.0,0.0,-5.22,0.0,0.0,-1.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.058,10.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.687,0,0.0,0.0,-1.588,0,0.0,-1.005,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.896,10.521,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,-0.767,0.0,0,0.0,0.0,-1.864,0,0.0,-1.005,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.244,10.521,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,-0.92,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.91,19.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.383,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.775,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.91,9.707,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-3.799,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,-0.029,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,4.775,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,7.91,9.707,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,-3.799,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,-0.354,0.0
77,0.0,0.0,0.0,10.324,0.0,0.0,0.0,0.0,1.313,2.49,0.0,0.0,0.0,5.497,0.0,0.0,0.0,3.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.659,0,0.0,2.122,0.0,0,0.0,0.0,1.313,1.294,0.0,0,0,5.497,0,0.0,0.0,3.217,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.948,0.0,0,0.0,2.033,0.0,0,0.0,0.0,1.313,1.195,0.0,0,0,5.497,0,0.0,0.0,3.217,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.71,0.0
78,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.293,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.261,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,10.215,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.238,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.003,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,10.179,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.833,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-0.833,0.0,0.0,0.0,0,0,4.25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,9.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,-0.833,0.0,0.0,0.0,0,0,4.25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,9.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
80,0.0,0.0,3.978,1.537,-1.063,0.0,0.0,0.0,3.46,1.157,-0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.007,12.269,12.488,5.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611,0,1.993,1.537,-0.121,0,0.0,0.0,0.882,0.77,-0.486,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,11.007,12.269,6.312,5.636,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.067,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.885,0.0,0,1.985,1.537,-0.778,0,0.0,0.0,0.553,0.386,-0.486,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,11.007,12.269,6.176,5.636,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.938,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.726,0.0
81,0.0,0.0,0.0,0.999,-1.283,0.0,0.0,-1.243,-0.081,0.0,0.0,0.0,0.0,5.099,0.0,0.0,0.0,1.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.344,20.628,0.0,4.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.999,-1.283,0,0.0,-1.243,-0.081,0.0,0.0,0,0,5.099,0,0.0,0.0,1.931,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.344,10.42,0.0,4.444,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.999,-1.283,0,0.0,-1.243,-0.081,0.0,0.0,0,0,5.099,0,0.0,0.0,1.931,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.344,10.208,0.0,4.444,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
82,0.0,0.0,0.0,3.852,-1.607,0.0,0.0,-1.349,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.888,10.431,4.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.316,-1.607,0,0.0,-1.349,0.159,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,9.201,10.431,4.761,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.339,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.264,-1.607,0,0.0,-1.349,-0.103,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.515,10.431,4.761,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.339,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
83,0.0,0.0,0.0,8.263,-1.406,0.0,0.0,-1.226,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.384,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.762,-1.406,0,0.0,-1.226,0.403,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.998,10.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.568,-1.406,0,0.0,-1.226,0.403,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.385,10.25,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
84,0.0,0.0,0.0,11.426,-0.485,0.0,0.0,-0.808,1.617,2.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97,10.916,5.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.937,-0.485,0,0.0,-0.808,0.815,1.047,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.97,10.916,5.144,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.688,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.848,-0.485,0,0.0,-0.808,0.802,1.024,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8.97,10.916,5.144,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.627,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0
85,0.0,0.0,0.0,7.77,-0.562,0.0,0.0,-0.392,5.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.217,0.0,0.0,0.0,0.0,12.751,27.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.989,0,0.0,2.046,-0.124,0,0.0,-0.392,1.192,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.217,0,0.0,0.0,0,0.0,12.751,5.872,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.046,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.901,0.0,0,0.0,1.815,-0.438,0,0.0,-0.392,0.414,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.217,0,0.0,0.0,0,0.0,12.751,5.345,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.529,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0,0.233,0.0
