,EstateVSA0,EstateVSA1,EstateVSA10,EstateVSA2,EstateVSA3,EstateVSA4,EstateVSA5,EstateVSA6,EstateVSA7,EstateVSA8,EstateVSA9,LabuteASA,MRVSA0,MRVSA1,MRVSA2,MRVSA3,MRVSA4,MRVSA5,MRVSA6,MRVSA7,MRVSA8,MRVSA9,MTPSA,PEOEVSA0,PEOEVSA1,PEOEVSA10,PEOEVSA11,PEOEVSA12,PEOEVSA13,PEOEVSA2,PEOEVSA3,PEOEVSA4,PEOEVSA5,PEOEVSA6,PEOEVSA7,PEOEVSA8,PEOEVSA9,VSAEstate0,VSAEstate1,VSAEstate10,VSAEstate2,VSAEstate3,VSAEstate4,VSAEstate5,VSAEstate6,VSAEstate7,VSAEstate8,VSAEstate9,slogPVSA0,slogPVSA1,slogPVSA10,slogPVSA11,slogPVSA2,slogPVSA3,slogPVSA4,slogPVSA5,slogPVSA6,slogPVSA7,slogPVSA8,slogPVSA9
0,15.534,10.71,0.0,0.0,18.199,0.0,0.0,0.0,0.0,11.601,20.229,77.041,9.847,0.0,0.0,0.0,0.0,0.0,43.45,0.0,0.0,22.976,86.28,0.0,20.229,0.0,0.0,11.375,0.0,0.0,0.0,0.0,11.601,6.066,6.066,15.913,5.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.679,5.432,0.0,9.847,0.0,11.601,0.0,20.229,0.0,18.199,5.023,0.0,0.0,11.375
1,17.468,5.563,0.0,0.0,0.0,18.199,0.0,0.0,0.0,15.32,4.795,62.341,20.114,0.0,0.0,0.0,0.0,0.0,23.763,0.0,11.499,5.969,77.76,15.32,0.0,11.499,0.0,0.0,5.969,4.795,0.0,0.0,6.066,12.133,0.0,0.0,5.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.667,0.0,0.0,21.289,11.499,0.0,0.0,0.0,10.358,18.199,0.0,0.0,0.0,0.0
2,31.209,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.163,0.0,63.849,25.163,0.0,0.0,0.0,31.023,6.607,0.0,0.0,0.0,0.0,90.15,25.163,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.421,12.711,12.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.833,0.0,0.0,51.635,0.0,0.0,4.737,0.0,6.421,0.0,0.0,0.0,0.0,0.0
3,11.719,11.313,0.0,0.0,12.133,6.066,0.0,0.0,0.0,15.32,4.795,62.341,20.114,0.0,0.0,0.0,0.0,0.0,23.763,0.0,11.499,5.969,77.76,15.32,0.0,11.499,0.0,0.0,5.969,4.795,0.0,0.0,0.0,18.199,0.0,5.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.667,0.0,0.0,21.289,11.499,0.0,0.0,0.0,10.358,18.199,0.0,0.0,0.0,0.0
4,5.969,17.0,0.0,0.0,0.0,18.199,0.0,0.0,0.0,15.947,4.795,62.886,15.008,0.0,0.0,0.0,0.0,5.734,23.763,0.0,5.75,11.657,83.55,15.947,0.0,0.0,0.0,0.0,5.969,4.795,0.0,0.0,6.066,12.133,0.0,11.251,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.667,0.0,5.734,16.182,5.75,0.0,0.0,0.0,10.358,18.199,0.0,0.0,0.0,5.687
5,28.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.393,9.003,54.142,18.663,0.0,0.0,5.734,6.042,5.753,0.0,0.0,0.0,17.05,100.62,15.393,4.795,11.08,0.0,0.0,5.969,4.209,0.0,0.0,0.0,0.0,0.0,5.753,6.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.982,19.862,-2.122,5.734,31.632,0.0,0.0,15.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5.969,6.421,0.0,12.966,0.0,0.0,0.0,0.0,0.0,10.84,4.795,42.13,9.901,0.0,0.0,5.734,12.842,6.545,0.0,0.0,0.0,5.969,63.32,10.84,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,0.0,12.966,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.167,0.0,5.734,17.621,0.0,0.0,4.795,0.0,12.842,0.0,0.0,0.0,0.0,0.0
7,5.969,12.17,0.0,5.563,0.0,12.133,12.133,0.0,0.0,10.213,4.795,63.911,15.008,0.0,0.0,0.0,6.421,0.0,29.829,0.0,5.75,5.969,57.53,10.213,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,12.133,17.696,0.0,6.421,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.5,0.0,0.0,16.182,5.75,0.0,11.215,0.0,5.563,24.265,0.0,0.0,0.0,0.0
8,5.969,25.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.84,9.589,52.656,14.696,0.0,0.0,5.734,12.842,6.545,0.0,0.0,0.0,11.753,80.39,10.84,9.589,0.0,0.0,0.0,5.969,0.0,0.0,0.0,0.0,0.0,6.421,12.966,5.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.833,0.0,5.734,23.404,0.0,0.0,9.589,0.0,12.842,0.0,0.0,0.0,0.0,0.0
9,0.0,13.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.213,0.0,24.693,10.213,0.0,0.0,0.0,0.0,13.214,0.0,0.0,0.0,0.0,40.46,10.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,23.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,23.888,12.842,0.0,0.0,0.0,6.924,0.0,0.0,5.317,10.213,14.384,74.552,24.597,0.0,5.317,0.0,25.807,0.0,0.0,0.0,0.0,17.846,103.7,15.53,9.589,0.0,5.907,0.0,11.939,4.795,0.0,0.0,0.0,6.421,13.345,0.0,6.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.833,0.0,5.317,34.101,0.0,0.0,14.384,0.0,19.765,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,16.982,0.0,12.655,0.0,0.0,19.936,5.734,0.0,56.321,0.0,0.0,19.936,0.0,0.0,5.734,12.655,0.0,0.0,16.982,80.48,10.718,0.0,11.465,0.0,0.0,0.0,14.952,0.0,0.0,0.0,0.0,0.0,6.327,11.844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,5.734,19.936,0.0,0.0,0.0,0.0,0.0,12.655,0.0,11.164,0.0,5.818
12,31.147,5.818,0.0,11.164,0.0,17.222,0.0,0.0,14.952,15.577,10.213,106.846,20.056,0.0,19.519,0.0,24.54,12.341,12.655,0.0,0.0,16.982,139.54,25.79,4.567,17.693,0.0,0.0,0.0,14.952,0.0,0.0,0.0,0.0,0.0,12.934,30.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.455,50.878,0.0,5.734,59.757,0.0,0.0,4.737,0.0,6.228,12.655,0.0,11.164,0.0,5.818
13,24.135,0.0,0.0,0.0,0.0,0.0,0.0,10.634,5.317,5.734,14.384,61.302,14.384,0.0,15.95,5.734,6.166,0.0,0.0,0.0,0.0,17.969,113.32,16.367,10.111,6.166,0.0,5.907,12.062,9.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.833,0.0,21.684,24.135,0.0,0.0,4.795,0.0,0.0,0.0,0.0,0.0,0.0,9.589
14,24.602,6.607,0.0,0.0,0.0,0.0,0.0,0.0,4.737,20.426,0.0,57.484,25.163,0.0,0.0,0.0,24.602,6.607,0.0,0.0,0.0,0.0,90.15,25.163,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.607,18.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.333,0.0,0.0,51.635,0.0,0.0,4.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,5.969,0.0,0.0,5.563,0.0,0.0,30.332,0.0,0.0,5.107,4.795,52.752,9.901,0.0,0.0,0.0,0.0,0.0,35.895,0.0,0.0,5.969,37.3,5.107,0.0,0.0,0.0,0.0,5.969,4.795,0.0,0.0,18.199,12.133,0.0,5.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.333,0.0,0.0,11.076,0.0,0.0,0.0,0.0,10.358,30.332,0.0,0.0,0.0,0.0
16,5.969,24.536,0.0,5.25,25.015,0.0,0.0,11.762,10.634,5.107,9.589,98.352,14.696,0.0,10.634,0.0,43.017,5.753,0.0,0.0,0.0,23.762,78.43,15.74,4.795,0.0,0.0,0.0,12.0,4.795,11.762,0.0,6.421,12.842,17.424,12.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.796,1.871,10.634,40.193,0.0,11.762,4.795,0.0,25.683,0.0,0.0,0.0,0.0,4.795
17,17.669,22.874,0.0,0.0,48.531,0.0,0.0,0.0,0.0,9.047,29.687,128.365,28.353,0.0,0.0,0.0,0.0,0.0,68.76,0.0,11.499,19.197,142.04,9.047,25.122,0.0,0.0,11.375,7.823,4.565,0.0,0.0,0.0,24.265,24.265,9.847,11.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.335,54.137,0.0,9.047,14.74,11.499,7.823,4.565,20.229,0.0,48.531,0.0,0.0,0.0,11.375
18,0.0,11.499,0.0,0.0,0.0,12.133,12.133,0.0,0.0,10.213,0.0,47.02,10.213,0.0,0.0,0.0,0.0,0.0,24.265,0.0,11.499,0.0,40.46,10.213,0.0,11.499,0.0,0.0,0.0,0.0,0.0,0.0,12.133,12.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333,0.0,0.0,10.213,11.499,0.0,0.0,0.0,0.0,24.265,0.0,0.0,0.0,0.0
19,34.419,5.687,0.0,5.563,0.0,24.265,0.0,0.0,5.317,28.308,20.015,123.815,19.931,0.0,5.317,0.0,16.982,6.607,39.943,0.0,0.0,34.796,112.7,15.53,14.909,4.836,0.0,11.595,0.0,0.0,0.0,0.0,23.202,17.696,12.133,17.572,6.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.521,10.702,5.317,38.529,0.0,23.202,4.795,10.114,11.667,24.265,0.0,0.0,0.0,5.687
20,49.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.009,4.795,168.189,4.795,0.0,0.0,0.0,43.327,0.0,0.0,0.0,0.0,121.793,17.07,0.0,4.795,19.865,0.0,0.0,0.0,0.0,0.0,92.808,23.202,0.0,0.0,0.0,29.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.937,-2.704,65.668,0.0,49.11,0.0,116.009,4.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,12.073,41.295,0.0,30.092,44.946,0.0,0.0,0.0,20.771,5.107,20.114,174.448,25.221,0.0,0.0,46.337,96.871,0.0,0.0,0.0,0.0,5.969,97.99,20.426,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,20.771,97.704,6.421,18.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,44.707,0.0,0.0,4.795,46.337,78.559,0.0,0.0,0.0,0.0,0.0
22,36.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.426,14.384,72.225,34.81,0.0,0.0,0.0,18.443,0.0,0.0,0.0,0.0,17.908,132.13,20.426,9.589,5.601,0.0,0.0,17.908,4.795,0.0,0.0,0.0,0.0,0.0,12.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.25,0.0,0.0,43.935,0.0,0.0,14.384,0.0,12.842,0.0,0.0,0.0,0.0,0.0
23,44.659,5.818,0.0,0.0,4.567,12.263,0.0,0.0,9.508,20.257,19.573,117.355,33.826,0.0,9.551,0.0,24.54,12.341,22.747,0.0,0.0,13.641,177.36,30.47,9.091,6.228,0.0,0.0,13.512,9.36,4.984,0.0,0.0,6.066,6.197,6.607,24.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73,53.242,0.0,11.423,54.47,0.0,7.823,13.826,0.0,6.228,17.058,0.0,0.0,0.0,5.818
24,0.0,5.626,0.0,5.583,5.386,6.066,12.133,18.199,0.0,4.417,4.795,63.079,4.417,0.0,0.0,0.0,0.0,0.0,46.818,0.0,0.0,10.969,30.21,4.417,0.0,0.0,0.0,0.0,5.626,4.795,0.0,0.0,18.199,12.133,11.453,0.0,5.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.906,22.594,0.0,5.626,0.0,0.0,0.0,0.0,0.0,0.0,45.61,0.0,10.969,0.0,0.0
25,0.0,0.0,0.0,5.75,5.563,0.0,6.066,25.123,0.0,5.107,0.0,48.591,5.107,0.0,0.0,0.0,6.924,0.0,29.829,0.0,5.75,0.0,20.23,5.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.199,18.554,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333,0.0,0.0,5.107,5.75,0.0,0.0,6.924,5.563,24.265,0.0,0.0,0.0,0.0
26,5.969,11.313,0.0,0.0,0.0,12.133,12.133,0.0,0.0,10.213,4.795,57.546,15.008,0.0,0.0,0.0,0.0,0.0,29.829,0.0,5.75,5.969,57.53,10.213,0.0,0.0,0.0,0.0,5.969,4.795,0.0,0.0,12.133,12.133,0.0,0.0,11.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,16.182,5.75,0.0,0.0,0.0,10.358,24.265,0.0,0.0,0.0,0.0
27,11.595,0.0,0.0,11.333,10.95,19.056,12.133,6.924,0.0,9.154,9.589,91.449,13.949,0.0,0.0,0.0,13.847,0.0,40.249,0.0,5.75,16.939,56.51,9.154,4.795,0.0,0.0,0.0,11.595,4.795,0.0,0.0,0.0,24.62,24.443,0.0,11.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018,37.982,0.0,10.362,5.969,5.75,0.0,4.795,6.924,12.487,33.477,0.0,10.969,0.0,0.0
28,5.969,0.0,0.0,6.421,12.842,19.262,0.0,0.0,6.924,5.107,4.795,62.25,9.901,0.0,0.0,0.0,45.449,0.0,0.0,0.0,0.0,5.969,37.3,5.107,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,32.607,6.421,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.667,0.0,0.0,11.076,0.0,0.0,4.795,0.0,45.449,0.0,0.0,0.0,0.0,0.0
29,12.073,6.421,0.0,0.0,0.0,6.924,0.0,0.0,0.0,10.213,4.795,41.584,15.008,0.0,0.0,0.0,19.449,0.0,0.0,0.0,0.0,5.969,57.53,10.213,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,0.0,6.924,0.0,12.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,22.286,0.0,0.0,4.795,0.0,13.345,0.0,0.0,0.0,0.0,0.0
30,0.0,5.75,0.0,5.75,0.0,7.11,24.265,0.0,0.0,9.843,0.0,53.704,9.843,0.0,0.0,0.0,0.0,7.11,24.265,0.0,11.499,0.0,29.46,9.843,0.0,11.499,0.0,0.0,0.0,0.0,0.0,0.0,12.133,12.133,0.0,7.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.833,0.0,4.737,12.216,11.499,0.0,0.0,0.0,0.0,24.265,0.0,0.0,0.0,0.0
31,5.969,12.452,0.0,5.563,0.0,0.0,30.332,0.0,5.317,5.107,9.589,75.193,14.696,0.0,5.317,0.0,0.0,6.545,35.895,0.0,0.0,11.876,66.4,10.423,9.589,0.0,0.0,5.907,5.969,0.0,0.0,0.0,18.199,12.133,5.563,0.0,6.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,5.317,23.528,0.0,0.0,4.795,0.0,10.358,30.332,0.0,0.0,0.0,0.0
32,17.857,0.0,0.0,0.0,6.924,0.0,0.0,0.0,0.0,10.213,9.589,45.746,19.802,0.0,0.0,5.918,6.924,0.0,0.0,0.0,0.0,11.939,74.6,10.213,9.589,5.918,0.0,0.0,11.939,0.0,0.0,0.0,0.0,6.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.667,0.0,0.0,22.152,0.0,0.0,9.589,5.918,6.924,0.0,0.0,0.0,0.0,0.0
33,12.011,5.907,0.0,12.842,0.0,0.0,0.0,0.0,5.317,5.107,9.589,51.86,14.696,0.0,5.317,0.0,18.883,0.0,0.0,0.0,0.0,11.876,66.4,10.423,4.795,0.0,5.907,0.0,5.969,4.795,0.0,0.0,0.0,6.421,6.421,0.0,6.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.167,0.0,5.317,23.025,0.0,0.0,9.589,0.0,12.842,0.0,0.0,0.0,0.0,0.0
34,24.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.32,9.589,50.54,24.909,0.0,0.0,0.0,12.525,0.0,0.0,0.0,0.0,11.939,94.83,15.32,4.795,6.104,0.0,0.0,11.939,4.795,0.0,0.0,0.0,0.0,0.0,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.167,0.0,0.0,33.362,0.0,0.0,9.589,0.0,6.421,0.0,0.0,0.0,0.0,0.0
35,19.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.893,9.36,45.111,24.253,0.0,0.0,0.0,0.0,6.162,0.0,0.0,0.0,13.565,94.83,14.893,9.36,0.0,0.0,0.0,13.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.755,26.217,0.0,0.0,27.025,0.0,7.596,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,5.969,17.92,0.0,5.563,0.0,18.199,0.0,0.0,0.0,15.32,4.795,68.706,20.114,0.0,0.0,0.0,6.421,0.0,23.763,0.0,11.499,5.969,77.76,15.32,4.795,11.499,0.0,0.0,5.969,0.0,0.0,0.0,6.066,17.696,0.0,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.167,0.0,0.0,21.289,11.499,0.0,11.215,0.0,5.563,18.199,0.0,0.0,0.0,0.0
37,5.969,6.421,0.0,6.545,19.262,0.0,0.0,0.0,0.0,10.84,4.795,54.86,9.901,0.0,0.0,5.734,25.683,6.545,0.0,0.0,0.0,5.969,63.32,10.84,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,6.421,19.386,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.167,0.0,5.734,17.621,0.0,0.0,4.795,0.0,25.683,0.0,0.0,0.0,0.0,0.0
38,0.0,5.907,0.0,12.504,0.0,0.0,11.948,0.0,4.992,5.734,4.795,46.985,4.795,0.0,4.9,10.726,0.0,13.592,0.0,0.0,0.0,11.867,58.69,10.634,4.795,5.96,0.0,5.907,0.0,0.0,4.992,0.0,0.0,0.0,7.048,0.0,6.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.833,0.0,5.734,30.359,0.0,0.0,4.795,0.0,0.0,4.992,0.0,0.0,0.0,0.0
39,5.69,0.0,0.0,5.818,0.0,12.263,0.0,0.0,9.968,5.734,4.795,45.372,0.0,0.0,9.968,0.0,0.0,5.734,22.747,0.0,0.0,5.818,71.77,5.734,4.984,0.0,0.0,0.0,5.69,9.779,0.0,0.0,0.0,6.066,6.197,0.0,5.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.833,0.0,11.423,9.968,0.0,0.0,0.0,0.0,0.0,17.058,0.0,0.0,0.0,5.818
40,24.126,18.846,0.0,0.0,0.0,16.83,0.0,0.0,4.984,15.577,9.901,91.103,14.95,0.0,9.551,0.0,24.857,12.341,22.747,0.0,0.0,5.818,110.6,20.684,4.567,0.0,0.0,0.0,5.69,4.795,4.984,0.0,0.0,6.066,12.618,12.711,18.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.245,44.588,0.0,11.423,38.579,0.0,0.0,4.737,0.0,12.649,17.058,0.0,0.0,0.0,5.818
41,0.0,5.969,0.0,6.421,17.734,0.0,0.0,24.265,0.0,4.737,4.795,64.795,9.531,0.0,0.0,0.0,12.842,0.0,29.829,0.0,5.75,5.969,26.3,4.737,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,18.199,18.051,0.0,6.421,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,4.737,5.969,5.75,0.0,11.215,0.0,11.984,24.265,0.0,0.0,0.0,0.0
42,0.0,5.415,0.0,29.286,32.104,17.548,0.0,12.133,12.99,0.0,9.901,119.749,9.901,0.0,0.0,17.251,51.367,0.0,29.326,0.0,5.75,5.783,37.3,5.107,4.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.99,73.117,11.836,0.0,11.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.917,0.0,0.0,10.89,5.75,0.0,11.215,17.251,56.073,18.199,0.0,0.0,0.0,0.0
43,11.887,5.783,0.0,6.607,0.0,6.924,13.847,0.0,4.737,0.0,9.589,60.365,14.326,0.0,0.0,5.918,20.771,6.607,0.0,0.0,0.0,11.753,43.37,4.737,9.589,0.0,0.0,0.0,5.969,0.0,0.0,0.0,0.0,20.771,0.0,6.607,11.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.667,0.0,0.0,18.359,0.0,0.0,14.326,5.918,20.771,0.0,0.0,0.0,0.0,0.0
44,32.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.606,0.0,101.378,0.0,0.0,0.0,0.0,32.263,0.0,0.0,0.0,0.0,69.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.606,0.0,0.0,0.0,32.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.62,35.287,0.0,32.263,0.0,69.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,42.381,18.594,0.0,0.0,0.0,0.0,0.0,0.0,23.262,15.947,19.178,119.853,29.391,0.0,10.634,5.734,24.925,12.298,0.0,0.0,0.0,36.382,158.82,26.58,19.178,0.0,11.814,0.0,11.939,0.0,12.629,0.0,0.0,6.421,12.174,0.0,18.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.682,3.874,16.367,58.347,0.0,12.629,19.178,0.0,12.842,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,6.545,12.115,0.0,12.524,0.0,9.968,5.734,0.0,47.93,0.0,0.0,9.968,5.734,6.421,6.545,18.218,0.0,0.0,0.0,54.7,10.718,0.0,0.0,0.0,0.0,0.0,4.984,0.0,0.0,0.0,6.545,18.312,6.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.167,0.0,5.734,16.513,0.0,0.0,6.421,0.0,5.694,12.524,0.0,0.0,0.0,0.0
47,5.969,6.421,0.0,0.0,16.466,0.0,6.197,24.265,4.984,5.107,4.795,75.008,9.901,0.0,4.984,0.0,6.421,0.0,36.026,0.0,0.0,16.872,53.09,10.091,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,18.199,11.63,17.1,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.667,0.0,0.0,16.06,0.0,0.0,11.215,0.0,5.563,30.462,0.0,10.903,0.0,0.0
48,11.753,6.421,0.0,0.0,16.466,0.0,6.197,24.265,4.984,5.107,9.589,85.534,14.696,0.0,4.984,0.0,6.421,0.0,36.026,0.0,0.0,22.655,70.16,10.091,4.795,0.0,5.783,0.0,5.969,4.795,0.0,0.0,18.199,11.63,23.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.333,0.0,0.0,21.843,0.0,0.0,16.01,0.0,5.563,30.462,0.0,10.903,0.0,0.0
49,36.706,5.517,0.0,5.647,0.0,17.222,0.0,0.0,14.952,9.843,15.008,105.668,20.056,0.0,19.519,0.0,24.54,6.607,23.008,0.0,0.0,11.164,133.49,25.04,9.362,11.745,0.0,0.0,5.559,4.984,4.984,0.0,0.0,0.0,0.0,19.262,23.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.391,53.443,0.0,5.559,59.757,0.0,0.0,4.737,0.0,6.228,17.449,0.0,11.164,0.0,0.0
50,5.969,0.0,0.0,6.421,18.092,18.594,0.0,21.588,0.0,5.107,4.795,80.89,9.901,0.0,0.0,0.0,37.354,5.753,0.0,0.0,0.0,27.557,37.3,5.107,4.795,0.0,0.0,0.0,5.969,0.0,0.0,0.0,28.009,19.262,17.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.749,3.917,0.0,22.079,0.0,21.588,4.795,0.0,32.104,0.0,0.0,0.0,0.0,0.0
51,36.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.639,0.0,68.324,30.639,0.0,0.0,0.0,36.624,0.0,0.0,0.0,0.0,0.0,121.38,30.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,67.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,5.907,0.0,6.545,23.073,12.487,7.11,24.396,10.301,4.737,4.795,99.972,9.531,0.0,10.301,0.0,13.345,13.655,29.959,0.0,5.75,16.81,54.12,15.038,4.795,0.0,5.907,0.0,0.0,0.0,0.0,0.0,0.0,30.183,30.568,7.11,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.833,0.0,10.054,24.546,5.75,0.0,11.215,0.0,12.487,24.396,0.0,10.903,0.0,0.0
53,43.158,0.0,0.0,0.0,0.0,6.924,0.0,0.0,5.317,9.843,20.114,86.29,29.958,0.0,5.317,0.0,37.568,6.607,0.0,0.0,0.0,5.907,119.25,30.48,4.795,6.29,5.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.924,6.607,24.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.833,0.0,5.317,63.584,0.0,0.0,9.531,0.0,6.924,0.0,0.0,0.0,0.0,0.0
54,0.0,11.657,0.0,6.545,22.887,6.924,12.133,12.263,10.301,0.0,9.901,93.288,9.901,0.0,10.301,0.0,13.345,6.545,29.959,0.0,5.75,16.81,65.12,15.407,4.795,0.0,5.907,0.0,0.0,0.0,0.0,0.0,0.0,30.183,30.568,0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.333,0.0,5.317,22.542,5.75,0.0,11.215,0.0,12.487,24.396,0.0,10.903,0.0,0.0
