,AW,Arto,BertzCT,DZ,GMTI,Geto,Hato,Ipc,J,MZM1,MZM2,Platt,Pol,Qindex,Sito,Thara,Tigdi,Tsch,W,Xu,ZM1,ZM2,diametert,petitjeant,radiust
619,3.76,2.211,2.769,43.0,3.455,2.05,1.869,4.463,1.961,6.639,0.948,62,33.0,17.0,5.924,64.453,3.632,2821.0,643.0,18.338,104,127,9.0,0.444,5.0
620,3.22,2.286,2.716,29.5,3.163,2.246,2.211,3.658,2.244,2.944,0.622,44,17.0,13.0,4.919,40.071,3.148,1384.0,293.0,14.011,76,90,7.0,0.429,4.0
621,2.527,2.364,2.288,23.167,2.845,2.234,2.095,3.148,1.88,2.896,0.438,42,18.0,15.0,3.84,28.0,2.893,694.0,139.0,10.688,68,88,4.0,0.5,2.0
622,3.424,1.833,2.2,25.0,2.814,1.619,1.44,2.471,3.693,6.944,0.809,28,13.0,4.0,2.511,27.838,2.841,822.0,226.0,12.437,50,52,7.0,0.429,4.0
623,4.17,2.111,2.757,39.0,3.413,1.963,1.8,4.229,2.257,6.667,0.973,52,25.0,12.0,5.271,55.473,3.467,2668.0,638.0,18.055,90,104,10.0,0.5,5.0
624,3.919,2.235,2.716,34.833,3.406,2.163,2.082,4.202,1.741,4.306,0.789,52,23.0,14.0,5.697,52.187,3.396,2423.0,533.0,17.099,90,105,9.0,0.444,5.0
625,3.75,2.0,2.691,37.5,3.191,1.782,1.587,3.502,2.892,7.757,0.985,46,21.0,10.0,4.016,46.095,3.322,1760.0,450.0,15.979,78,88,8.0,0.5,4.0
626,4.829,2.095,2.76,46.5,3.625,1.957,1.813,4.704,1.956,7.507,1.057,60,31.0,13.0,6.123,68.556,3.67,4245.0,1014.0,21.004,104,116,12.0,0.5,6.0
627,4.477,2.0,2.694,40.0,3.394,1.834,1.674,3.888,2.644,7.646,1.099,48,23.0,9.0,4.743,53.137,3.43,2698.0,685.0,18.395,84,92,12.0,0.5,6.0
628,4.918,2.182,2.918,45.5,3.713,2.07,1.941,5.104,1.799,6.778,1.079,66,33.0,16.0,6.952,74.782,3.742,4964.0,1136.0,21.808,114,132,12.0,0.5,6.0
629,4.403,2.091,2.822,48.0,3.587,1.944,1.784,5.022,2.571,8.278,1.553,62,35.0,13.0,6.35,76.325,3.82,4093.0,1017.0,21.164,108,128,10.0,0.5,5.0
630,3.219,2.133,2.661,32.5,3.129,1.993,1.837,3.6,2.612,5.306,0.995,44,22.0,11.0,4.493,44.117,3.298,1434.0,338.0,14.643,76,90,6.0,0.5,3.0
631,4.038,1.867,2.36,36.0,3.111,1.689,1.525,3.072,3.992,7.694,0.958,34,14.0,4.0,3.414,38.498,3.173,1548.0,424.0,15.539,62,62,8.0,0.5,4.0
632,3.918,2.211,2.878,41.5,3.481,2.081,1.932,4.435,2.308,6.028,0.91,60,31.0,16.0,6.049,63.363,3.604,2955.0,670.0,18.55,102,121,10.0,0.5,5.0
633,3.884,2.1,2.883,46.5,3.448,1.835,1.6,4.186,2.674,9.792,0.907,68,35.0,18.0,5.271,69.218,3.716,3002.0,738.0,19.075,110,130,9.0,0.444,5.0
634,3.941,2.118,2.704,37.0,3.343,1.96,1.789,3.83,2.312,6.417,0.872,50,24.0,12.0,4.97,51.326,3.395,2264.0,536.0,17.048,86,98,10.0,0.5,5.0
635,5.489,2.214,2.92,62.0,3.976,2.085,1.942,6.383,1.55,8.701,1.244,90,46.0,23.0,8.934,109.065,4.126,9034.0,2075.0,26.491,152,179,13.0,0.462,7.0
636,2.6,2.0,2.411,22.5,2.611,1.835,1.667,2.251,3.07,4.333,0.582,26,11.0,6.0,2.635,22.717,2.658,486.0,117.0,9.861,46,50,5.0,0.4,3.0
637,4.505,2.095,2.793,47.0,3.573,1.941,1.775,4.718,2.398,8.028,1.433,60,33.0,13.0,6.049,70.181,3.712,3878.0,946.0,20.556,104,121,11.0,0.455,6.0
638,3.36,2.235,2.898,37.0,3.311,2.056,1.855,4.007,2.626,6.139,0.784,58,29.0,17.0,5.322,55.523,3.494,2038.0,457.0,16.335,96,117,8.0,0.5,4.0
639,4.552,2.095,2.746,45.0,3.596,1.995,1.881,4.855,2.147,6.806,1.37,56,30.0,11.0,6.299,69.172,3.71,3988.0,956.0,20.732,100,114,11.0,0.455,6.0
640,4.495,2.286,2.822,45.0,3.673,2.185,2.066,5.114,1.513,5.639,0.93,70,33.0,20.0,7.128,72.652,3.708,4339.0,944.0,20.647,118,143,11.0,0.455,6.0
641,2.822,2.0,2.285,21.5,2.655,1.888,1.765,2.322,2.694,3.722,0.688,24,10.0,5.0,2.76,22.11,2.603,526.0,127.0,10.175,44,47,7.0,0.429,4.0
642,4.181,2.0,2.782,44.0,3.476,1.748,1.537,4.302,3.689,10.931,1.247,64,33.0,14.0,5.095,71.44,3.77,3367.0,878.0,20.117,106,121,8.0,0.5,4.0
643,6.619,2.143,2.96,61.5,4.038,2.013,1.867,6.342,1.453,9.5,1.574,82,45.0,18.0,8.509,101.847,4.033,10608.0,2502.0,27.459,142,166,16.0,0.5,8.0
644,6.66,2.138,2.964,63.5,4.069,1.993,1.832,6.526,1.487,10.361,1.654,86,49.0,19.0,8.685,108.093,4.096,11419.0,2704.0,28.164,148,175,16.0,0.5,8.0
645,4.386,2.211,2.584,39.5,3.543,2.145,2.073,4.586,1.571,4.806,0.933,56,28.0,14.0,6.299,60.823,3.539,3339.0,750.0,19.111,98,114,11.0,0.455,6.0
646,3.96,2.308,2.956,56.0,3.787,2.148,1.975,6.184,1.894,8.014,1.385,96,59.0,29.0,8.633,111.218,4.201,5791.0,1287.0,23.337,156,202,8.0,0.375,5.0
647,3.524,2.133,2.562,31.0,3.196,2.032,1.915,3.532,2.194,4.694,0.789,42,20.0,10.0,4.618,42.699,3.23,1602.0,370.0,15.106,74,84,8.0,0.5,4.0
648,4.688,2.261,2.972,49.0,3.752,2.196,2.123,5.66,1.827,5.528,1.16,72,34.0,19.0,7.855,82.533,3.853,5307.0,1186.0,22.282,124,148,12.0,0.5,6.0
649,4.2,2.2,2.874,44.5,3.55,2.107,2.0,4.83,2.113,5.667,1.098,60,30.0,15.0,6.475,66.942,3.66,3479.0,798.0,19.581,104,123,10.0,0.5,5.0
650,4.339,2.105,2.784,45.0,3.473,1.965,1.81,4.304,2.379,6.917,1.101,54,27.0,12.0,5.572,59.957,3.546,3074.0,742.0,18.969,94,107,11.0,0.455,6.0
651,3.22,2.143,2.747,32.0,3.079,1.976,1.806,3.26,2.539,5.146,0.617,44,17.0,12.0,4.141,39.412,3.154,1267.0,293.0,13.9,74,84,7.0,0.429,4.0
652,4.418,2.214,2.906,62.5,3.858,1.956,1.714,6.176,1.838,12.028,1.413,106,70.0,31.0,8.156,122.143,4.258,7136.0,1670.0,25.2,168,221,12.0,0.5,6.0
653,5.022,2.207,2.896,64.0,3.947,1.985,1.766,6.418,1.655,11.576,1.359,104,62.0,29.0,8.633,122.886,4.241,8700.0,2039.0,26.616,168,212,14.0,0.5,7.0
654,5.022,2.207,2.918,64.0,3.947,1.985,1.766,6.418,1.665,11.576,1.359,104,62.0,29.0,8.633,122.886,4.241,8700.0,2039.0,26.616,168,212,14.0,0.5,7.0
655,4.04,2.25,2.879,55.0,3.688,2.025,1.789,5.588,1.847,9.535,1.293,88,49.0,26.0,7.356,94.783,4.035,4834.0,1115.0,22.067,142,185,9.0,0.444,5.0
656,4.35,2.24,2.805,54.0,3.766,2.038,1.829,5.714,1.7,9.264,1.254,90,53.0,26.0,7.73,100.337,4.055,5686.0,1305.0,23.175,146,185,12.0,0.5,6.0
657,4.385,2.231,2.835,57.0,3.799,2.005,1.783,5.855,1.735,10.215,1.296,96,59.0,28.0,7.855,107.41,4.123,6169.0,1425.0,23.87,154,198,12.0,0.5,6.0
658,4.385,2.231,2.86,57.0,3.799,2.005,1.783,5.855,1.747,10.215,1.296,96,59.0,28.0,7.855,107.41,4.123,6169.0,1425.0,23.87,154,198,12.0,0.5,6.0
659,3.933,2.286,2.756,45.0,3.594,2.114,1.924,4.952,1.71,6.951,0.925,76,42.0,23.0,6.827,77.131,3.787,3735.0,826.0,19.951,124,156,10.0,0.5,5.0
660,3.811,2.3,2.731,42.0,3.546,2.151,1.983,4.796,1.711,6.09,0.864,72,39.0,22.0,6.651,71.7,3.716,3315.0,724.0,19.112,118,148,10.0,0.5,5.0
661,2.618,2.0,2.441,24.667,2.689,1.801,1.61,2.408,3.319,5.194,0.662,30,15.0,7.0,2.812,26.9,2.857,587.0,144.0,10.692,52,59,5.0,0.4,3.0
662,7.299,2.227,3.184,98.0,4.502,2.081,1.913,10.021,1.294,14.5,2.73,144,86.0,36.0,14.007,214.664,4.79,29939.0,6905.0,38.177,242,299,20.0,0.5,10.0
663,4.338,2.19,2.812,44.5,3.611,2.102,2.0,5.031,1.95,5.917,1.018,62,28.0,15.0,6.776,71.18,3.749,3972.0,911.0,20.483,108,124,9.0,0.444,5.0
664,2.467,2.0,2.067,25.0,2.56,1.783,1.579,2.304,2.526,4.944,0.704,28,13.0,7.0,2.511,23.233,2.703,454.0,111.0,9.64,48,56,5.0,0.4,3.0
665,3.121,1.833,2.02,30.0,2.757,1.619,1.44,2.555,3.985,6.944,1.037,28,16.0,4.0,2.511,28.743,2.902,742.0,206.0,12.103,50,55,7.0,0.429,4.0
666,3.713,2.118,2.72,41.5,3.3,1.928,1.729,3.901,2.335,7.028,0.994,52,26.0,13.0,4.845,52.547,3.431,2105.0,505.0,16.734,88,104,9.0,0.444,5.0
667,3.816,2.235,2.777,36.0,3.391,2.163,2.082,4.233,2.039,4.306,0.808,52,24.0,14.0,5.697,52.684,3.409,2353.0,519.0,17.004,90,106,9.0,0.444,5.0
668,2.194,2.222,2.449,19.0,2.572,2.189,2.16,2.405,2.955,1.972,0.436,26,9.0,8.0,3.061,20.5,2.563,390.0,79.0,8.591,46,53,4.0,0.25,3.0
669,2.143,2.0,2.217,17.5,2.33,1.861,1.714,1.86,3.135,3.222,0.478,20,8.0,5.0,2.158,16.167,2.365,264.0,60.0,7.576,36,39,4.0,0.25,3.0
670,5.21,2.083,2.876,50.1,3.752,1.88,1.674,5.157,2.303,10.611,1.284,72,38.0,16.0,6.577,84.386,3.875,5836.0,1438.0,23.4,122,141,13.0,0.462,7.0
671,4.692,2.276,2.913,62.0,3.949,2.082,1.881,6.642,1.557,10.076,1.265,108,61.0,32.0,9.236,125.978,4.281,8432.0,1905.0,26.219,174,221,12.0,0.5,6.0
672,5.022,2.207,2.918,64.0,3.947,1.985,1.766,6.418,1.664,11.576,1.359,104,62.0,29.0,8.633,122.886,4.241,8700.0,2039.0,26.616,168,212,14.0,0.5,7.0
673,4.418,2.231,2.834,57.0,3.803,2.037,1.835,5.973,1.736,9.514,1.457,92,56.0,26.0,8.031,106.476,4.12,6211.0,1436.0,23.914,150,191,12.0,0.5,6.0
674,4.385,2.231,2.883,57.0,3.799,2.005,1.783,5.855,1.761,10.215,1.296,96,59.0,28.0,7.855,107.41,4.123,6169.0,1425.0,23.87,154,198,12.0,0.5,6.0
675,3.811,2.3,2.761,42.0,3.546,2.151,1.983,4.796,1.728,6.09,0.864,72,39.0,22.0,6.651,71.7,3.716,3315.0,724.0,19.112,118,148,10.0,0.5,5.0
676,5.055,2.2,2.933,66.0,3.976,1.966,1.739,6.58,1.697,12.438,1.42,108,65.0,30.0,8.81,129.898,4.3,9327.0,2199.0,27.282,174,220,14.0,0.5,7.0
677,3.819,2.286,2.661,44.0,3.581,2.102,1.909,4.934,1.638,7.042,0.903,78,44.0,24.0,6.776,78.11,3.807,3630.0,802.0,19.813,126,160,10.0,0.5,5.0
678,3.819,2.286,2.661,44.0,3.581,2.102,1.909,4.934,1.638,7.042,0.903,78,44.0,24.0,6.776,78.11,3.807,3630.0,802.0,19.813,126,160,10.0,0.5,5.0
679,3.819,2.286,2.706,44.0,3.581,2.102,1.909,4.934,1.692,7.042,0.903,78,44.0,24.0,6.776,78.11,3.807,3630.0,802.0,19.813,126,160,10.0,0.5,5.0
680,4.021,2.2,2.811,45.667,3.517,2.018,1.818,4.697,2.047,7.5,1.093,66,34.0,18.0,6.1,68.812,3.683,3293.0,764.0,19.292,110,135,10.0,0.5,5.0
681,3.647,2.118,2.708,41.5,3.292,1.928,1.729,3.893,2.352,7.028,1.013,52,27.0,13.0,4.845,52.896,3.444,2067.0,496.0,16.669,88,105,9.0,0.444,5.0
682,4.929,2.174,2.82,51.0,3.732,1.981,1.781,5.111,1.665,8.951,1.111,76,35.0,20.0,6.827,80.995,3.824,5323.0,1247.0,22.472,126,152,12.0,0.5,6.0
683,3.713,2.118,2.72,39.4,3.3,1.928,1.729,3.901,2.335,7.028,0.994,52,26.0,13.0,4.845,52.547,3.431,2105.0,505.0,16.734,88,104,9.0,0.444,5.0
684,2.143,2.0,2.214,17.5,2.33,1.861,1.714,1.86,3.135,3.222,0.478,20,8.0,5.0,2.158,16.167,2.365,264.0,60.0,7.576,36,39,4.0,0.25,3.0
685,5.115,2.087,2.862,48.7,3.709,1.898,1.704,4.992,2.26,9.75,1.223,68,35.0,15.0,6.401,78.847,3.806,5278.0,1294.0,22.626,116,133,13.0,0.462,7.0
686,2.286,1.714,1.713,16.0,2.057,1.575,1.448,1.537,3.165,3.861,0.833,12,6.0,1.0,1.38,11.75,2.068,174.0,48.0,6.819,24,24,4.0,0.5,2.0
687,4.621,2.111,2.734,37.5,3.469,1.994,1.862,4.126,2.137,6.056,0.936,50,23.0,11.0,5.396,53.51,3.412,2980.0,707.0,18.513,88,98,11.0,0.455,6.0
688,5.048,2.222,2.85,58.0,3.895,2.035,1.841,6.127,1.555,9.764,1.256,94,53.0,26.0,8.332,108.197,4.104,7646.0,1772.0,25.336,154,191,14.0,0.5,7.0
689,4.632,2.0,2.681,46.667,3.496,1.808,1.622,4.319,2.821,9.278,1.285,54,29.0,10.0,5.146,62.988,3.606,3426.0,880.0,19.953,94,106,11.0,0.455,6.0
690,4.0,2.2,2.748,43.5,3.509,2.007,1.805,4.64,2.004,7.59,1.072,68,36.0,19.0,6.049,69.397,3.688,3261.0,760.0,19.279,112,139,10.0,0.5,5.0
691,4.074,2.273,2.818,46.0,3.643,2.097,1.913,5.17,1.722,7.292,1.065,80,46.0,24.0,7.077,82.696,3.854,4211.0,941.0,20.816,130,165,11.0,0.455,6.0
692,4.158,2.261,2.77,48.0,3.684,2.067,1.865,5.32,1.67,8.153,1.027,84,48.0,25.0,7.253,88.558,3.925,4660.0,1052.0,21.594,136,172,11.0,0.455,6.0
693,4.64,2.24,2.793,53.0,3.797,2.062,1.875,5.762,1.591,8.653,1.236,88,50.0,25.0,7.855,97.887,4.012,6072.0,1392.0,23.533,144,180,13.0,0.462,7.0
694,3.663,2.3,2.983,40.0,3.535,2.195,2.069,4.855,2.383,5.389,0.925,68,39.0,20.0,6.827,72.023,3.746,3208.0,696.0,18.976,114,142,9.0,0.444,5.0
695,3.515,2.118,2.762,36.5,3.276,1.928,1.729,3.888,2.73,7.028,0.948,52,28.0,13.0,4.845,53.54,3.472,1997.0,478.0,16.547,88,106,8.0,0.5,4.0
696,3.926,2.273,2.737,46.0,3.626,2.059,1.846,5.048,1.697,7.993,0.902,84,48.0,26.0,6.901,84.066,3.877,4061.0,907.0,20.62,134,171,10.0,0.5,5.0
697,3.819,2.286,2.706,44.0,3.581,2.102,1.909,4.934,1.688,7.042,0.903,78,44.0,24.0,6.776,78.11,3.807,3630.0,802.0,19.813,126,160,10.0,0.5,5.0
698,4.601,2.174,2.776,49.5,3.689,2.016,1.84,5.225,1.885,8.25,1.346,72,40.0,18.0,7.003,83.247,3.866,4911.0,1164.0,22.072,122,146,12.0,0.5,6.0
699,3.842,2.211,2.815,45.0,3.458,2.05,1.869,4.547,2.06,6.639,1.052,62,32.0,17.0,5.924,63.946,3.616,2862.0,657.0,18.383,104,128,9.0,0.444,5.0
700,5.508,2.154,2.897,59.0,3.88,1.992,1.814,5.843,1.692,9.611,1.343,80,37.0,19.0,7.782,94.926,3.989,7526.0,1790.0,25.16,136,161,14.0,0.5,7.0
701,3.647,2.118,2.706,41.0,3.292,1.928,1.729,3.893,2.352,7.028,1.013,52,27.0,13.0,4.845,52.896,3.444,2067.0,496.0,16.669,88,105,9.0,0.444,5.0
702,3.713,2.118,2.72,39.75,3.3,1.928,1.729,3.901,2.335,7.028,0.994,52,26.0,13.0,4.845,52.547,3.431,2105.0,505.0,16.734,88,104,9.0,0.444,5.0
703,2.758,2.0,2.165,30.0,2.782,1.774,1.565,2.658,2.634,6.056,0.827,34,19.0,8.0,2.988,31.0,2.984,728.0,182.0,11.643,58,68,6.0,0.333,4.0
704,7.31,2.125,3.088,73.5,4.187,1.976,1.811,7.023,1.622,11.722,1.64,94,48.0,20.0,9.463,122.424,4.214,15134.0,3626.0,30.709,162,185,19.0,0.474,10.0
705,2.4,2.2,2.56,22.5,2.683,2.107,2.0,2.533,3.008,2.833,0.478,30,11.0,9.0,3.238,24.067,2.705,510.0,108.0,9.675,52,60,5.0,0.4,3.0
706,3.527,2.0,2.545,32.5,3.052,1.805,1.615,3.048,2.777,6.556,0.809,38,18.0,8.0,3.59,37.307,3.103,1276.0,321.0,14.206,66,73,8.0,0.5,4.0
707,4.0,2.133,2.649,31.5,3.263,2.071,2.0,3.587,2.153,4.083,0.771,40,17.0,9.0,4.743,40.919,3.157,1828.0,420.0,15.635,72,79,10.0,0.5,5.0
708,2.611,2.0,2.197,19.0,2.535,1.937,1.862,2.162,2.615,2.861,0.646,20,8.0,4.0,2.584,18.683,2.447,399.0,94.0,9.099,38,40,6.0,0.5,3.0
709,3.218,2.154,2.591,27.0,3.021,2.082,2.0,3.25,2.345,3.583,0.789,36,16.0,9.0,4.141,34.487,3.013,1096.0,251.0,13.161,64,74,8.0,0.5,4.0
710,3.319,2.143,2.591,33.0,3.092,1.993,1.826,3.389,2.239,5.056,0.725,42,17.0,11.0,4.192,38.94,3.135,1300.0,302.0,14.01,72,84,7.0,0.429,4.0
711,2.6,2.182,2.598,24.333,2.787,2.043,1.886,2.681,2.816,3.694,0.519,34,13.0,10.0,3.414,27.8,2.834,653.0,143.0,10.725,58,67,6.0,0.5,3.0
712,3.121,2.0,2.453,28.5,2.854,1.817,1.636,2.676,3.006,5.444,0.705,32,15.0,7.0,3.113,29.738,2.893,828.0,206.0,12.137,56,62,7.0,0.429,4.0
713,2.19,1.714,2.09,17.0,2.025,1.486,1.333,1.259,3.602,4.562,0.516,16,4.0,3.0,1.204,12.083,2.097,170.0,46.0,6.681,28,26,4.0,0.5,2.0
714,1.8,1.6,1.539,12.0,1.556,1.431,1.304,0.985,2.826,3.361,0.5,8,2.0,1.0,0.778,6.667,1.556,68.0,18.0,4.301,16,14,3.0,0.333,2.0
715,3.819,2.286,2.737,44.0,3.581,2.102,1.909,4.934,1.704,7.042,0.903,78,44.0,24.0,6.776,78.11,3.807,3630.0,802.0,19.813,126,160,10.0,0.5,5.0
716,3.448,2.133,2.689,32.5,3.172,2.032,1.915,3.556,2.465,4.694,0.893,42,21.0,10.0,4.618,43.056,3.243,1548.0,362.0,14.97,74,85,8.0,0.5,4.0
717,4.351,2.25,2.783,51.0,3.737,2.064,1.87,5.564,1.646,8.403,1.193,86,50.0,25.0,7.554,93.601,3.976,5275.0,1201.0,22.509,140,177,12.0,0.5,6.0
718,4.788,2.138,3.001,64.5,3.894,1.973,1.794,6.481,2.414,10.972,1.946,88,59.0,20.0,8.56,121.112,4.287,7980.0,1944.0,26.258,150,181,11.0,0.455,6.0
719,3.647,2.118,2.665,40.5,3.292,1.928,1.729,3.893,2.32,7.028,1.013,52,27.0,13.0,4.845,52.896,3.444,2067.0,496.0,16.669,88,105,9.0,0.444,5.0
720,4.771,2.276,2.891,64.0,3.961,2.073,1.871,6.659,1.517,10.167,1.369,110,66.0,33.0,9.184,126.605,4.269,8606.0,1937.0,26.352,176,228,13.0,0.462,7.0
721,4.342,2.1,2.606,44.5,3.521,1.911,1.714,4.362,1.962,8.389,1.037,60,30.0,14.0,5.623,65.563,3.644,3420.0,825.0,19.67,102,117,9.0,0.444,5.0
722,3.055,2.286,2.82,31.0,3.134,2.2,2.1,3.529,2.565,3.556,0.601,46,20.0,14.0,4.794,40.952,3.182,1312.0,278.0,13.76,78,93,7.0,0.429,4.0
723,4.74,2.25,2.982,73.0,4.023,1.986,1.738,7.04,1.66,13.451,1.5,126,79.0,38.0,9.537,150.653,4.458,10190.0,2351.0,28.123,198,260,12.0,0.5,6.0
724,4.074,2.273,2.766,46.0,3.643,2.097,1.913,5.17,1.652,7.292,1.065,80,46.0,24.0,7.077,82.696,3.854,4211.0,941.0,20.816,130,165,11.0,0.455,6.0
725,4.074,2.273,2.775,46.0,3.643,2.097,1.913,5.17,1.671,7.292,1.065,80,46.0,24.0,7.077,82.696,3.854,4211.0,941.0,20.816,130,165,11.0,0.455,6.0
726,4.214,2.25,2.803,51.0,3.722,2.03,1.811,5.464,1.698,9.104,1.069,90,54.0,27.0,7.378,95.181,3.996,5111.0,1163.0,22.327,144,185,11.0,0.455,6.0
727,3.842,2.211,2.779,44.0,3.458,2.05,1.869,4.547,2.035,6.639,1.052,62,32.0,17.0,5.924,63.946,3.616,2862.0,657.0,18.383,104,128,9.0,0.444,5.0
728,4.946,2.167,2.841,53.5,3.766,1.958,1.745,5.314,1.711,9.812,1.191,80,39.0,21.0,7.003,87.061,3.901,5789.0,1365.0,23.162,132,161,12.0,0.5,6.0
729,3.121,1.833,2.02,30.0,2.757,1.619,1.44,2.555,3.985,6.944,1.037,28,16.0,4.0,2.511,28.743,2.902,742.0,206.0,12.103,50,55,7.0,0.429,4.0
730,3.647,2.118,2.665,40.5,3.292,1.928,1.729,3.893,2.32,7.028,1.013,52,27.0,13.0,4.845,52.896,3.444,2067.0,496.0,16.669,88,105,9.0,0.444,5.0
731,4.079,2.1,2.784,50.5,3.476,1.872,1.655,4.389,2.435,9.09,1.077,64,32.0,16.0,5.447,67.437,3.68,3164.0,775.0,19.32,106,125,9.0,0.444,5.0
732,2.764,2.0,2.53,24.5,2.72,1.782,1.59,2.363,3.202,5.285,0.542,32,13.0,8.0,2.76,26.633,2.803,623.0,152.0,10.89,54,59,6.0,0.5,3.0
733,2.909,2.0,2.396,24.0,2.749,1.849,1.692,2.526,2.895,4.583,0.748,28,13.0,6.0,2.937,25.976,2.767,653.0,160.0,11.094,50,55,7.0,0.429,4.0
734,2.333,1.667,1.201,13.0,1.929,1.587,1.5,1.322,2.339,3.0,0.688,8,3.0,0.0,1.204,8.7,1.74,128.0,35.0,5.969,18,16,5.0,0.4,3.0
735,4.653,2.214,2.885,60.0,3.883,1.984,1.759,6.208,1.735,11.326,1.333,102,62.0,29.0,8.332,119.007,4.224,7525.0,1759.0,25.48,164,209,12.0,0.5,6.0
736,4.316,2.261,2.828,48.0,3.701,2.093,1.917,5.414,1.696,7.542,1.232,82,48.0,24.0,7.378,87.419,3.903,4834.0,1092.0,21.789,134,170,12.0,0.5,6.0
737,3.743,2.211,2.913,40.0,3.461,2.081,1.932,4.462,2.428,6.028,0.949,60,33.0,16.0,6.049,64.331,3.637,2827.0,640.0,18.35,102,123,9.0,0.444,5.0
738,3.392,2.222,2.846,40.0,3.363,2.053,1.862,4.219,2.377,6.389,0.904,60,35.0,17.0,5.623,61.039,3.603,2296.0,519.0,17.126,100,124,8.0,0.5,4.0
739,4.426,2.1,2.68,40.667,3.525,1.966,1.818,4.57,2.333,7.167,1.287,56,30.0,12.0,5.873,64.943,3.632,3466.0,841.0,19.81,98,113,12.0,0.5,6.0
740,2.967,2.143,2.708,30.167,3.037,1.952,1.75,3.2,2.951,5.667,0.723,44,23.0,12.0,4.067,40.583,3.216,1164.0,270.0,13.541,74,88,6.0,0.5,3.0
741,3.752,2.222,2.757,41.5,3.407,2.086,1.929,4.368,2.024,5.778,0.971,58,28.0,16.0,5.748,58.677,3.529,2527.0,574.0,17.567,98,119,9.0,0.444,5.0
742,3.706,2.111,2.789,40.833,3.342,1.888,1.674,3.921,2.576,7.979,0.954,58,30.0,15.0,4.97,58.407,3.545,2340.0,567.0,17.446,96,113,9.0,0.444,5.0
743,2.667,2.0,2.381,22.333,2.623,1.835,1.667,2.257,3.003,4.333,0.582,26,11.0,6.0,2.635,22.6,2.642,498.0,120.0,9.95,46,50,6.0,0.5,3.0
744,5.032,2.2,2.768,41.0,3.653,2.169,2.143,4.819,1.686,4.444,0.958,56,25.0,13.0,6.725,62.889,3.557,4248.0,956.0,20.512,100,112,13.0,0.462,7.0
745,2.0,1.714,1.921,17.0,1.954,1.426,1.254,1.233,3.791,5.174,0.417,18,6.0,4.0,1.079,12.5,2.185,156.0,42.0,6.367,30,30,3.0,0.333,2.0
746,4.699,2.258,2.966,69.5,3.996,2.004,1.763,6.873,1.637,12.59,1.439,122,76.0,37.0,9.36,143.232,4.404,9528.0,2185.0,27.468,192,252,12.0,0.5,6.0
747,3.924,2.25,2.797,52.5,3.688,1.996,1.756,5.36,1.82,9.806,1.011,94,58.0,29.0,7.202,97.909,4.044,4759.0,1083.0,21.962,148,193,10.0,0.5,5.0
748,3.727,2.32,2.888,56.0,3.719,2.062,1.807,5.706,1.784,9.778,1.091,104,63.0,34.0,7.855,107.824,4.158,5021.0,1118.0,22.291,162,217,8.0,0.5,4.0
749,2.178,2.4,2.326,20.0,2.727,2.352,2.308,2.796,2.039,1.944,0.391,36,10.0,13.0,3.715,25.583,2.773,518.0,98.0,9.39,60,75,4.0,0.25,3.0
750,2.872,2.0,2.308,32.0,2.871,1.736,1.515,2.741,2.787,7.007,0.736,40,21.0,10.0,3.113,35.433,3.105,889.0,224.0,12.568,66,77,6.0,0.333,4.0
751,3.018,1.818,2.052,25.667,2.657,1.656,1.517,2.308,3.908,5.562,1.047,24,12.0,3.0,2.408,24.7,2.761,598.0,166.0,11.206,44,46,6.0,0.5,3.0
752,6.305,1.931,2.538,61.667,3.937,1.807,1.681,6.164,4.909,11.896,2.422,66,36.0,6.0,7.452,102.025,4.142,9550.0,2560.0,27.862,122,130,14.0,0.5,7.0
753,3.273,1.818,2.177,23.0,2.708,1.613,1.451,2.23,3.706,6.174,0.781,26,10.0,4.0,2.283,24.236,2.705,656.0,180.0,11.458,46,46,7.0,0.429,4.0
754,4.171,2.095,2.782,43.0,3.534,1.853,1.626,4.517,2.615,9.951,1.077,68,38.0,17.0,5.623,73.111,3.757,3586.0,876.0,20.168,112,134,10.0,0.5,5.0
755,3.794,2.118,2.651,36.0,3.325,1.947,1.774,3.842,2.413,6.507,0.833,52,26.0,13.0,4.919,52.29,3.419,2182.0,516.0,16.927,88,102,10.0,0.5,5.0
756,3.794,2.118,2.752,36.667,3.325,1.947,1.774,3.842,2.496,6.507,0.833,52,26.0,13.0,4.919,52.29,3.419,2182.0,516.0,16.927,88,102,10.0,0.5,5.0
757,3.794,2.118,2.749,38.0,3.325,1.947,1.774,3.842,2.496,6.507,0.833,52,26.0,13.0,4.919,52.29,3.419,2182.0,516.0,16.927,88,102,10.0,0.5,5.0
758,3.275,2.0,2.628,32.0,3.014,1.79,1.6,3.065,3.172,6.646,0.875,40,21.0,9.0,3.539,38.47,3.153,1184.0,298.0,13.945,68,78,8.0,0.5,4.0
759,3.941,2.118,2.662,36.5,3.351,1.98,1.838,3.873,2.098,5.896,0.828,50,23.0,12.0,5.044,51.286,3.394,2284.0,536.0,17.124,86,97,10.0,0.5,5.0
760,4.17,2.111,2.807,40.333,3.421,1.95,1.785,4.031,2.267,6.757,0.87,54,25.0,13.0,5.22,55.661,3.467,2690.0,638.0,18.094,92,104,11.0,0.455,6.0
761,2.955,2.0,2.391,25.0,2.829,1.799,1.618,2.655,2.964,5.535,0.745,34,16.0,8.0,3.061,30.343,2.925,788.0,195.0,11.955,58,65,7.0,0.429,4.0
