,SMILES,AW,Arto,BertzCT,DZ,GMTI,Geto,Hato,Ipc,J,MZM1,MZM2,Platt,Pol,Qindex,Sito,Thara,Tigdi,Tsch,W,Xu,ZM1,ZM2,diametert,petitjeant,radiust,AWeight,PC1,PC2,PC3,PC4,PC5,PC6,Weight,naccr,naro,ncarb,ncobr,ncocl,ncof,ncoi,ndb,ndonr,nhal,nhet,nhev,nhyd,nnitro,noxy,nphos,nring,nrot,nsb,nsulph,nta,ntb,bcute1,bcute10,bcute11,bcute12,bcute13,bcute14,bcute15,bcute16,bcute2,bcute3,bcute4,bcute5,bcute6,bcute7,bcute8,bcute9,bcutm1,bcutm10,bcutm11,bcutm12,bcutm13,bcutm14,bcutm15,bcutm16,bcutm2,bcutm3,bcutm4,bcutm5,bcutm6,bcutm7,bcutm8,bcutm9,bcutp1,bcutp10,bcutp11,bcutp12,bcutp13,bcutp14,bcutp15,bcutp16,bcutp2,bcutp3,bcutp4,bcutp5,bcutp6,bcutp7,bcutp8,bcutp9,CATS_AA0,CATS_AA1,CATS_AA2,CATS_AA3,CATS_AA4,CATS_AA5,CATS_AA6,CATS_AA7,CATS_AA8,CATS_AA9,CATS_AL0,CATS_AL1,CATS_AL2,CATS_AL3,CATS_AL4,CATS_AL5,CATS_AL6,CATS_AL7,CATS_AL8,CATS_AL9,CATS_AN0,CATS_AN1,CATS_AN2,CATS_AN3,CATS_AN4,CATS_AN5,CATS_AN6,CATS_AN7,CATS_AN8,CATS_AN9,CATS_AP0,CATS_AP1,CATS_AP2,CATS_AP3,CATS_AP4,CATS_AP5,CATS_AP6,CATS_AP7,CATS_AP8,CATS_AP9,CATS_DA0,CATS_DA1,CATS_DA2,CATS_DA3,CATS_DA4,CATS_DA5,CATS_DA6,CATS_DA7,CATS_DA8,CATS_DA9,CATS_DD0,CATS_DD1,CATS_DD2,CATS_DD3,CATS_DD4,CATS_DD5,CATS_DD6,CATS_DD7,CATS_DD8,CATS_DD9,CATS_DL0,CATS_DL1,CATS_DL2,CATS_DL3,CATS_DL4,CATS_DL5,CATS_DL6,CATS_DL7,CATS_DL8,CATS_DL9,CATS_DN0,CATS_DN1,CATS_DN2,CATS_DN3,CATS_DN4,CATS_DN5,CATS_DN6,CATS_DN7,CATS_DN8,CATS_DN9,CATS_DP0,CATS_DP1,CATS_DP2,CATS_DP3,CATS_DP4,CATS_DP5,CATS_DP6,CATS_DP7,CATS_DP8,CATS_DP9,CATS_LL0,CATS_LL1,CATS_LL2,CATS_LL3,CATS_LL4,CATS_LL5,CATS_LL6,CATS_LL7,CATS_LL8,CATS_LL9,CATS_NL0,CATS_NL1,CATS_NL2,CATS_NL3,CATS_NL4,CATS_NL5,CATS_NL6,CATS_NL7,CATS_NL8,CATS_NL9,CATS_NN0,CATS_NN1,CATS_NN2,CATS_NN3,CATS_NN4,CATS_NN5,CATS_NN6,CATS_NN7,CATS_NN8,CATS_NN9,CATS_PL0,CATS_PL1,CATS_PL2,CATS_PL3,CATS_PL4,CATS_PL5,CATS_PL6,CATS_PL7,CATS_PL8,CATS_PL9,CATS_PN0,CATS_PN1,CATS_PN2,CATS_PN3,CATS_PN4,CATS_PN5,CATS_PN6,CATS_PN7,CATS_PN8,CATS_PN9,CATS_PP0,CATS_PP1,CATS_PP2,CATS_PP3,CATS_PP4,CATS_PP5,CATS_PP6,CATS_PP7,CATS_PP8,CATS_PP9,LDI,Mac,Mnc,Mpc,QCmax,QCmin,QCss,QHmax,QHmin,QHss,QNmax,QNmin,QNss,QOmax,QOmin,QOss,Qass,Qmax,Qmin,Rnc,Rpc,SPP,Tac,Tnc,Tpc,Chi0,Chi1,Chi10,Chi2,Chi3,Chi3c,Chi3ch,Chi4,Chi4c,Chi4ch,Chi4pc,Chi5,Chi5ch,Chi6,Chi6ch,Chi7,Chi8,Chi9,Chiv0,Chiv1,Chiv10,Chiv2,Chiv3,Chiv3c,Chiv3ch,Chiv4,Chiv4c,Chiv4ch,Chiv4pc,Chiv5,Chiv5ch,Chiv6,Chiv6ch,Chiv7,Chiv8,Chiv9,dchi0,dchi1,dchi2,dchi3,dchi4,knotp,knotpv,mChi1,S1,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S2,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S3,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S4,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S5,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S6,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S7,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S8,S9,Smax1,Smax10,Smax11,Smax12,Smax13,Smax14,Smax15,Smax16,Smax17,Smax18,Smax19,Smax2,Smax20,Smax21,Smax22,Smax23,Smax24,Smax25,Smax26,Smax27,Smax28,Smax29,Smax3,Smax30,Smax31,Smax32,Smax33,Smax34,Smax35,Smax36,Smax37,Smax38,Smax39,Smax4,Smax40,Smax41,Smax42,Smax43,Smax44,Smax45,Smax46,Smax47,Smax48,Smax49,Smax5,Smax50,Smax51,Smax52,Smax53,Smax54,Smax55,Smax56,Smax57,Smax58,Smax59,Smax6,Smax60,Smax61,Smax62,Smax63,Smax64,Smax65,Smax66,Smax67,Smax68,Smax69,Smax7,Smax70,Smax71,Smax72,Smax73,Smax74,Smax75,Smax76,Smax77,Smax78,Smax8,Smax9,Smin1,Smin10,Smin11,Smin12,Smin13,Smin14,Smin15,Smin16,Smin17,Smin18,Smin19,Smin2,Smin20,Smin21,Smin22,Smin23,Smin24,Smin25,Smin26,Smin27,Smin28,Smin29,Smin3,Smin30,Smin31,Smin32,Smin33,Smin34,Smin35,Smin36,Smin37,Smin38,Smin39,Smin4,Smin40,Smin41,Smin42,Smin43,Smin44,Smin45,Smin46,Smin47,Smin48,Smin49,Smin5,Smin50,Smin51,Smin52,Smin53,Smin54,Smin55,Smin56,Smin57,Smin58,Smin59,Smin6,Smin60,Smin61,Smin62,Smin63,Smin64,Smin65,Smin66,Smin67,Smin68,Smin69,Smin7,Smin70,Smin71,Smin72,Smin73,Smin74,Smin75,Smin76,Smin77,Smin78,Smin8,Smin9,GATSe1,GATSe2,GATSe3,GATSe4,GATSe5,GATSe6,GATSe7,GATSe8,GATSm1,GATSm2,GATSm3,GATSm4,GATSm5,GATSm6,GATSm7,GATSm8,GATSp1,GATSp2,GATSp3,GATSp4,GATSp5,GATSp6,GATSp7,GATSp8,GATSv1,GATSv2,GATSv3,GATSv4,GATSv5,GATSv6,GATSv7,GATSv8,kappa1,kappa2,kappa3,kappam1,kappam2,kappam3,phi,EstateVSA0,EstateVSA1,EstateVSA10,EstateVSA2,EstateVSA3,EstateVSA4,EstateVSA5,EstateVSA6,EstateVSA7,EstateVSA8,EstateVSA9,LabuteASA,MRVSA0,MRVSA1,MRVSA2,MRVSA3,MRVSA4,MRVSA5,MRVSA6,MRVSA7,MRVSA8,MRVSA9,MTPSA,PEOEVSA0,PEOEVSA1,PEOEVSA10,PEOEVSA11,PEOEVSA12,PEOEVSA13,PEOEVSA2,PEOEVSA3,PEOEVSA4,PEOEVSA5,PEOEVSA6,PEOEVSA7,PEOEVSA8,PEOEVSA9,VSAEstate0,VSAEstate1,VSAEstate10,VSAEstate2,VSAEstate3,VSAEstate4,VSAEstate5,VSAEstate6,VSAEstate7,VSAEstate8,VSAEstate9,slogPVSA0,slogPVSA1,slogPVSA10,slogPVSA11,slogPVSA2,slogPVSA3,slogPVSA4,slogPVSA5,slogPVSA6,slogPVSA7,slogPVSA8,slogPVSA9,MATSe1,MATSe2,MATSe3,MATSe4,MATSe5,MATSe6,MATSe7,MATSe8,MATSm1,MATSm2,MATSm3,MATSm4,MATSm5,MATSm6,MATSm7,MATSm8,MATSp1,MATSp2,MATSp3,MATSp4,MATSp5,MATSp6,MATSp7,MATSp8,MATSv1,MATSv2,MATSv3,MATSv4,MATSv5,MATSv6,MATSv7,MATSv8,ATSe1,ATSe2,ATSe3,ATSe4,ATSe5,ATSe6,ATSe7,ATSe8,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSm6,ATSm7,ATSm8,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSp6,ATSp7,ATSp8,ATSv1,ATSv2,ATSv3,ATSv4,ATSv5,ATSv6,ATSv7,ATSv8
0,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,3.077,2.0,2.579,31.333,2.911,1.791,1.592,2.83,3.267,6.306,0.766,36.0,18.0,8.0,3.289,34.3,3.053,953.0,240.0,12.857,62.0,70.0,6.0,0.5,3.0,15.348,13.0,18.0,21.0,23.0,26.0,24.0,199.529,4.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,13.0,3.0,2.0,4.0,0.0,1.0,2.0,5.0,4.0,16.0,0.0,3.91,1.036,0.89,0.348,0.235,0.0,0.0,0.0,3.319,3.072,2.56,2.444,1.522,1.326,1.326,1.845,3.984,1.101,1.012,0.511,0.421,0.0,0.0,0.0,3.437,3.226,2.85,2.431,1.941,1.331,1.331,1.896,3.816,1.488,1.235,0.767,0.537,0.0,0.0,0.0,2.938,2.776,2.144,2.132,1.283,0.84,0.531,1.969,0.286,0.19,0.095,0.0,0.048,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.292,0.125,0.083,0.0,0.0,0.0,0.182,0.182,0.182,0.0,0.0,0.182,0.273,0.0,0.0,0.0,0.182,0.364,0.0,0.0,0.091,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.125,0.125,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.375,0.375,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.226,0.142,-0.19,0.114,0.294,-0.03,0.187,0.077,0.064,0.015,0.064,0.062,0.008,-0.258,-0.258,0.267,0.483,0.294,-0.258,0.227,0.258,0.552,2.279,-1.14,1.14,10.008,6.02,0.0,5.702,4.098,1.205,0.0,2.926,0.0,0.0,2.499,2.081,0.0,1.507,0.068,0.566,0.298,0.0,6.893,3.482,0.0,2.557,1.657,0.377,0.0,0.941,0.0,0.0,0.682,0.567,0.0,0.267,0.024,0.085,0.024,0.0,3.115,2.537,3.145,2.441,1.984,1.294,0.305,0.463,0.0,0.0,0.0,3.051,0.0,0.0,0.0,0.0,-0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.487,0.0,0.0,0.0,20.522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.123,0.0,0.0,0.0,0.0,-0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.719,0.0,0.0,0.0,10.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822,0.0,0.0,0.0,0.0,-0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.769,0.0,0.0,0.0,10.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.393,0.817,1.352,1.543,1.342,0.028,0.0,0.0,0.556,0.825,1.191,1.297,0.755,1.589,0.0,0.0,0.216,0.641,1.179,1.744,1.156,1.267,0.0,0.0,0.233,0.697,1.247,1.736,1.241,0.752,0.0,0.0,11.077,4.481,2.721,9.398,3.359,1.909,2.428298615384615,15.534,10.71,0.0,0.0,18.199,0.0,0.0,0.0,0.0,11.601,20.229,77.041,9.847,0.0,0.0,0.0,0.0,0.0,43.45,0.0,0.0,22.976,86.28,0.0,20.229,0.0,0.0,11.375,0.0,0.0,0.0,0.0,11.601,6.066,6.066,15.913,5.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.679,5.432,0.0,9.847,0.0,11.601,0.0,20.229,0.0,18.199,5.023,0.0,0.0,11.375,0.424,0.117,-0.499,-0.643,-0.494,1.386,0.0,0.0,0.011,-0.087,-0.193,-0.093,-0.119,0.127,0.0,0.0,0.523,0.187,-0.343,-0.776,-0.191,0.349,0.0,0.0,0.56,0.189,-0.423,-0.828,-0.285,0.765,0.0,0.0,2.818,3.136,3.147,2.991,2.634,2.434,0.0,0.0,2.918,3.275,3.356,3.265,2.772,2.77,0.0,0.0,2.363,2.654,2.594,2.157,1.554,1.083,0.0,0.0,2.381,2.664,2.608,2.196,1.642,1.122,0.0,0.0
1,C1=CC(=C(C(=C1)O)O)C(=O)O,2.655,2.0,2.466,26.0,2.696,1.801,1.61,2.44,3.274,5.194,0.662,30.0,15.0,7.0,2.812,26.8,2.837,595.0,146.0,10.735,52.0,59.0,5.0,0.4,3.0,13.461,11.0,15.0,18.0,19.0,18.0,12.0,148.073,3.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,11.0,6.0,0.0,4.0,0.0,1.0,1.0,4.0,4.0,17.0,0.0,3.887,1.05,0.823,0.438,0.0,0.0,0.0,0.0,3.215,2.914,2.633,2.199,1.947,1.779,1.366,1.839,3.8550000190734863,1.1619999408721924,1.0190000534057617,0.7260000109672546,0.5270000100135803,0.35600000619888306,0.22100000083446503,0.057999998331069946,3.177000045776367,2.815000057220459,2.5250000953674316,1.9639999866485596,1.718999981880188,1.4980000257492065,0.7390000224113464,1.909999966621399,3.806,1.354,1.101,0.885,0.562,0.338,0.158,0.0,2.963,2.709,2.265,1.605,1.316,1.19,0.923,1.94,0.4,0.0,0.1,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.111,0.111,0.222,0.222,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.167,0.167,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.417,0.25,0.083,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.218,-0.264,0.185,0.339,-0.057,0.186,0.297,0.062,0.272,0.0,0.0,0.0,-0.246,-0.504,0.797,1.255,0.339,-0.504,0.273,0.183,0.843,3.698,-1.849,1.849,8.431,5.126,0.0,4.675,3.626,0.898,0.0,2.564,0.0,0.0,2.125,1.597,0.0,0.714,0.068,0.502,0.124,0.0,5.482,2.869,0.0,1.978,1.245,0.238,0.0,0.704,0.0,0.0,0.437,0.368,0.0,0.13,0.024,0.057,0.01,0.0,2.949,2.257,2.697,2.381,1.86,1.228,0.199,0.466,0.0,0.0,0.0,3.762,0.0,0.0,0.0,-1.265,-1.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.192,10.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.346,0.0,0.0,0.0,-1.265,-0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.937,10.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.206,0.0,0.0,0.0,-1.265,-0.597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.419,10.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.786,1.179,1.375,0.982,0.0,0.0,0.0,0.714,0.786,1.179,1.375,0.982,0.0,0.0,0.0,0.714,0.786,1.179,1.375,0.982,0.0,0.0,0.0,0.714,0.786,1.179,1.375,0.982,0.0,0.0,0.0,9.091,3.6,1.975,7.398,2.494,1.236,1.6773283636363636,17.468,5.563,0.0,0.0,0.0,18.199,0.0,0.0,0.0,15.32,4.795,62.341,20.114,0.0,0.0,0.0,0.0,0.0,23.763,0.0,11.499,5.969,77.76,15.32,0.0,11.499,0.0,0.0,5.969,4.795,0.0,0.0,6.066,12.133,0.0,0.0,5.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.667,0.0,0.0,21.289,11.499,0.0,0.0,0.0,10.358,18.199,0.0,0.0,0.0,0.0,-0.0,0.021,-0.293,-0.293,0.375,0.0,0.0,0.0,-0.0,0.021,-0.293,-0.293,0.375,0.0,0.0,0.0,-0.0,0.021,-0.293,-0.293,0.375,0.0,0.0,0.0,-0.0,0.021,-0.293,-0.293,0.375,0.0,0.0,0.0,2.588,2.93,2.981,2.696,1.971,0.0,0.0,0.0,2.59,2.932,2.984,2.7,1.976,0.0,0.0,0.0,2.284,2.479,2.332,1.722,0.843,0.0,0.0,0.0,2.307,2.512,2.386,1.809,0.935,0.0,0.0,0.0
2,C1C(C(C(OC1O)CO)O)O,2.655,2.0,2.108,27.0,2.693,1.801,1.61,2.446,2.512,5.194,0.747,30.0,15.0,7.0,2.812,26.8,2.837,593.0,146.0,10.722,52.0,59.0,5.0,0.4,3.0,13.824,11.0,15.0,18.0,20.0,20.0,14.0,152.061,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,11.0,12.0,0.0,5.0,0.0,1.0,1.0,11.0,5.0,23.0,0.0,3.783,1.197,0.901,0.509,0.077,0.025,0.0,0.0,3.249,3.068,2.688,2.275,2.231,1.832,1.783,1.687,3.700000047683716,1.4670000076293945,1.1690000295639038,0.8889999985694885,0.6159999966621399,0.5450000166893005,0.38499999046325684,0.3569999933242798,3.1029999256134033,2.9560000896453857,2.510999917984009,2.063999891281128,1.937000036239624,1.4889999628067017,1.3250000476837158,1.8480000495910645,3.5929999351501465,1.4609999656677246,1.2910000085830688,0.9890000224113464,0.6570000052452087,0.6269999742507935,0.3050000071525574,0.2809999883174896,3.0350000858306885,2.7190001010894775,2.243000030517578,1.6779999732971191,1.6490000486373901,1.2050000429153442,1.194000005722046,1.906999945640564,0.333,0.0,0.067,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.071,0.214,0.214,0.214,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289,0.164,-0.377,0.105,0.157,0.027,0.063,0.213,0.035,0.209,0.0,0.0,0.0,-0.344,-0.394,0.711,0.983,0.213,-0.394,0.209,0.113,0.607,3.767,-1.884,1.884,8.431,5.147,0.0,4.581,3.645,0.883,0.0,2.68,0.0,0.0,1.968,1.77,0.0,0.777,0.056,0.416,0.062,0.0,5.921,3.454,0.0,2.605,1.73,0.362,0.0,1.083,0.0,0.0,0.647,0.6,0.0,0.248,0.032,0.094,0.01,0.0,2.51,1.693,1.976,1.915,1.597,1.084,0.285,0.468,0.0,0.0,0.0,0.0,-4.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.642,0.0,4.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.424,0.0,0.0,0.0,-0.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.109,0.0,4.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016,0.0,0.0,0.0,0.0,-1.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,0.0,4.714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.407,0.0,1.0,1.1,0.978,1.1,0.458,0.0,0.0,0.0,1.0,1.1,0.978,1.1,0.458,0.0,0.0,0.0,1.0,1.1,0.978,1.1,0.458,0.0,0.0,0.0,1.0,1.1,0.978,1.1,0.458,0.0,0.0,0.0,9.091,3.6,1.975,8.893,3.465,1.882,2.801295,31.209,6.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.163,0.0,63.849,25.163,0.0,0.0,0.0,31.023,6.607,0.0,0.0,0.0,0.0,90.15,25.163,0.0,6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.421,12.711,12.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.833,0.0,0.0,51.635,0.0,0.0,4.737,0.0,6.421,0.0,0.0,0.0,0.0,0.0,-0.167,-0.242,-0.071,-0.157,0.65,0.0,0.0,0.0,-0.167,-0.242,-0.071,-0.157,0.65,0.0,0.0,0.0,-0.167,-0.242,-0.071,-0.157,0.65,0.0,0.0,0.0,-0.167,-0.242,-0.071,-0.157,0.65,0.0,0.0,0.0,2.636,2.981,3.04,2.724,2.03,0.0,0.0,0.0,2.639,2.984,3.044,2.729,2.036,0.0,0.0,0.0,2.166,2.332,2.225,1.677,0.73,0.0,0.0,0.0,2.205,2.386,2.291,1.768,0.832,0.0,0.0,0.0
