W,AW,J,Xu,GMTI,Pol,DZ,Ipc,BertzCT,Thara,Tsch,ZM1,ZM2,MZM1,MZM2,Qindex,Platt,diametert,radiust,petitjeant,Sito,Hato,Geto,Arto,Tigdi,Weight,AWeight,nhyd,nhal,nhet,nhev,ncof,ncocl,ncobr,ncoi,ncarb,nphos,nsulph,noxy,nnitro,nring,nrot,ndonr,naccr,nsb,ndb,naro,ntb,nta,PC1,PC2,PC3,PC4,PC5,PC6,bcutm16,bcutm15,bcutm14,bcutm13,bcutm12,bcutm11,bcutm10,bcutm9,bcutm8,bcutm7,bcutm6,bcutm5,bcutm4,bcutm3,bcutm2,bcutm1,bcutv16,bcutv15,bcutv14,bcutv13,bcutv12,bcutv11,bcutv10,bcutv9,bcutv8,bcutv7,bcutv6,bcutv5,bcutv4,bcutv3,bcutv2,bcutv1,bcute16,bcute15,bcute14,bcute13,bcute12,bcute11,bcute10,bcute9,bcute8,bcute7,bcute6,bcute5,bcute4,bcute3,bcute2,bcute1,bcutp16,bcutp15,bcutp14,bcutp13,bcutp12,bcutp11,bcutp10,bcutp9,bcutp8,bcutp7,bcutp6,bcutp5,bcutp4,bcutp3,bcutp2,bcutp1,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,IC0,IC1,IC2,IC3,IC4,IC5,IC6,CATS_DD0,CATS_DD1,CATS_DD2,CATS_DD3,CATS_DD4,CATS_DD5,CATS_DD6,CATS_DD7,CATS_DD8,CATS_DD9,CATS_DA0,CATS_DA1,CATS_DA2,CATS_DA3,CATS_DA4,CATS_DA5,CATS_DA6,CATS_DA7,CATS_DA8,CATS_DA9,CATS_DP0,CATS_DP1,CATS_DP2,CATS_DP3,CATS_DP4,CATS_DP5,CATS_DP6,CATS_DP7,CATS_DP8,CATS_DP9,CATS_DN0,CATS_DN1,CATS_DN2,CATS_DN3,CATS_DN4,CATS_DN5,CATS_DN6,CATS_DN7,CATS_DN8,CATS_DN9,CATS_DL0,CATS_DL1,CATS_DL2,CATS_DL3,CATS_DL4,CATS_DL5,CATS_DL6,CATS_DL7,CATS_DL8,CATS_DL9,CATS_AA0,CATS_AA1,CATS_AA2,CATS_AA3,CATS_AA4,CATS_AA5,CATS_AA6,CATS_AA7,CATS_AA8,CATS_AA9,CATS_AP0,CATS_AP1,CATS_AP2,CATS_AP3,CATS_AP4,CATS_AP5,CATS_AP6,CATS_AP7,CATS_AP8,CATS_AP9,CATS_AN0,CATS_AN1,CATS_AN2,CATS_AN3,CATS_AN4,CATS_AN5,CATS_AN6,CATS_AN7,CATS_AN8,CATS_AN9,CATS_AL0,CATS_AL1,CATS_AL2,CATS_AL3,CATS_AL4,CATS_AL5,CATS_AL6,CATS_AL7,CATS_AL8,CATS_AL9,CATS_PP0,CATS_PP1,CATS_PP2,CATS_PP3,CATS_PP4,CATS_PP5,CATS_PP6,CATS_PP7,CATS_PP8,CATS_PP9,CATS_PN0,CATS_PN1,CATS_PN2,CATS_PN3,CATS_PN4,CATS_PN5,CATS_PN6,CATS_PN7,CATS_PN8,CATS_PN9,CATS_PL0,CATS_PL1,CATS_PL2,CATS_PL3,CATS_PL4,CATS_PL5,CATS_PL6,CATS_PL7,CATS_PL8,CATS_PL9,CATS_NN0,CATS_NN1,CATS_NN2,CATS_NN3,CATS_NN4,CATS_NN5,CATS_NN6,CATS_NN7,CATS_NN8,CATS_NN9,CATS_NL0,CATS_NL1,CATS_NL2,CATS_NL3,CATS_NL4,CATS_NL5,CATS_NL6,CATS_NL7,CATS_NL8,CATS_NL9,CATS_LL0,CATS_LL1,CATS_LL2,CATS_LL3,CATS_LL4,CATS_LL5,CATS_LL6,CATS_LL7,CATS_LL8,CATS_LL9,SPP,LDI,Rnc,Rpc,Mac,Tac,Mnc,Tnc,Mpc,Tpc,Qass,QOss,QNss,QCss,QHss,Qmin,Qmax,QOmin,QNmin,QCmin,QHmin,QOmax,QNmax,QCmax,QHmax,Chi0,Chi1,mChi1,Chi2,Chi3,Chi4,Chi5,Chi6,Chi7,Chi8,Chi9,Chi10,Chi3c,Chi4c,Chi4pc,Chi3ch,Chi4ch,Chi5ch,Chi6ch,knotp,Chiv0,Chiv1,Chiv2,Chiv3,Chiv4,Chiv5,Chiv6,Chiv7,Chiv8,Chiv9,Chiv10,dchi0,dchi1,dchi2,dchi3,dchi4,Chiv3c,Chiv4c,Chiv4pc,Chiv3ch,Chiv4ch,Chiv5ch,Chiv6ch,knotpv,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,Smax0,Smax1,Smax2,Smax3,Smax4,Smax5,Smax6,Smax7,Smax8,Smax9,Smax10,Smax11,Smax12,Smax13,Smax14,Smax15,Smax16,Smax17,Smax18,Smax19,Smax20,Smax21,Smax22,Smax23,Smax24,Smax25,Smax26,Smax27,Smax28,Smax29,Smax30,Smax31,Smax32,Smax33,Smax34,Smax35,Smax36,Smax37,Smax38,Smax39,Smax40,Smax41,Smax42,Smax43,Smax44,Smax45,Smax46,Smax47,Smax48,Smax49,Smax50,Smax51,Smax52,Smax53,Smax54,Smax55,Smax56,Smax57,Smax58,Smax59,Smax60,Smax61,Smax62,Smax63,Smax64,Smax65,Smax66,Smax67,Smax68,Smax69,Smax70,Smax71,Smax72,Smax73,Smax74,Smax75,Smax76,Smax77,Smax78,Smin0,Smin1,Smin2,Smin3,Smin4,Smin5,Smin6,Smin7,Smin8,Smin9,Smin10,Smin11,Smin12,Smin13,Smin14,Smin15,Smin16,Smin17,Smin18,Smin19,Smin20,Smin21,Smin22,Smin23,Smin24,Smin25,Smin26,Smin27,Smin28,Smin29,Smin30,Smin31,Smin32,Smin33,Smin34,Smin35,Smin36,Smin37,Smin38,Smin39,Smin40,Smin41,Smin42,Smin43,Smin44,Smin45,Smin46,Smin47,Smin48,Smin49,Smin50,Smin51,Smin52,Smin53,Smin54,Smin55,Smin56,Smin57,Smin58,Smin59,Smin60,Smin61,Smin62,Smin63,Smin64,Smin65,Smin66,Smin67,Smin68,Smin69,Smin70,Smin71,Smin72,Smin73,Smin74,Smin75,Smin76,Smin77,Smin78,GATSm1,GATSm2,GATSm3,GATSm4,GATSm5,GATSm6,GATSm7,GATSm8,GATSv1,GATSv2,GATSv3,GATSv4,GATSv5,GATSv6,GATSv7,GATSv8,GATSe1,GATSe2,GATSe3,GATSe4,GATSe5,GATSe6,GATSe7,GATSe8,GATSp1,GATSp2,GATSp3,GATSp4,GATSp5,GATSp6,GATSp7,GATSp8,kappa1,kappa2,kappa3,kappam1,kappam2,kappam3,phi,LabuteASA,MTPSA,slogPVSA0,slogPVSA1,slogPVSA2,slogPVSA3,slogPVSA4,slogPVSA5,slogPVSA6,slogPVSA7,slogPVSA8,slogPVSA9,slogPVSA10,slogPVSA11,MRVSA0,MRVSA1,MRVSA2,MRVSA3,MRVSA4,MRVSA5,MRVSA6,MRVSA7,MRVSA8,MRVSA9,PEOEVSA0,PEOEVSA1,PEOEVSA2,PEOEVSA3,PEOEVSA4,PEOEVSA5,PEOEVSA6,PEOEVSA7,PEOEVSA8,PEOEVSA9,PEOEVSA10,PEOEVSA11,PEOEVSA12,PEOEVSA13,EstateVSA0,EstateVSA1,EstateVSA2,EstateVSA3,EstateVSA4,EstateVSA5,EstateVSA6,EstateVSA7,EstateVSA8,EstateVSA9,EstateVSA10,VSAEstate0,VSAEstate1,VSAEstate2,VSAEstate3,VSAEstate4,VSAEstate5,VSAEstate6,VSAEstate7,VSAEstate8,VSAEstate9,VSAEstate10,MATSm1,MATSm2,MATSm3,MATSm4,MATSm5,MATSm6,MATSm7,MATSm8,MATSv1,MATSv2,MATSv3,MATSv4,MATSv5,MATSv6,MATSv7,MATSv8,MATSe1,MATSe2,MATSe3,MATSe4,MATSe5,MATSe6,MATSe7,MATSe8,MATSp1,MATSp2,MATSp3,MATSp4,MATSp5,MATSp6,MATSp7,MATSp8,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSm6,ATSm7,ATSm8,ATSv1,ATSv2,ATSv3,ATSv4,ATSv5,ATSv6,ATSv7,ATSv8,ATSe1,ATSe2,ATSe3,ATSe4,ATSe5,ATSe6,ATSe7,ATSe8,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,ATSp6,ATSp7,ATSp8,Target
1549.0,5.163333333333333,1.6872142751111316,24.205679641982634,3.8698768132667665,37.0,53.5,6.063589000360759,3.0075442206795033,91.5470529470528,6914.0,132.0,155.0,6.027777777777777,1.1813271604938271,19.0,76.0,13.0,7.0,0.46153846153846156,8.457358709325318,2.1126760563380285,2.179186241957937,2.24,3.9505595616118003,334.299,13.372,13.0,0.0,7.0,25.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,5.0,4.0,5.0,1.0,7.0,5.0,1.0,22.0,0.0,38.0,28.0,38.0,51.0,67.0,84.0,91.0,0.9279999732971191,0.984000027179718,1.0820000171661377,1.3350000381469727,1.409000039100647,1.7519999742507935,1.8949999809265137,1.9240000247955322,2.617000102996826,2.6649999618530273,2.9179999828338623,3.1410000324249268,3.4679999351501465,3.7690000534057617,3.796999931335449,4.307000160217285,0.9480000138282776,0.9959999918937683,1.1080000400543213,1.406999945640564,1.4589999914169312,1.8329999446868896,1.9179999828338623,1.9950000047683716,2.4860000610351562,2.6480000019073486,2.759999990463257,2.999000072479248,3.180000066757202,3.7100000381469727,3.7290000915527344,3.9709999561309814,0.7649999856948853,0.7990000247955322,0.8949999809265137,1.1710000038146973,1.3509999513626099,1.7020000219345093,1.7949999570846558,1.871999979019165,2.690000057220459,2.7690000534057617,2.9230000972747803,3.184999942779541,3.3580000400543213,3.8010001182556152,3.825000047683716,4.052000045776367,0.9179999828338623,0.9660000205039978,1.0920000076293945,1.3930000066757202,1.4129999876022339,1.8380000591278076,1.9160000085830688,2.002000093460083,2.4839999675750732,2.6610000133514404,2.7760000228881836,2.992000102996826,3.197999954223633,3.7160000801086426,3.7320001125335693,4.031000137329102,3.547,2.059,1.881,1.428,0.819,0.891,0.744,0.324,0.608,0.642,0.728,0.844,0.83,0.858,1.701,3.189,3.367,3.819,4.429,4.356,4.504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,0.286,0.143,0.286,0.0,0.0,0.0,0.357,0.0,0.071,0.071,0.0,0.143,0.214,0.0,0.071,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.167,0.167,0.133,0.133,0.033,0.1,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.154,0.077,0.0,0.0,0.038,0.115,0.077,0.154,0.115,0.574,0.193,0.181,0.116,0.102,3.86,-0.138,-1.93,0.08,1.93,0.681,0.082,0.351,0.141,0.087,-0.35,0.224,-0.287,-0.35,-0.054,0.054,-0.287,-0.208,0.224,0.164,17.062,12.31,0.44,10.695,9.286,7.803,6.331,4.249,3.276,2.427,1.679,1.197,1.206,0.0,3.191,0.0,0.0,0.118,0.26,1.984,13.902,8.518,6.227,4.545,3.238,2.048,1.222,0.785,0.496,0.288,0.166,3.16,3.792,4.468,4.741,4.565,0.576,0.0,1.29,0.0,0.0,0.102,0.062,0.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,17.711,0.0,0.0,0.0,-0.137,2.396,1.542,0.0,0.0,0.0,0.0,0.0,3.167,0.0,0.0,0.0,0.0,16.991,0.0,0.0,0.0,0.0,0.0,12.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,1.964,0.0,0.0,0.0,-0.137,1.013,0.786,0.0,0.0,0.0,0.0,0.0,3.167,0.0,0.0,0.0,0.0,4.49,0.0,0.0,0.0,0.0,0.0,12.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.534,0.0,0.0,1.599,0.0,0.0,0.0,-0.137,0.403,0.756,0.0,0.0,0.0,0.0,0.0,3.167,0.0,0.0,0.0,0.0,3.954,0.0,0.0,0.0,0.0,0.0,12.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,1.027,0.959,1.058,1.101,1.197,0.828,1.093,0.902,0.75,1.31,1.515,1.168,0.608,0.978,0.85,0.878,0.797,1.244,1.563,1.204,0.623,0.85,0.967,0.842,0.761,1.318,1.402,1.16,0.736,1.013,0.826,18.367,8.792,4.466,15.344,6.74,3.221,4.1367424,147.187,80.66,5.317,25.719,6.545,0.0,21.615,60.499,0.0,10.217,0.0,5.948,0.0,11.337,4.795,0.0,19.936,0.0,6.545,5.317,77.32,0.0,0.0,33.285,5.317,14.762,9.968,0.0,11.337,6.066,35.209,36.896,10.217,5.694,0.0,11.732,0.0,0.0,0.0,5.783,23.75,15.78,11.337,36.92,23.579,25.253,0.0,4.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.039,1.461,0.0,-0.081,-0.086,0.016,-0.0,-0.048,-0.103,0.009,-0.1,-0.147,0.114,-0.23,-0.32,0.102,0.203,-0.21,0.103,-0.172,0.024,-0.128,-0.274,0.141,0.103,-0.134,-0.008,-0.05,0.14,-0.281,-0.267,0.034,0.203,-0.224,0.143,3.536,3.856,3.863,3.797,3.802,3.704,3.577,3.42,3.244,3.526,3.451,3.353,3.345,3.37,3.27,3.075,3.437,3.746,3.742,3.668,3.679,3.576,3.474,3.307,3.258,3.545,3.449,3.359,3.353,3.399,3.273,3.096,5.71175
2467.0,6.0763546798029555,1.9204957261557951,27.640715270040616,4.010130277215148,50.0,64.5,6.57559557789004,3.050892867501095,111.49694472194466,10231.0,150.0,180.0,10.972222222222218,1.8418209876543212,20.0,88.0,15.0,8.0,0.4666666666666667,8.55966375422008,1.7938144329896906,1.9731532588859635,2.1379310344827585,4.133794300604513,374.251,12.905,28.0,0.0,9.0,29.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,4.0,5.0,3.0,8.0,2.0,7.0,13.0,2.0,16.0,0.0,57.0,31.0,44.0,61.0,76.0,96.0,117.0,1.3769999742507935,1.4299999475479126,1.4859999418258667,1.524999976158142,1.562000036239624,1.88100004196167,1.9359999895095825,1.9869999885559082,2.8989999294281006,2.9779999256134033,3.0490000247955322,3.2039999961853027,3.4660000801086426,3.5950000286102295,3.8469998836517334,4.190999984741211,1.3799999952316284,1.4390000104904175,1.4589999914169312,1.465000033378601,1.6039999723434448,1.906999945640564,1.9780000448226929,2.1659998893737793,2.8519999980926514,2.9549999237060547,2.990000009536743,3.006999969482422,3.2669999599456787,3.499000072479248,3.7750000953674316,4.021999835968018,1.069000005722046,1.1460000276565552,1.187999963760376,1.1950000524520874,1.3420000076293945,1.656999945640564,1.8630000352859497,1.9490000009536743,3.125,3.1519999504089355,3.2070000171661377,3.2739999294281006,3.50600004196167,3.7179999351501465,3.881999969482422,4.202000141143799,1.3630000352859497,1.4220000505447388,1.4240000247955322,1.4490000009536743,1.61899995803833,1.9040000438690186,1.9789999723434448,2.190999984741211,2.8589999675750732,2.9769999980926514,2.994999885559082,3.003000020980835,3.247999906539917,3.496999979019165,3.7709999084472656,4.004000186920166,4.222,2.64,2.426,1.362,1.174,1.21,1.027,0.276,0.547,0.584,0.766,0.799,0.792,0.824,1.611,3.193,3.406,4.471,4.659,4.622,4.806,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.1,0.4,0.0,0.2,0.2,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.1,0.2,0.1,0.0,0.0,0.259,0.0,0.185,0.037,0.185,0.037,0.037,0.037,0.111,0.111,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.094,0.188,0.125,0.188,0.188,0.125,0.094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.167,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.095,0.048,0.048,0.0,0.0,0.095,0.19,0.095,0.841,0.331,0.164,0.087,0.123,7.009,-0.215,-3.005,0.093,4.005,1.642,0.609,0.411,0.364,0.258,-0.493,0.348,-0.493,-0.333,-0.047,0.029,-0.247,-0.21,0.332,0.348,21.129,13.905,0.449,12.111,11.252,8.513,6.477,4.991,3.805,2.687,1.922,1.347,1.913,0.0,5.652,0.0,0.0,0.096,0.105,3.74,17.535,9.712,6.911,5.245,3.306,1.886,1.178,0.748,0.439,0.26,0.152,3.594,4.192,5.2,6.007,5.208,0.856,0.0,1.974,0.0,0.0,0.028,0.037,1.117,0.0,0.0,0.0,0.0,0.0,0.0,8.929,0.0,3.627,0.0,0.0,5.484,0.0,0.0,0.0,0.0,2.45,0.598,0.0,0.0,0.0,0.0,0.0,0.0,3.029,0.0,1.468,0.0,4.452,0.0,0.0,2.403,0.0,0.0,24.497,11.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.157,0.0,1.059,0.0,0.0,1.85,0.0,0.0,0.0,0.0,0.731,0.314,0.0,0.0,0.0,0.0,0.0,0.0,3.029,0.0,1.468,0.0,4.452,0.0,0.0,1.348,0.0,0.0,12.378,5.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.444,0.0,0.593,0.0,0.0,1.805,0.0,0.0,0.0,0.0,0.482,0.283,0.0,0.0,0.0,0.0,0.0,0.0,3.029,0.0,1.468,0.0,4.452,0.0,0.0,1.055,0.0,0.0,12.12,5.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.102,0.776,1.07,1.027,1.028,0.841,1.16,1.16,1.19,0.782,1.064,1.009,1.004,0.837,1.13,1.1,1.093,0.776,1.071,1.029,1.031,0.842,1.162,1.166,1.231,0.787,1.06,1.001,0.994,0.839,1.114,1.07,23.659,10.543,5.087,20.659,8.522,3.906,6.07089648275862,168.053,95.58,25.623,52.453,14.095,0.0,13.847,27.788,0.0,22.552,0.0,0.0,11.499,0.0,14.374,0.0,19.102,14.095,13.847,33.351,39.037,0.0,22.887,11.164,19.358,13.929,9.779,0.0,0.0,0.0,32.047,19.659,20.199,24.493,17.146,0.0,5.559,5.69,11.249,5.517,29.577,29.765,16.515,20.224,12.133,23.815,9.474,9.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.403,65.097,0.0,0.0,-0.307,0.055,-0.056,0.025,-0.047,0.041,-0.192,0.021,-0.356,0.09,-0.055,0.028,-0.031,0.055,-0.187,0.022,-0.302,0.051,-0.056,0.024,-0.049,0.039,-0.192,0.02,-0.376,0.106,-0.054,0.029,-0.026,0.059,-0.183,0.021,3.588,3.94,4.082,3.96,3.721,3.68,3.706,3.621,3.223,3.571,3.661,3.537,3.34,3.339,3.361,3.2,3.585,3.936,4.078,3.956,3.718,3.677,3.704,3.618,3.172,3.526,3.612,3.49,3.297,3.3,3.323,3.159,5.95861
